"","CTallo.L","CTallo.C","CTallo.H","CPFlor.L","CPFlor.C","CPFlor.H","CBaya.L","CBaya.C","CBaya.H","CPTuber.L","CPTuber.C","CPTuber.H","CSTuber.L","CSTuber.C","CSTuber.H","CPulpa.L","CPulpa.C","CPulpa.H","CSPulpa.L","CSPulpa.C","CSPulpa.H","CPBrote.L","CPBrote.C","CPBrote.H","CSBrote.L","CSBrote.C","CSBrote.H"
"15061658",53,38,132,59,48,315,54,44,117,42,36,346,81,32,84,92,6,71,27,36,322,33,26,314,96,7,318
"15061659",49,21,132,43,58,322,54,44,117,42,36,346,80,41,86,92,6,71,27,34,342,42,39,319,96,7,318
"15061661",54,44,117,67,36,319,53,38,115,42,36,346,80,41,86,92,3,71,42,37,345,38,40,308,96,7,318
"15061662",28,16,359,49,42,312,54,44,115,28,16,359,80,42,96,92,3,71,27,30,324,33,26,314,94,4,41
"15062357",28,16,359,43,58,322,66,48,118,30,16,3,80,41,86,92,3,71,27,22,344,26,20,307,94,4,41
"15062142",54,44,117,43,58,322,69,48,117,80,41,86,43,39,41,92,6,71,37,28,344,45,57,327,94,4,41
"15061665",54,44,117,43,58,322,54,44,117,74,37,74,43,39,33,84,18,90,29,28,346,57,46,323,94,4,41
"15061666",28,16,359,36,55,329,66,48,118,79,36,83,28,47,33,92,6,71,27,22,346,33,34,316,94,4,41
"15061668",54,44,117,49,57,317,69,48,117,75,35,83,38,32,40,84,18,90,43,26,344,39,57,339,96,7,318
"15062143",28,16,359,43,58,312,54,44,117,38,32,14,79,41,96,84,18,90,27,30,345,26,20,307,94,4,41
"15061667",28,16,359,58,45,310,62,43,116,39,28,22,42,39,41,84,18,90,43,22,346,26,20,307,95,5,344
"15061669",54,44,117,52,55,328,58,38,112,76,47,85,42,37,41,92,6,71,42,34,342,48,58,336,96,7,318
"15061670",54,44,117,36,55,329,53,38,115,38,32,14,80,41,86,92,6,71,33,36,345,36,55,329,94,4,41
"15061671",54,44,117,52,55,328,54,44,117,34,28,21,76,28,83,84,26,94,36,43,316,39,57,339,96,7,318
"15061673",28,16,359,54,49,320,50,38,115,37,42,3,60,19,40,92,6,71,27,33,344,45,57,327,96,7,318
"15061676",54,44,117,41,42,316,58,45,117,38,32,14,79,36,83,84,18,90,31,36,318,33,26,314,96,7,318
"15061677",28,6,23,52,55,328,54,44,117,30,11,328,79,36,83,92,6,71,42,36,346,33,26,314,96,7,318
"15061678",28,6,23,36,55,329,69,48,117,30,11,328,75,35,83,84,18,90,27,28,333,33,26,314,94,4,41
"15061679",28,16,359,36,55,329,76,48,116,35,29,17,80,26,83,84,18,90,31,22,346,26,20,307,95,5,344
"15061680",49,21,132,36,55,329,66,48,118,34,28,21,84,26,94,92,6,71,31,22,344,36,55,329,95,5,344
"15061682",49,21,132,59,40,305,71,50,115,75,35,83,41,37,41,84,18,90,27,28,345,26,20,307,94,4,41
"15061683",28,16,359,43,58,322,68,45,115,40,35,16,82,42,90,92,6,71,27,23,346,33,26,314,96,7,318
"15061684",54,44,117,67,41,314,50,38,115,39,28,22,60,32,41,92,6,71,31,28,333,27,28,306,96,7,318
"15061685",49,21,132,54,49,320,71,50,115,38,32,14,73,32,69,84,26,94,27,26,344,27,28,306,96,7,318
"15061686",49,21,132,36,55,329,69,48,116,30,16,3,75,35,83,84,18,90,28,36,344,26,20,307,94,4,41
"15061687",54,44,117,43,58,322,54,44,117,29,8,313,50,29,41,92,6,71,42,36,346,38,40,308,96,7,318
"15061702",28,6,23,54,46,324,50,38,115,45,42,0,79,36,83,84,18,90,41,39,346,27,28,306,96,7,318
"15061688",54,44,117,43,58,322,54,44,117,27,19,5,75,35,83,84,18,90,31,36,324,28,35,303,95,7,318
"15062144",28,16,359,54,49,320,58,45,117,30,16,3,80,42,96,84,18,90,42,36,346,28,35,303,96,7,318
"15061689",28,6,23,36,55,329,69,48,117,28,11,318,79,36,83,84,18,90,42,36,346,36,47,327,96,7,318
"15061690",28,6,23,36,55,329,54,44,117,29,8,313,79,36,83,84,18,90,42,36,346,33,26,314,94,4,41
"15062145",28,16,359,43,58,322,54,44,117,28,11,318,75,35,83,84,18,90,31,23,346,27,28,306,96,7,318
"15061704",54,44,117,61,37,320,76,44,112,27,19,5,76,47,85,92,6,71,42,36,346,27,28,306,94,4,41
"15061705",53,38,132,43,58,322,66,48,118,69,36,65,29,37,40,84,18,90,27,22,346,26,20,307,94,4,41
"15061706",54,44,117,43,57,316,54,44,117,84,26,94,48,32,40,84,18,90,30,28,345,49,57,317,96,7,318
"15061707",28,16,359,38,40,308,54,44,117,51,43,355,28,19,33,84,18,90,33,33,344,33,26,314,96,7,318
"15062146",28,16,359,43,40,309,72,45,115,45,42,0,42,19,40,82,35,93,27,22,344,26,20,307,96,7,318
"15061709",54,44,117,36,55,329,69,48,116,76,47,85,42,37,41,92,6,71,29,22,318,36,47,309,95,5,344
"15061710",28,16,359,45,57,327,69,48,117,29,8,313,84,32,84,80,35,96,30,28,345,26,20,307,96,7,318
"15061712",54,44,117,43,58,322,54,44,117,28,11,318,80,42,96,84,18,90,30,28,344,33,26,314,94,4,41
"15062369",28,16,359,43,58,312,54,44,117,34,28,21,80,42,93,84,18,90,36,33,345,48,58,336,96,7,318
"15061713",54,44,117,66,36,309,50,38,115,76,47,85,40,35,41,84,24,85,27,33,324,26,20,307,94,4,41
"15061714",28,16,359,41,42,316,54,44,117,92,6,88,30,42,33,92,6,71,50,33,344,39,53,346,96,7,318
"15062147",54,44,117,33,34,316,69,45,116,42,37,18,80,42,86,92,6,71,30,28,346,39,53,346,96,7,318
"15061717",28,16,359,52,45,305,54,44,117,28,16,359,53,24,40,84,18,90,32,23,344,27,28,306,94,4,41
"15061718",49,21,132,59,40,305,53,43,117,28,11,318,79,36,83,92,6,71,27,33,334,26,20,307,96,7,318
"15061964",54,44,117,43,49,312,54,44,117,50,29,17,80,41,86,84,18,90,27,33,331,26,20,307,94,4,41
"15061719",54,44,117,43,55,332,72,45,115,43,33,10,80,28,67,84,26,94,27,28,334,27,28,306,96,7,318
"15061720",42,17,138,41,42,316,58,45,117,38,32,14,75,35,67,84,18,90,27,26,344,44,53,341,96,7,318
"15062358",28,16,359,43,58,322,58,45,117,28,11,318,76,47,85,84,18,90,29,11,346,36,55,329,94,4,41
"15061721",54,24,136,45,57,327,69,48,117,39,28,22,80,36,84,84,18,90,27,30,344,37,43,331,96,7,318
"15061722",54,44,117,48,40,314,69,48,117,27,19,5,81,32,84,92,6,71,37,43,331,45,57,327,94,4,41
"15061723",28,16,359,43,58,322,66,48,118,40,35,16,79,36,83,84,18,90,42,36,344,44,53,341,96,7,318
"15061724",28,16,359,43,58,322,69,48,117,84,22,70,50,26,33,84,18,90,42,33,344,49,42,312,96,7,318
"15062149",28,16,359,43,58,322,53,38,115,35,29,17,80,42,86,84,18,90,37,26,344,44,53,341,96,7,318
"15061725",28,16,359,43,58,322,54,44,117,34,34,8,79,34,83,92,6,71,33,28,344,39,57,339,96,7,318
"15061726",28,16,359,43,58,322,54,44,117,34,34,8,81,41,96,84,26,94,27,28,345,44,54,336,94,4,41
"15061729",28,16,359,52,45,305,54,44,117,30,29,7,79,36,83,84,18,90,30,33,333,49,57,317,96,7,318
"15061730",28,16,359,52,45,305,50,38,115,27,19,5,80,41,86,84,18,90,31,33,334,42,39,319,96,7,318
"15061731",28,16,359,54,49,320,66,48,118,51,43,355,79,36,83,84,18,90,42,33,344,35,41,347,96,7,318
"15061733",54,44,117,57,46,323,50,38,115,74,37,74,27,19,41,84,26,94,50,43,321,58,45,310,96,7,318
"15061734",28,16,359,36,55,329,54,44,117,34,34,8,50,41,41,92,6,71,29,22,344,39,57,339,96,7,318
"15061735",54,44,117,54,49,320,71,50,115,79,36,83,41,37,33,94,5,52,30,28,344,39,57,339,94,4,41
"15062150",28,16,359,43,58,312,54,44,117,28,11,318,80,42,96,92,6,71,31,33,328,26,20,307,94,4,41
"15062151",28,6,23,43,58,312,54,44,117,45,42,0,76,47,85,84,18,90,28,28,345,26,20,307,94,4,41
"15061736",28,16,359,57,46,323,62,43,116,80,42,96,27,19,33,84,26,94,50,36,344,27,28,306,94,4,41
"15061737",28,16,359,43,58,322,54,44,117,81,32,84,27,19,41,84,18,90,42,36,346,59,48,315,96,7,318
"15062152",28,16,359,36,55,329,54,44,117,30,11,328,80,35,84,92,6,71,27,33,344,26,20,307,94,4,41
"15061738",28,16,359,43,58,322,54,44,117,30,11,328,75,35,83,84,18,90,30,23,344,39,53,346,94,4,41
"15061740",28,16,359,38,40,308,58,45,117,28,11,318,76,29,74,92,6,71,27,28,345,26,20,307,94,4,41
"15062153",54,44,117,43,58,322,66,48,118,38,32,14,79,36,83,92,6,71,27,28,333,43,58,322,94,4,41
"15061742",54,44,117,45,57,327,63,38,111,75,35,83,42,37,40,92,6,71,30,28,328,26,20,307,94,4,41
"15061744",54,44,117,43,40,309,69,48,117,66,40,69,40,35,41,92,6,71,27,28,324,49,42,312,96,7,318
"15061965",54,44,117,58,35,304,66,48,118,42,36,346,60,32,41,84,18,90,30,33,345,26,20,307,94,4,41
"15061747",54,44,117,54,58,317,54,44,117,43,33,10,82,26,80,84,26,94,27,33,316,33,26,314,96,7,318
"15061751",62,43,124,58,45,310,49,45,120,43,33,10,74,37,74,92,6,71,27,30,344,49,42,312,94,4,41
"15061752",45,19,134,45,57,327,66,48,118,27,22,344,80,41,96,84,26,94,27,34,328,26,20,307,96,7,318
"15061753",28,6,23,54,49,320,66,48,118,51,43,355,81,32,84,92,6,71,42,36,346,35,41,347,96,7,318
"15061754",54,44,117,58,45,310,69,48,117,76,47,85,42,36,33,84,18,90,29,22,344,56,48,332,94,4,41
"15061755",54,44,117,63,31,315,50,38,115,30,16,3,80,42,96,84,26,94,43,43,316,33,26,314,96,7,318
"15061756",49,21,132,58,45,310,54,44,117,30,16,3,80,36,83,84,26,94,27,28,344,38,40,308,96,7,318
"15061757",28,16,359,49,57,317,58,45,117,30,29,7,29,32,41,84,26,94,50,22,344,26,20,307,95,5,344
"15061758",54,44,117,33,34,316,69,48,117,27,19,5,80,36,84,84,26,94,36,36,324,38,40,308,96,7,318
"15061759",54,44,117,33,58,312,69,45,115,77,45,83,30,32,41,84,26,94,50,36,331,38,40,308,96,7,318
"15061760",28,16,359,61,43,319,66,48,118,43,33,10,80,28,67,84,26,94,37,26,344,54,39,308,96,7,318
"15061761",54,44,117,54,58,322,54,44,117,45,32,39,78,20,35,84,26,94,27,28,344,26,20,307,94,4,41
"15061762",28,16,359,26,52,310,50,38,115,30,16,3,79,36,83,84,18,90,37,36,345,26,20,307,96,7,318
"15061763",28,16,359,59,48,315,53,38,115,27,22,344,45,42,41,84,26,94,32,23,333,26,20,307,96,7,318
"15061764",54,44,117,31,33,324,66,48,118,75,35,83,30,37,41,84,26,94,37,36,316,26,20,307,96,7,318
"15061765",54,44,117,36,39,310,66,48,118,28,11,318,82,42,86,84,18,90,30,28,345,26,20,307,94,4,41
"15061766",54,44,117,33,58,312,66,48,118,76,47,85,40,35,33,84,18,90,30,22,344,26,20,307,95,7,318
"15061767",54,44,117,65,35,303,69,39,111,30,11,328,45,25,33,84,26,94,36,28,324,26,20,307,94,4,41
"15061768",54,44,117,43,58,322,66,48,118,43,33,10,79,36,83,92,6,71,27,28,344,36,49,301,96,7,318
"15061769",54,44,117,63,40,326,54,44,117,34,34,8,80,37,83,92,6,71,41,37,345,39,57,339,96,7,318
"15061771",28,16,359,43,58,322,69,39,112,28,11,318,79,36,83,84,18,90,27,22,344,38,40,308,94,4,41
"15061772",54,44,117,59,40,305,66,50,120,29,8,313,75,35,83,84,18,90,42,37,324,26,20,307,96,7,318
"15061773",28,16,359,67,41,314,54,44,117,30,29,7,76,35,83,84,18,90,30,28,345,26,20,307,96,7,318
"15061966",28,16,359,43,58,312,54,44,117,29,8,313,80,41,86,84,18,90,37,33,345,26,20,307,96,7,318
"15061776",54,44,117,52,45,305,54,44,117,76,47,85,50,29,33,92,6,71,31,33,344,33,26,314,96,7,318
"15061777",28,16,359,43,58,322,69,48,117,27,19,5,79,36,83,84,26,94,27,22,345,26,20,307,96,7,318
"15061778",28,6,23,43,58,322,54,44,117,28,11,318,80,41,86,80,35,96,30,28,345,43,58,322,96,7,318
"15061784",28,16,359,36,55,329,54,44,117,29,8,313,79,36,83,84,18,90,30,30,344,26,20,307,96,7,318
"15061785",54,44,117,66,36,309,53,38,115,75,35,83,50,29,41,92,6,71,42,36,318,43,58,322,96,7,318
"15062359",54,44,117,66,36,309,54,44,117,76,47,85,46,36,33,84,18,90,41,33,344,33,26,314,94,4,41
"15062370",54,44,117,43,58,312,54,44,117,29,8,313,75,35,83,84,26,94,27,22,344,26,20,307,94,4,41
"15061788",54,44,117,43,40,309,54,44,117,28,16,359,30,28,41,92,6,71,30,26,346,26,20,307,96,7,318
"15061967",28,16,359,53,43,320,54,44,117,27,19,5,80,41,86,92,6,71,30,28,345,26,20,307,96,7,318
"15061789",54,44,117,63,40,326,66,45,115,80,41,86,54,32,41,92,6,71,50,39,344,52,55,328,94,4,41
"15061790",54,44,117,57,46,323,66,48,118,75,35,83,35,29,41,92,6,71,50,38,346,36,55,329,94,4,41
"15061968",54,44,117,48,40,314,44,38,116,27,19,5,80,41,86,84,18,90,30,36,328,27,28,306,96,7,318
"15061795",28,16,359,43,58,322,50,38,115,30,11,328,80,42,85,82,35,93,27,22,344,33,26,314,96,7,318
"15061797",28,16,359,54,49,320,54,44,117,75,35,83,30,28,41,84,18,90,30,28,344,26,4,307,96,7,322
"15061798",54,44,117,52,45,305,53,38,112,34,28,21,76,36,83,92,6,71,33,37,324,65,35,303,96,7,318
"15061799",28,16,359,45,57,327,50,38,115,34,34,8,29,33,40,84,18,90,30,22,344,26,20,307,96,7,318
"15061800",54,44,117,49,42,312,54,44,117,80,42,96,27,22,41,92,6,71,42,34,346,33,26,314,94,4,41
"15062360",54,44,117,65,35,303,44,38,116,80,41,86,40,28,33,92,6,71,42,36,346,49,57,317,94,4,41
"15062361",54,44,117,43,58,322,58,45,118,30,29,7,80,42,96,84,26,94,27,28,329,33,26,314,95,7,318
"15061801",54,44,117,75,26,302,66,48,118,50,29,17,80,42,96,92,6,71,29,36,316,36,47,308,94,4,41
"15062371",54,44,117,43,58,322,54,38,111,75,35,83,43,33,40,92,6,71,42,33,344,36,39,321,96,7,318
"15061969",54,44,117,70,31,304,44,38,116,80,41,86,50,29,40,92,6,71,42,36,345,33,26,314,94,4,41
"15061808",54,44,117,57,46,323,66,48,118,81,32,84,50,29,41,88,10,96,42,28,344,36,47,347,94,4,41
"15061811",54,44,117,43,58,312,54,44,117,28,16,359,81,32,84,84,18,90,27,22,344,33,26,314,94,4,41
"15062362",54,44,117,41,42,316,54,44,117,76,47,85,43,37,41,84,18,90,31,28,342,43,40,309,94,4,41
"15061813",54,44,117,43,58,322,54,43,116,80,42,96,43,39,40,84,18,90,30,22,344,59,48,315,94,4,41
"15061814",28,16,359,43,58,322,54,44,117,30,29,7,80,42,96,92,6,71,30,30,346,49,57,317,94,4,41
"15061815",54,44,117,58,45,310,66,48,118,34,28,21,82,26,80,84,18,90,30,33,345,43,58,312,96,7,318
"15062372",54,44,117,65,35,303,54,44,117,28,16,359,75,35,83,84,26,94,29,33,324,27,28,306,96,7,318
"15061826",54,44,117,61,43,319,54,44,117,35,29,17,76,47,85,92,3,71,30,30,345,36,47,346,94,4,41
