"GSCORE","SNP","CHROM","POS","TRAIT","ANNOT"
"0.76","c2_51756","chr06","38722322","CPTuber.H","Pyruvate kinase, barrel domain"
"0.76","c1_8508","chr08","2788725","CPTuber.H",NA
"0.76","c1_6252","chr08","30144839","CPTuber.H","Importin-alpha, importin-beta-binding domain superfamily"
"0.76","c1_5499","chr08","57256199","CPTuber.H","BLOC-1-related complex sub-unit 6"
"0.76","c2_39100","chr09","936223","CPTuber.H","Thioredoxin-like superfamily"
"0.76","c1_6964","chr11","42214253","CPTuber.H","Phosphoribosyltransferase domain"
"0.76","c2_39912","chr11","44683816","CPTuber.H","MATH/TRAF domain"
"0.76","c2_24589","chr12","59501733","CPTuber.H","Ribosomal protein L13"
"0.76","c2_21099","chr01","2619027","CPTuber.H","Sucrose-6-phosphate phosphohydrolase C-terminal"
"0.76","c2_7053","chr01","80819466","CPTuber.H","Leucine-rich repeat domain superfamily"
"0.76","c1_12354","chr02","26170097","CPTuber.H","K+ potassium transporter"
"0.76","c2_42059","chr02","26373485","CPTuber.H","Development and cell death domain"
"0.76","c1_15726","chr06","572433","CPTuber.H","Immunoglobulin-like fold"
"0.76","c2_30501","chr06","590593","CPTuber.H","Pentacotripeptide-repeat region of PRORP"
"0.76","c2_9360","chr07","42036896","CPTuber.H","Beta-ketoacyl synthase, C-terminal domain"
"0.76","c1_4206","chr09","6762533","CPTuber.H","Transmembrane protein GPR107/GPR108-like"
"0.76","c1_12981","chr10","57805510","CPTuber.H","Tubulin, C-terminal"
"0.76","c2_7919","chr12","4027304","CPTuber.H","Ascorbate oxidase homologue, first cupredoxin domain"
"0.76","c2_48483","chr12","6430215","CPTuber.H","Protein GIGANTEA signature"
"0.76","c1_8914","chr12","26345889","CPTuber.H","Peptidyl-prolyl cis-trans isomerase, PpiC-type"
"0.76","c2_45395","chr01","34971396","CPTuber.H",NA
"0.76","c1_641","chr01","77345109","CPTuber.H","Mitochondrial carrier domain superfamily"
"0.76","c1_3275","chr01","82249656","CPTuber.H","Leucine-rich repeat domain superfamily"
"0.76","c2_7529","chr02","38881532","CPTuber.H","Very-long-chain 3-ketoacyl-CoA synthase"
"0.76","c2_7557","chr02","39082764","CPTuber.H","RmlC-like jelly roll fold"
"0.76","c2_26826","chr04","10928908","CPTuber.H",NA
"0.76","c2_18225","chr04","15976693","CPTuber.H","Glycosyl transferase, family 20"
"0.76","c2_54229","chr04","50223483","CPTuber.H","Pyridoxal phosphate-dependent transferase domain 1"
"0.76","c1_13172","chr04","64170903","CPTuber.H","Zinc finger, LIM-type"
"0.76","c1_8679","chr06","56503079","CPTuber.H","C1.5.3: 5'-Nucleotidase Like"
"0.76","c2_9292","chr06","57565522","CPTuber.H",NA
"0.76","c2_7735","chr07","36628966","CPTuber.H",NA
"0.76","c2_46322","chr07","49562628","CPTuber.H","Protein of unknown function wound-induced"
"0.76","c1_8293","chr08","56324969","CPTuber.H","Glucose-methanol-choline oxidoreductase"
"0.76","c2_13632","chr11","38342266","CPTuber.H","Zinc finger, RING/FYVE/PHD-type"
"0.76","c1_8084","chr12","43842893","CPTuber.H",NA
"0.76","c1_8002","chr12","58148098","CPTuber.H","14-3-3 protein"
"0.76","c1_5477","chr01","24491738","CPTuber.H","Zinc finger, RING/FYVE/PHD-type"
"0.76","c1_758","chr01","78216346","CPTuber.H","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"0.76","c2_50412","chr02","33645075","CPTuber.H",NA
"0.76","c2_48290","chr04","59186690","CPTuber.H","Protein of unknown function (DUF1475)"
"0.76","c2_56464","chr05","12930173","CPTuber.H","Urease, alpha subunit"
"0.76","c2_25250","chr07","48897684","CPTuber.H","Leucine-rich repeat domain superfamily"
"0.76","c2_29015","chr08","718000","CPTuber.H","Hydroxymethylglutaryl-coenzyme A synthase C-terminal domain"
"0.76","c2_56074","chr09","53754539","CPTuber.H","GDSL/SGNH-like Acyl-Esterase family found in Pmr5 and Cas1p"
"0.76","c2_16350","chr02","13859882","CPTuber.H","Ethylene responsive element binding protein signature"
"0.76","c2_37993","chr03","39289698","CPTuber.H","Invertase/pectin methylesterase inhibitor domain superfamily"
"0.76","c2_26812","chr04","10871366","CPTuber.H","Carboxypeptidase C serine protease (S10) family signature"
"0.76","c2_1506","chr04","50735579","CPTuber.H","Mitochondrial inner membrane protein Mitofilin"
"0.76","c1_4109","chr04","66784026","CPTuber.H","Very-long-chain 3-ketoacyl-CoA synthase"
"0.76","c2_5850","chr06","50928138","CPTuber.H","Transcription factor, GTP-binding domain"
"0.76","c2_43607","chr07","4321918","CPTuber.H",NA
"0.76","c2_8167","chr08","28675699","CPTuber.H","DnaJ domain"
"0.76","c2_49018","chr10","58774976","CPTuber.H","Dihydroneopterin aldolase/epimerase domain"
"0.76","c1_12160","chr11","16755695","CPTuber.H","AIG1-type guanine nucleotide-binding (G) domain"
"0.76","c2_21227","chr01","2961731","CPTuber.H","SKP1/BTB/POZ domain superfamily"
"0.76","c2_57284","chr01","55811663","CPTuber.H","Fungal lipase-like domain"
"0.76","c2_52813","chr03","1740955","CPTuber.H","GDSL lipase/esterase-like, plant"
"0.76","c1_15829","chr03","29324422","CPTuber.H",NA
"0.76","c2_47244","chr04","29676348","CPTuber.H","Clathrin coat assembly protein signature"
"0.76","c2_55571","chr05","52467950","CPTuber.H","Zinc finger, RING/FYVE/PHD-type"
"0.76","c2_45971","chr06","2453707","CPTuber.H","RmlC-like jelly roll fold"
"0.76","c2_34091","chr08","34702788","CPTuber.H","Alpha/beta hydrolase fold-3"
"0.76","c1_4238","chr09","6298758","CPTuber.H","DRG Family Regulatory Proteins, Tma46"
"0.76","c1_10069","chr11","3011567","CPTuber.H","Isochorismatase family"
"0.76","c2_38367","chr12","13592013","CPTuber.H",NA
"0.76","c2_24432","chr12","59151934","CPTuber.H","Sec1-like protein"
"0.76","c2_6683","chr01","1905861","CPTuber.H","1,3-beta-glucan synthase component"
"0.76","c2_24677","chr01","43489836","CPTuber.H","CTP synthase GATase domain"
"0.76","c2_2591","chr01","60615725","CPTuber.H","Zinc finger C-x8-C-x5-C-x3-H type (and similar)"
"0.76","c2_2582","chr01","60698731","CPTuber.H","SANT/Myb domain"
"0.76","c2_35503","chr01","62057877","CPTuber.H","Leucine-rich repeat domain superfamily"
"0.76","c1_1847","chr01","81109199","CPTuber.H","NLI interacting factor-like phosphatase"
"0.76","c2_4366","chr02","3762497","CPTuber.H","Protein of unknown function UPF0301"
"0.76","c2_52011","chr02","31614917","CPTuber.H",NA
"0.76","c2_42306","chr03","40417022","CPTuber.H","Myc-type, basic helix-loop-helix (bHLH) domain"
"0.76","c2_52203","chr04","64723876","CPTuber.H","F-box domain"
"0.76","c2_52196","chr04","64767595","CPTuber.H","SANT/Myb domain"
"0.76","c2_47301","chr05","6523999","CPTuber.H","Thioredoxin-like superfamily"
"0.76","c2_11303","chr06","31337711","CPTuber.H","Polyketide cyclase / dehydrase and lipid transport"
"0.76","c2_9247","chr06","57626089","CPTuber.H","Frigida-like protein"
"0.76","c2_19899","chr07","50462789","CPTuber.H","O-acyltransferase WSD1, C-terminal"
"0.76","c1_13683","chr10","37213935","CPTuber.H","Virus X resistance protein-like, coiled-coil domain"
"0.76","c1_13268","chr10","60644275","CPTuber.H","Cyclin-like"
"0.76","c2_4844","chr01","83502809","CPTuber.H","NADP-dependent oxidoreductase domain"
"0.76","c2_14730","chr01","86670767","CPTuber.H","Papain-like cysteine endopeptidase"
"0.76","c2_2943","chr02","16431692","CPTuber.H","U3 small nucleolar RNA-associated protein 6"
"0.76","c1_7935","chr02","38477628","CPTuber.H","snRNP70, RNA recognition motif"
"0.76","c2_36466","chr03","37746504","CPTuber.H","AP2/ERF domain"
"0.76","c2_16744","chr04","47842450","CPTuber.H","CBS domain"
"0.76","c2_22336","chr06","53817393","CPTuber.H","B-box-type zinc finger"
"0.76","c2_9137","chr06","58185625","CPTuber.H","DUF3741-associated sequence motif"
"0.76","c2_38827","chr07","707373","CPTuber.H","Aldehyde dehydrogenase, C-terminal"
"0.76","c1_11948","chr07","6149061","CPTuber.H","RNase_H_like_Prp8_IV"
"0.76","c2_30008","chr09","62566362","CPTuber.H","Electron transfer flavoprotein, beta subunit, N-terminal"
"0.76","c1_11535","chr10","50580495","CPTuber.H","Macrophage Migration Inhibitory Factor"
"0.76","c1_12078","chr11","35462339","CPTuber.H",NA
"0.76","c2_2384","chr01","79285448","CPTuber.H","Rtr1/RPAP2 domain"
"0.76","c2_52626","chr02","23853368","CPTuber.H","GDSL/SGNH-like Acyl-Esterase family found in Pmr5 and Cas1p"
"0.76","c2_5732","chr03","9262767","CPTuber.H","Calcium uniporter protein, C-terminal"
"0.76","c2_1567","chr03","49370589","CPTuber.H","Alkaline-phosphatase-like, core domain superfamily"
"0.76","c2_10819","chr04","68260133","CPTuber.H","Alpha-amylase, plant"
"0.76","c2_46002","chr06","2603768","CPTuber.H","Glycosyltransferase family 28, N-terminal domain"
"0.76","c1_9785","chr08","1711559","CPTuber.H","Proton-dependent oligopeptide transporter family"
"0.76","c2_19431","chr08","20341809","CPTuber.H","Calcium permeable stress-gated cation channel 1, N-terminal transmembrane domain"
"0.76","c2_57300","chr08","46393591","CPTuber.H","Glycosyl transferase, family 43"
"0.76","c2_32739","chr10","6017930","CPTuber.H",NA
"0.76","c1_2673","chr10","42993296","CPTuber.H","Basic-leucine zipper domain"
"0.76","c1_15178","chr02","31552069","CPTuber.H","DnaJ domain"
"0.76","c1_4444","chr03","42574094","CPTuber.H","Sec-independent protein translocase protein TatA/B/E"
"0.76","c1_9084","chr04","3784818","CPTuber.H",NA
"0.76","c2_48310","chr04","59112084","CPTuber.H","Mitochondrial ATP synthase subunit"
"0.76","c1_9614","chr04","64478526","CPTuber.H","Cucumisin-like catalytic domain"
"0.76","c2_50312","chr05","4927573","CPTuber.H","RNA-dependent RNA polymerase, eukaryotic-type"
"0.76","c1_13422","chr06","37133233","CPTuber.H","DEAD/DEAH box helicase domain"
"0.76","c2_13908","chr07","40302203","CPTuber.H","Tetratricopeptide repeat"
"0.76","c2_17315","chr08","10011896","CPTuber.H",NA
"0.76","c1_7770","chr12","53036511","CPTuber.H",NA
"0.76","c2_43926","chr01","62520140","CPTuber.H","Pyruvate, phosphate dikinase"
"0.76","c1_737","chr01","78091467","CPTuber.H","Rubber elongation factor protein (REF)"
"0.76","c2_41887","chr02","14798187","CPTuber.H","K+ potassium transporter"
"0.76","c1_13506","chr03","42895622","CPTuber.H","Fatty acid hydroxylase superfamily"
"0.76","c2_8460","chr05","53689375","CPTuber.H","Chloroplast protein import component Tic20"
"0.76","c2_37774","chr06","43770084","CPTuber.H","Armadillo-type fold"
"0.76","c2_36068","chr07","1358935","CPTuber.H","Carboxypeptidase C serine protease (S10) family signature"
"0.76","c1_836","chr08","40800336","CPTuber.H","Zinc finger C-x8-C-x5-C-x3-H type (and similar)"
"0.76","c2_29945","chr09","62330889","CPTuber.H","PPC domain"
"0.76","c2_35621","chr09","66676571","CPTuber.H","NADP-dependent oxidoreductase domain"
"0.76","c1_2212","chr11","4380484","CPTuber.H","Sec8 exocyst complex component specific domain"
"0.76","c2_53918","chr12","51385463","CPTuber.H",NA
"0.76","c2_36658","chr01","527068","CPTuber.H","Serine-threonine/tyrosine-protein kinase, catalytic domain"
"0.76","c1_11544","chr02","26621058","CPTuber.H","Zinc finger C2H2 type domain signature."
"0.76","c1_7469","chr02","28848858","CPTuber.H","PDCD5-like superfamily"
"0.76","c1_15204","chr03","9003665","CPTuber.H","Exostosin, GT47 domain"
"0.76","c2_1724","chr03","50270735","CPTuber.H","Leucine-rich repeat domain superfamily"
"0.76","c2_17667","chr03","52146982","CPTuber.H","SANT/Myb domain"
"0.76","c2_43734","chr04","61509674","CPTuber.H","Alcohol dehydrogenase GroES-like domain"
"0.76","c2_38737","chr05","14339158","CPTuber.H","F-box domain"
"0.76","c2_38643","chr07","45789301","CPTuber.H","Signal transduction histidine kinase, dimerisation/phosphoacceptor domain"
"0.76","c1_11719","chr08","38923905","CPTuber.H",NA
"0.76","c2_36780","chr08","53661420","CPTuber.H","Pentacotripeptide-repeat region of PRORP"
"0.76","c1_10590","chr09","66491465","CPTuber.H","O-GlcNAc transferase, C-terminal"
"0.76","c1_8575","chr09","67504152","CPTuber.H","Serine-threonine/tyrosine-protein kinase, catalytic domain"
"0.76","c2_826","chr10","1143350","CPTuber.H","PLP-binding barrel"
"0.76","c2_37","chr10","30756014","CPTuber.H","Castor and Pollux, part of voltage-gated ion channel"
"0.76","c2_45240","chr10","59065956","CPTuber.H","FAD/NAD(P)-binding domain superfamily"
"0.76","c1_4376","chr11","38024478","CPTuber.H",NA
"0.76","c2_39374","chr12","7044193","CPTuber.H","Exostosin, GT47 domain"
"0.76","c1_3255","chr01","82294216","CPTuber.H","3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ [fabZ]."
"0.76","c2_14779","chr01","87011135","CPTuber.H","Basic-leucine zipper domain"
"0.76","c2_27372","chr02","41690807","CPTuber.H","Trp-Asp (WD) repeats circular profile."
"0.76","c2_14258","chr03","51887489","CPTuber.H","Homeobox domain"
"0.76","c2_616","chr03","57347141","CPTuber.H","Ribosomal protein S7e"
"0.76","c2_31719","chr04","5010900","CPTuber.H","Pyruvate kinase"
"0.76","c2_11318","chr06","31356274","CPTuber.H","Helicase conserved C-terminal domain"
"0.76","c1_1536","chr07","41592516","CPTuber.H","zinc-finger of the FCS-type, C2-C2"
"0.76","c2_27485","chr08","2824571","CPTuber.H","FAD dependent oxidoreductase"
"0.76","c2_10877","chr09","1311667","CPTuber.H","Glucose/ribitol dehydrogenase family signature"
"0.76","c2_12758","chr09","52441289","CPTuber.H","Ribokinase/fructokinase"
"0.76","c1_15717","chr09","59984009","CPTuber.H",NA
"0.76","c2_27715","chr09","67278050","CPTuber.H","WD domain, G-beta repeat"
"0.76","c2_27831","chr10","51744233","CPTuber.H",NA
"0.76","c2_32981","chr11","10491640","CPTuber.H","Leucine-rich repeat domain superfamily"
"0.76","c1_4824","chr11","39794840","CPTuber.H","GTP-binding protein EngA"
"0.76","c2_29304","chr12","26283925","CPTuber.H","ABC transporter type 1, transmembrane domain"
"0.76","c1_12895","chr12","56283692","CPTuber.H","GroES chaperonin family"
"0.76","c2_29450","chr03","5231620","CPTuber.H","Chlorophyll A-B binding protein"
"0.76","c1_13859","chr04","2703504","CPTuber.H","Thioredoxin-like superfamily"
"0.76","c1_6126","chr04","33614896","CPTuber.H","NLI interacting factor-like phosphatase"
"0.76","c1_12564","chr04","61951232","CPTuber.H","Leucine-rich repeat domain superfamily"
"0.76","c2_26713","chr04","63324054","CPTuber.H","D-xylulose kinase"
"0.76","c2_11758","chr05","2050740","CPTuber.H","Leucine-rich repeat domain superfamily"
"0.76","c2_10311","chr05","50932055","CPTuber.H","Polyketide cyclase / dehydrase and lipid transport"
"0.76","c2_33228","chr06","22662474","CPTuber.H",NA
"0.76","c2_2748","chr08","40909385","CPTuber.H","Iron hydrogenase, small subunit"
"0.76","c1_5566","chr08","57553746","CPTuber.H","Protein of unknown function, DUF604"
"0.76","c1_5580","chr08","57577049","CPTuber.H",NA
"0.76","c2_1908","chr09","19217398","CPTuber.H",NA
"0.76","c2_20640","chr09","63399934","CPTuber.H","Ammonium transporter AmtB like domains"
"0.76","c1_9056","chr10","57030284","CPTuber.H",NA
"0.76","c2_29435","chr11","34975213","CPTuber.H","FAD linked oxidases, C-terminal domain"
"0.76","c2_32498","chr12","5789100","CPTuber.H","Protein kinase domain"
"0.76","c2_20530","chr01","68710560","CPTuber.H","Armadillo-type fold"
"0.76","c1_6518","chr01","68869053","CPTuber.H","EF-hand calcium-binding domain profile."
"0.76","c2_803","chr02","13132521","CPTuber.H","BadF/BadG/BcrA/BcrD ATPase family"
"0.76","c2_30157","chr02","18752885","CPTuber.H","Glycoside hydrolase, family 19"
"0.76","c2_30171","chr02","18823083","CPTuber.H","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"0.76","c2_47760","chr02","19213889","CPTuber.H","Small GTPase"
"0.76","c2_44640","chr04","64031947","CPTuber.H","Uncharacterised conserved protein UCP031279"
"0.76","c2_45522","chr05","7459761","CPTuber.H","DEAD/DEAH box helicase domain"
"0.76","c2_12403","chr06","25122916","CPTuber.H","Actin family"
"0.76","c2_25261","chr07","48929480","CPTuber.H","GH3 auxin-responsive promoter"
"0.76","c1_9776","chr08","1577725","CPTuber.H","Zinc finger, GATA-type"
"0.76","c2_51215","chr10","53493125","CPTuber.H","Protein of unknown function DUF597"
"0.76","c2_33683","chr11","3211661","CPTuber.H","Pyrophosphate-dependent phosphofructokinase TP0108-type"
"0.76","c2_22531","chr01","42363474","CPTuber.H","Chromosome condensation regulator RCC1 signature"
"0.76","c2_35537","chr01","62160429","CPTuber.H","ABC transporter type 1, transmembrane domain"
"0.76","c2_58326","chr04","11285899","CPTuber.H","Virus X resistance protein-like, coiled-coil domain"
"0.76","c1_6040","chr04","49919455","CPTuber.H","Protein of unknown function (DUF630)"
"0.76","c1_8319","chr04","63354077","CPTuber.H","Amino acid transporter, transmembrane domain"
"0.76","c2_44373","chr05","48379657","CPTuber.H","TRAF-like"
"0.76","c2_56659","chr07","6573599","CPTuber.H","26S proteasome regulatory subunit Rpn7/COP9 signalosome complex subunit 1"
"0.76","c1_10000","chr07","46730298","CPTuber.H","Thioredoxin-like superfamily"
"0.76","c2_19787","chr07","50192742","CPTuber.H","Tetraspanin/Peripherin"
"0.76","c2_28217","chr07","52559022","CPTuber.H","Protein kinase domain"
"0.76","c2_28555","chr08","50871211","CPTuber.H","Zinc finger, RING/FYVE/PHD-type"
"0.76","c2_56418","chr09","66379267","CPTuber.H","Glycine rich protein family"
"0.76","c1_11806","chr10","5833602","CPTuber.H","Translation initiation factor 1A (eIF-1A)"
"0.76","c2_14733","chr01","86756139","CPTuber.H","Kinesin motor domain superfamily"
"0.76","c2_68","chr03","57124156","CPTuber.H","WD domain, G-beta repeat"
"0.76","c2_29851","chr04","4229716","CPTuber.H",NA
"0.76","c2_1508","chr04","50715590","CPTuber.H","Armadillo/beta-catenin-like repeat"
"0.76","c1_10679","chr04","67738897","CPTuber.H","Alkaline and neutral invertase"
"0.76","c2_45517","chr05","7585571","CPTuber.H","Xanthine/uracil/vitamin C permease"
"0.76","c2_49124","chr05","50810460","CPTuber.H","NSF attachment protein"
"0.76","c2_10341","chr05","51618512","CPTuber.H","Proteasome component (PCI) domain"
"0.76","c1_9601","chr06","18783543","CPTuber.H","Aspartic peptidase domain superfamily"
"0.76","c2_52763","chr06","44032199","CPTuber.H","Proton-dependent oligopeptide transporter family"
"0.76","c1_14370","chr09","830777","CPTuber.H","SnoaL-like domain"
"0.76","c2_54139","chr10","3526885","CPTuber.H","Protein kinase domain"
"0.76","c2_47","chr10","31640640","CPTuber.H","PAS domain"
"0.76","c1_7656","chr11","6957513","CPTuber.H","Exocyst complex component Exo70"
"0.76","c2_32954","chr11","10896332","CPTuber.H","SPFH_prohibitin"
"0.76","c1_16141","chr11","15925238","CPTuber.H","GDSL lipase/esterase-like, plant"
"0.76","c2_32262","chr02","7399720","CPTuber.H","DNA glycosylase"
"0.76","c2_17494","chr02","19965342","CPTuber.H","Alpha/beta hydrolase fold-1"
"0.76","c2_46904","chr02","28454791","CPTuber.H","NAD(P)-binding domain"
"0.76","c2_57012","chr03","36708683","CPTuber.H","RNA-binding signal recognition particle 68"
"0.76","c2_42299","chr03","40567790","CPTuber.H","Oxoglutarate/iron-dependent dioxygenase"
"0.76","c2_44601","chr04","11366500","CPTuber.H","Insulinase (Peptidase family M16)"
"0.76","c1_10941","chr04","31751728","CPTuber.H","Leucine-rich repeat domain superfamily"
"0.76","c2_43097","chr06","38190309","CPTuber.H","Transcription factor GRAS"
"0.76","c2_25265","chr07","48949180","CPTuber.H","EF-Hand 1, calcium-binding site"
"0.76","c2_1296","chr10","99180","CPTuber.H","Winged helix-like DNA-binding domain superfamily"
"0.76","c2_44266","chr10","3670978","CPTuber.H","Protein of unknown function (DUF789)"
"0.76","c1_3060","chr10","34780147","CPTuber.H","Zinc finger C-x8-C-x5-C-x3-H type (and similar)"
"0.76","c1_9204","chr11","44131300","CPTuber.H","50S ribosomal protein L27 [rpmA]."
"0.76","c2_53205","chr12","37710551","CPTuber.H","HNH nuclease"
"0.76","c1_14211","chr01","5790643","CPTuber.H","Proteasome component (PCI) domain"
"0.76","c2_49732","chr01","13740835","CPTuber.H","Winged helix-like DNA-binding domain superfamily"
"0.76","c2_41438","chr01","13939182","CPTuber.H","emp24/gp25L/p24 family/GOLD"
"0.76","c1_14423","chr02","31826370","CPTuber.H","Trypsin-like serine proteases"
"0.76","c1_5837","chr02","34843582","CPTuber.H","Pyrophosphate--fructose 6-phosphate 1-phosphotransferase [pfp]."
"0.76","c1_5766","chr03","48581454","CPTuber.H","Tic22-like family"
"0.76","c1_1107","chr05","54895952","CPTuber.H","Calreticulin/calnexin, P domain superfamily"
"0.76","c2_30509","chr06","742875","CPTuber.H","Glycoside hydrolase, family 28"
"0.76","c2_17304","chr08","9932575","CPTuber.H","Transcriptional repressor TCF25"
"0.76","c2_41446","chr08","39460937","CPTuber.H",NA
"0.76","c1_14394","chr09","755721","CPTuber.H","Fructose-1,6-bisphosphatase class 1"
"0.76","c2_51250","chr09","42427614","CPTuber.H","Multicopper oxidase, type 1"
"0.76","c2_34","chr10","30413462","CPTuber.H",NA
"0.76","c2_51460","chr01","449027","CPTuber.H","AAA+ ATPase domain"
"0.76","c1_13910","chr02","28522785","CPTuber.H","Bacterial Ig-like domain (group 2)"
"0.76","c1_16382","chr03","33545003","CPTuber.H","Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A"
"0.76","c2_23596","chr04","1350386","CPTuber.H","ABC transporter-like"
"0.76","c2_49282","chr05","15861317","CPTuber.H",NA
"0.76","c1_16071","chr05","47894744","CPTuber.H","Ubiquitin-conjugating enzyme E2"
"0.76","c1_11777","chr09","57603036","CPTuber.H","MYB-CC type transcription factor, LHEQLE-containing domain"
"0.76","c2_63","chr10","29368830","CPTuber.H","Zinc finger, RING/FYVE/PHD-type"
"0.76","c2_25469","chr10","49660614","CPTuber.H","Transmembrane protein GPR107/GPR108-like"
"0.76","c2_10060","chr12","30060060","CPTuber.H","DNA/RNA-binding domain, Est1-type"
"0.76","c1_805","chr01","60208012","CPTuber.H","F-box-like domain superfamily"
"0.76","c2_45323","chr02","25901177","CPTuber.H","Lectin C-type domain"
"0.76","c2_26675","chr04","63064416","CPTuber.H","Tetrapyrrole biosynthesis, glutamyl-tRNA reductase"
"0.76","c1_7632","chr05","177201","CPTuber.H","Putative O-fucosyltransferase, plant"
"0.76","c2_36400","chr06","1519534","CPTuber.H","Six-bladed beta-propeller, TolB-like"
"0.76","c2_32952","chr06","32464181","CPTuber.H",NA
"0.76","c2_46479","chr06","47542095","CPTuber.H","Leucine-rich repeat domain superfamily"
"0.76","c2_4475","chr07","41467379","CPTuber.H","Pectin lyase fold/virulence factor"
"0.76","c2_28171","chr07","52491515","CPTuber.H","Endomembrane protein 70"
"0.76","c2_55129","chr09","10070600","CPTuber.H","Tetratricopeptide repeat"
"0.76","c2_20667","chr09","63387237","CPTuber.H","Proteasome component (PCI) domain"
"0.76","c2_3079","chr09","64380864","CPTuber.H","Pollen allergen Amb family signature"
"0.76","c2_21020","chr11","6231460","CPTuber.H","GDSL/SGNH-like Acyl-Esterase family found in Pmr5 and Cas1p"
"0.76","c2_6466","chr12","4768702","CPTuber.H","UDP-glucoronosyl and UDP-glucosyl transferase"
"0.76","c1_10050","chr12","14882259","CPTuber.H","Protein kinase domain"
"0.76","c2_27387","chr12","49392245","CPTuber.H","High mobility group box domain superfamily"
"0.76","c2_49938","chr01","4990945","CPTuber.H","NAD dependent epimerase/dehydratase family"
"0.76","c1_12938","chr01","12770177","CPTuber.H","Serine-threonine/tyrosine-protein kinase, catalytic domain"
"0.76","c2_13676","chr01","66539847","CPTuber.H","Cucumisin-like catalytic domain"
"0.76","c1_10358","chr01","85238322","CPTuber.H","Sulfotransferase domain"
"0.76","c2_21745","chr02","24630723","CPTuber.H","ZF-HD homeobox protein, Cys/His-rich dimerisation domain"
"0.76","c1_10743","chr03","31590867","CPTuber.H","Globin/Protoglobin"
"0.76","c2_43535","chr05","9439555","CPTuber.H","F-box associated domain, type 1"
"0.76","c2_50840","chr05","49254536","CPTuber.H","Pepsin-like domain, plant"
"0.76","c1_482","chr07","38869089","CPTuber.H","Harbinger transposase-derived nuclease domain"
"0.76","c2_31991","chr09","9610081","CPTuber.H","HIT-like superfamily"
"0.76","c2_26517","chr09","47125691","CPTuber.H","Small GTPase"
"0.76","c1_6476","chr09","50787054","CPTuber.H","LIS1 homology motif"
"0.76","c1_6571","chr09","62937303","CPTuber.H","Protein kinase domain"
"0.76","c2_13758","chr01","69245287","CPTuber.H","Protohaem IX farnesyltransferase"
"0.76","c1_636","chr01","77339179","CPTuber.H","Yip1 domain"
"0.76","c1_590","chr01","78822269","CPTuber.H","Basic-leucine zipper domain"
"0.76","c1_8437","chr02","41345068","CPTuber.H","Fungal lipase-like domain"
"0.76","c1_13052","chr03","4413312","CPTuber.H","Leucine-rich repeat domain superfamily"
"0.76","c2_41163","chr03","32022102","CPTuber.H","Protein of unknown function, DUF538"
"0.76","c1_12751","chr03","34497913","CPTuber.H","Major intrinsic protein"
"0.76","c1_7112","chr03","53165918","CPTuber.H","Enolase"
"0.76","c1_26","chr03","57131509","CPTuber.H","Phosphatidylethanolamine-binding protein, eukaryotic"
"0.76","c2_26842","chr04","11028629","CPTuber.H","Phosphatidylinositol-4-phosphate 5-kinase, N-terminal"
"0.76","c2_55090","chr04","46696059","CPTuber.H","Myb-like domain profile."
"0.76","c1_3495","chr04","68781932","CPTuber.H","Sugar transporter signature"
"0.76","c1_16656","chr06","7913693","CPTuber.H","WD domain, G-beta repeat"
"0.76","c2_18787","chr06","17169427","CPTuber.H","ALDH_F18-19_ProA-GPR"
"0.76","c2_45436","chr07","47265646","CPTuber.H",NA
"0.76","c2_51513","chr07","54569137","CPTuber.H","Methyltransferase type 11"
"0.76","c1_8838","chr08","795114","CPTuber.H",NA
"0.76","c1_9779","chr08","1609975","CPTuber.H","EF-hand domain"
"0.76","c2_48358","chr08","10687612","CPTuber.H","Protein of unknown function, DUF538"
"0.76","c2_55227","chr08","40337768","CPTuber.H","Asparaginyl endopeptidase"
"0.76","c1_14674","chr09","10232632","CPTuber.H","Ubiquitin-activating enzyme E1 signature"
"0.76","c2_12760","chr09","52520131","CPTuber.H","WD domain, G-beta repeat"
"0.76","c1_16496","chr11","5194686","CPTuber.H","Pyruvate kinase family signature"
"0.76","c1_9250","chr06","960380","CPTuber.H",NA
"0.76","c2_9203","chr06","57905503","CPTuber.H","Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A"
"0.76","c2_33381","chr08","43849734","CPTuber.H","Chlorophyll A-B binding protein"
"0.76","c2_46427","chr09","8270147","CPTuber.H","Thioesterase superfamily"
"0.76","c2_18265","chr10","27513041","CPTuber.H","Vacuolar protein sorting-associated protein 62"
"0.76","c2_53931","chr12","51423425","CPTuber.H","UDP-glucoronosyl and UDP-glucosyl transferase"
"0.76","c2_52484","chr01","69319102","CPTuber.H","eIF3B, RNA recognition motif"
"0.76","c1_10354","chr01","85311988","CPTuber.H","Nitrite/sulphite reductase iron-sulphur/sirohaem-binding site"
"0.76","c2_4505","chr02","8159193","CPTuber.H","Cytochrome P450 superfamily"
"0.76","c2_55863","chr02","19145622","CPTuber.H","Basic-leucine zipper domain"
"0.76","c1_2574","chr02","39759680","CPTuber.H","Histone Acetyltransferase; Chain A"
