"GSCORE","SNP","TRAIT","SIGNIFICANCE","REF","SNP_POS","SEQID","GOTERMS","SOURCEANNOT","ANNOT"
0.95,"c1_11237","CPBrote.L",TRUE,"chr11",13277951,"Soltu.DM.05G011470.1","GO:0005524, GO:0004386, GO:0003676","SUPERFAMILY","P-loop containing nucleoside triphosphate hydrolases"
0.935,"c2_47202","CPulpa.L",TRUE,"chr02",44641059,"Soltu.DM.04G019490.1",NA,"Pfam","Helicase conserved C-terminal domain"
0.935,"c2_47202","CPulpa.L",TRUE,"chr02",44641059,"Soltu.DM.04G019490.1",NA,"ProSiteProfiles","Superfamilies 1 and 2 helicase C-terminal domain profile."
0.935,"c2_47202","CPulpa.L",TRUE,"chr02",44641059,"Soltu.DM.04G019490.1",NA,"SMART","Helicase, C-terminal"
0.935,"c2_47202","CPulpa.L",TRUE,"chr02",44641059,"Soltu.DM.04G019490.1",NA,"SUPERFAMILY","P-loop containing nucleoside triphosphate hydrolases"
0.935,"c2_47202","CPulpa.L",TRUE,"chr02",44641059,"Soltu.DM.02G033050.1","GO:0050660, GO:0055114, GO:0016491","Pfam","Pyridine nucleotide-disulphide oxidoreductase"
0.935,"c2_47202","CPulpa.L",TRUE,"chr02",44641059,"Soltu.DM.02G033050.1","GO:0050660, GO:0055114, GO:0016491","SUPERFAMILY","FAD/NAD(P)-binding domain superfamily"
0.935,"c2_47202","CPulpa.L",TRUE,"chr02",44641059,"Soltu.DM.02G033050.1","GO:0050660, GO:0055114, GO:0016491","SUPERFAMILY","FAD/NAD-linked reductases, dimerisation (C-terminal) domain"
0.935,"c2_47202","CPulpa.L",TRUE,"chr02",44641059,"Soltu.DM.11G024520.1","GO:0004672, GO:0006468, GO:0005524","Pfam","Protein kinase domain"
0.935,"c2_47202","CPulpa.L",TRUE,"chr02",44641059,"Soltu.DM.11G024520.1","GO:0004672, GO:0006468, GO:0005524","ProSitePatterns","Protein kinases ATP-binding region signature."
0.935,"c2_47202","CPulpa.L",TRUE,"chr02",44641059,"Soltu.DM.11G024520.1","GO:0004672, GO:0006468, GO:0005524","ProSitePatterns","Serine/Threonine protein kinases active-site signature."
0.935,"c2_47202","CPulpa.L",TRUE,"chr02",44641059,"Soltu.DM.11G024520.1","GO:0004672, GO:0006468, GO:0005524","ProSiteProfiles","Protein kinase domain profile."
0.935,"c2_47202","CPulpa.L",TRUE,"chr02",44641059,"Soltu.DM.11G024520.1","GO:0004672, GO:0006468, GO:0005524","SMART","Protein kinase domain"
0.935,"c2_47202","CPulpa.L",TRUE,"chr02",44641059,"Soltu.DM.11G024520.1","GO:0004672, GO:0006468, GO:0005524","SUPERFAMILY","Protein kinase-like domain superfamily"
0.93,"c2_32702","CPFlor.H",TRUE,"chr08",1899939,"Soltu.DM.09G002450.1",NA,"PRINTS","Glucose/ribitol dehydrogenase family signature"
0.93,"c2_32702","CPFlor.H",TRUE,"chr08",1899939,"Soltu.DM.09G002450.1",NA,"PRINTS","Short-chain dehydrogenase/reductase (SDR) superfamily signature"
0.93,"c2_32702","CPFlor.H",TRUE,"chr08",1899939,"Soltu.DM.09G002450.1",NA,"Pfam","Short-chain dehydrogenase/reductase SDR"
0.93,"c2_32702","CPFlor.H",TRUE,"chr08",1899939,"Soltu.DM.09G002450.1",NA,"SUPERFAMILY","NAD(P)-binding Rossmann-fold domains"
0.93,"c2_32702","CPFlor.H",TRUE,"chr08",1899939,"Soltu.DM.09G002450.2",NA,"PRINTS","Glucose/ribitol dehydrogenase family signature"
0.93,"c2_32702","CPFlor.H",TRUE,"chr08",1899939,"Soltu.DM.09G002450.2",NA,"Pfam","Short-chain dehydrogenase/reductase SDR"
0.93,"c2_32702","CPFlor.H",TRUE,"chr08",1899939,"Soltu.DM.09G002450.2",NA,"SUPERFAMILY","NAD(P)-binding Rossmann-fold domains"
0.93,"c2_32702","CPFlor.H",TRUE,"chr08",1899939,"Soltu.DM.09G002450.3",NA,"PRINTS","Glucose/ribitol dehydrogenase family signature"
0.93,"c2_32702","CPFlor.H",TRUE,"chr08",1899939,"Soltu.DM.09G002450.3",NA,"PRINTS","Short-chain dehydrogenase/reductase (SDR) superfamily signature"
0.93,"c2_32702","CPFlor.H",TRUE,"chr08",1899939,"Soltu.DM.09G002450.3",NA,"Pfam","Short-chain dehydrogenase/reductase SDR"
0.93,"c2_32702","CPFlor.H",TRUE,"chr08",1899939,"Soltu.DM.09G002450.3",NA,"SUPERFAMILY","NAD(P)-binding Rossmann-fold domains"
0.93,"c2_32702","CPFlor.H",TRUE,"chr08",1899939,"Soltu.DM.06G001410.1","GO:0006468, GO:0004672, GO:0004674, GO:0005524","Pfam","Protein kinase C terminal domain"
0.93,"c2_32702","CPFlor.H",TRUE,"chr08",1899939,"Soltu.DM.06G001410.1","GO:0006468, GO:0004672, GO:0004674, GO:0005524","Pfam","Protein kinase domain"
0.93,"c2_32702","CPFlor.H",TRUE,"chr08",1899939,"Soltu.DM.06G001410.1","GO:0006468, GO:0004672, GO:0004674, GO:0005524","ProSitePatterns","Protein kinases ATP-binding region signature."
0.93,"c2_32702","CPFlor.H",TRUE,"chr08",1899939,"Soltu.DM.06G001410.1","GO:0006468, GO:0004672, GO:0004674, GO:0005524","ProSitePatterns","Serine/Threonine protein kinases active-site signature."
0.93,"c2_32702","CPFlor.H",TRUE,"chr08",1899939,"Soltu.DM.06G001410.1","GO:0006468, GO:0004672, GO:0004674, GO:0005524","ProSiteProfiles","AGC-kinase C-terminal domain profile."
0.93,"c2_32702","CPFlor.H",TRUE,"chr08",1899939,"Soltu.DM.06G001410.1","GO:0006468, GO:0004672, GO:0004674, GO:0005524","ProSiteProfiles","Protein kinase domain profile."
0.93,"c2_32702","CPFlor.H",TRUE,"chr08",1899939,"Soltu.DM.06G001410.1","GO:0006468, GO:0004672, GO:0004674, GO:0005524","SMART","AGC-kinase, C-terminal"
0.93,"c2_32702","CPFlor.H",TRUE,"chr08",1899939,"Soltu.DM.06G001410.1","GO:0006468, GO:0004672, GO:0004674, GO:0005524","SMART","Protein kinase domain"
0.93,"c2_32702","CPFlor.H",TRUE,"chr08",1899939,"Soltu.DM.06G001410.1","GO:0006468, GO:0004672, GO:0004674, GO:0005524","SUPERFAMILY","Protein kinase-like domain superfamily"
0.93,"c2_32702","CPFlor.H",TRUE,"chr08",1899939,"Soltu.DM.06G001410.2","GO:0006468, GO:0004672, GO:0004674, GO:0005524","Pfam","Protein kinase C terminal domain"
0.93,"c2_32702","CPFlor.H",TRUE,"chr08",1899939,"Soltu.DM.06G001410.2","GO:0006468, GO:0004672, GO:0004674, GO:0005524","Pfam","Protein kinase domain"
0.93,"c2_32702","CPFlor.H",TRUE,"chr08",1899939,"Soltu.DM.06G001410.2","GO:0006468, GO:0004672, GO:0004674, GO:0005524","ProSitePatterns","Protein kinases ATP-binding region signature."
0.93,"c2_32702","CPFlor.H",TRUE,"chr08",1899939,"Soltu.DM.06G001410.2","GO:0006468, GO:0004672, GO:0004674, GO:0005524","ProSitePatterns","Serine/Threonine protein kinases active-site signature."
0.93,"c2_32702","CPFlor.H",TRUE,"chr08",1899939,"Soltu.DM.06G001410.2","GO:0006468, GO:0004672, GO:0004674, GO:0005524","ProSiteProfiles","AGC-kinase C-terminal domain profile."
0.93,"c2_32702","CPFlor.H",TRUE,"chr08",1899939,"Soltu.DM.06G001410.2","GO:0006468, GO:0004672, GO:0004674, GO:0005524","ProSiteProfiles","Protein kinase domain profile."
0.93,"c2_32702","CPFlor.H",TRUE,"chr08",1899939,"Soltu.DM.06G001410.2","GO:0006468, GO:0004672, GO:0004674, GO:0005524","SMART","AGC-kinase, C-terminal"
0.93,"c2_32702","CPFlor.H",TRUE,"chr08",1899939,"Soltu.DM.06G001410.2","GO:0006468, GO:0004672, GO:0004674, GO:0005524","SMART","Protein kinase domain"
0.93,"c2_32702","CPFlor.H",TRUE,"chr08",1899939,"Soltu.DM.06G001410.2","GO:0006468, GO:0004672, GO:0004674, GO:0005524","SUPERFAMILY","Protein kinase-like domain superfamily"
0.93,"c2_32702","CPFlor.H",TRUE,"chr08",1899939,"Soltu.DM.07G001560.1",NA,"Gene3D","Aspartic peptidase domain superfamily"
0.93,"c2_32702","CPFlor.H",TRUE,"chr08",1899939,"Soltu.DM.07G001560.1",NA,"Pfam","Xylanase inhibitor, C-terminal"
0.93,"c2_32702","CPFlor.H",TRUE,"chr08",1899939,"Soltu.DM.07G001560.1",NA,"Pfam","Xylanase inhibitor, N-terminal"
0.93,"c2_32702","CPFlor.H",TRUE,"chr08",1899939,"Soltu.DM.07G001560.1",NA,"ProSiteProfiles","Peptidase family A1 domain profile."
0.93,"c2_32702","CPFlor.H",TRUE,"chr08",1899939,"Soltu.DM.07G001560.1",NA,"SUPERFAMILY","Aspartic peptidase domain superfamily"
0.93,"c2_32702","CPFlor.H",TRUE,"chr08",1899939,"Soltu.DM.02G000110.1","GO:0030276, GO:0005545, GO:0048268, GO:0005543, GO:0030136","Pfam","AP180 N-terminal homology (ANTH) domain"
0.93,"c2_32702","CPFlor.H",TRUE,"chr08",1899939,"Soltu.DM.02G000110.1","GO:0030276, GO:0005545, GO:0048268, GO:0005543, GO:0030136","ProSiteProfiles","ENTH domain profile."
0.93,"c2_32702","CPFlor.H",TRUE,"chr08",1899939,"Soltu.DM.02G000110.1","GO:0030276, GO:0005545, GO:0048268, GO:0005543, GO:0030136","SMART","ENTH  domain"
0.93,"c2_32702","CPFlor.H",TRUE,"chr08",1899939,"Soltu.DM.02G000110.1","GO:0030276, GO:0005545, GO:0048268, GO:0005543, GO:0030136","SUPERFAMILY","ENTH/VHS domain"
0.93,"c2_32702","CPFlor.H",TRUE,"chr08",1899939,"Soltu.DM.08G001440.1",NA,NA,NA
0.93,"c2_32702","CPFlor.H",TRUE,"chr08",1899939,"Soltu.DM.10G002430.1","GO:0055085, GO:0016020, GO:0042910, GO:0015297","Pfam","Multi antimicrobial extrusion protein"
0.93,"c2_32702","CPFlor.H",TRUE,"chr08",1899939,"Soltu.DM.05G002450.1","GO:0016491, GO:0055114","Pfam","Taurine catabolism dioxygenase TauD, TfdA family"
0.919,"c2_12976","CSTuber.C",TRUE,"chr04",66094837,"Soltu.DM.09G029990.1",NA,NA,NA
0.919,"c2_12976","CSTuber.C",TRUE,"chr04",66094837,"Soltu.DM.09G029990.2",NA,NA,NA
0.919,"c2_12976","CSTuber.C",TRUE,"chr04",66094837,"Soltu.DM.04G034660.1","GO:0005515","PRINTS","G protein beta WD-40 repeat signature"
0.919,"c2_12976","CSTuber.C",TRUE,"chr04",66094837,"Soltu.DM.04G034660.1","GO:0005515","Pfam","WD domain, G-beta repeat"
0.919,"c2_12976","CSTuber.C",TRUE,"chr04",66094837,"Soltu.DM.04G034660.1","GO:0005515","ProSiteProfiles","Trp-Asp (WD) repeats circular profile."
0.919,"c2_12976","CSTuber.C",TRUE,"chr04",66094837,"Soltu.DM.04G034660.1","GO:0005515","ProSiteProfiles","Trp-Asp (WD) repeats profile."
0.919,"c2_12976","CSTuber.C",TRUE,"chr04",66094837,"Soltu.DM.04G034660.1","GO:0005515","SMART","WD40 repeat"
0.919,"c2_12976","CSTuber.C",TRUE,"chr04",66094837,"Soltu.DM.04G034660.1","GO:0005515","SUPERFAMILY","WD40-repeat-containing domain superfamily"
0.901,"c2_36872","CSPulpa.H",TRUE,"chr07",3452120,"Soltu.DM.07G003060.1","GO:0016020, GO:0055085, GO:0006821, GO:0005247","PRINTS","Chloride channel, voltage gated"
0.901,"c2_36872","CSPulpa.H",TRUE,"chr07",3452120,"Soltu.DM.07G003060.1","GO:0016020, GO:0055085, GO:0006821, GO:0005247","PRINTS","Plant CLC chloride channel signature"
0.901,"c2_36872","CSPulpa.H",TRUE,"chr07",3452120,"Soltu.DM.07G003060.1","GO:0016020, GO:0055085, GO:0006821, GO:0005247","Pfam","CBS domain"
0.901,"c2_36872","CSPulpa.H",TRUE,"chr07",3452120,"Soltu.DM.07G003060.1","GO:0016020, GO:0055085, GO:0006821, GO:0005247","Pfam","Chloride channel, voltage gated"
0.901,"c2_36872","CSPulpa.H",TRUE,"chr07",3452120,"Soltu.DM.07G003060.1","GO:0016020, GO:0055085, GO:0006821, GO:0005247","ProSiteProfiles","CBS domain profile."
0.901,"c2_36872","CSPulpa.H",TRUE,"chr07",3452120,"Soltu.DM.07G003060.1","GO:0016020, GO:0055085, GO:0006821, GO:0005247","SUPERFAMILY","Chloride channel, core"
0.901,"c2_36872","CSPulpa.H",TRUE,"chr07",3452120,"Soltu.DM.05G003810.1",NA,"Pfam","Protein of unknown function (DUF789)"
0.901,"c2_36872","CSPulpa.H",TRUE,"chr07",3452120,"Soltu.DM.05G003810.2",NA,"Pfam","Protein of unknown function (DUF789)"
0.901,"c2_36872","CSPulpa.H",TRUE,"chr07",3452120,"Soltu.DM.12G004330.1","GO:0008289","Pfam","Protein ENHANCED DISEASE RESISTANCE 2, C-terminal"
0.901,"c2_36872","CSPulpa.H",TRUE,"chr07",3452120,"Soltu.DM.12G004330.1","GO:0008289","Pfam","START domain"
0.901,"c2_36872","CSPulpa.H",TRUE,"chr07",3452120,"Soltu.DM.12G004330.1","GO:0008289","ProSiteProfiles","Pleckstrin homology domain"
0.901,"c2_36872","CSPulpa.H",TRUE,"chr07",3452120,"Soltu.DM.12G004330.1","GO:0008289","ProSiteProfiles","START domain profile."
0.901,"c2_36872","CSPulpa.H",TRUE,"chr07",3452120,"Soltu.DM.12G004330.1","GO:0008289","SMART","Pleckstrin homology domain"
0.901,"c2_36872","CSPulpa.H",TRUE,"chr07",3452120,"Soltu.DM.12G004330.1","GO:0008289","SMART","START domain"
0.901,"c2_36859","CSPulpa.H",TRUE,"chr07",3398145,"Soltu.DM.06G002990.1","GO:0005515","Pfam","Pentatricopeptide repeat"
0.901,"c2_36859","CSPulpa.H",TRUE,"chr07",3398145,"Soltu.DM.06G002990.1","GO:0005515","ProSiteProfiles","Pentatricopeptide (PPR) repeat profile."
0.901,"c2_36859","CSPulpa.H",TRUE,"chr07",3398145,"Soltu.DM.06G002990.1","GO:0005515","SUPERFAMILY","Tetratricopeptide-like helical domain superfamily"
0.901,"c2_36859","CSPulpa.H",TRUE,"chr07",3398145,"Soltu.DM.06G002990.1","GO:0005515","TIGRFAM","PPR: pentatricopeptide repeat domain"
0.901,"c2_36859","CSPulpa.H",TRUE,"chr07",3398145,"Soltu.DM.04G002990.1",NA,"Pfam","C2 domain"
0.901,"c2_36859","CSPulpa.H",TRUE,"chr07",3398145,"Soltu.DM.04G002990.1",NA,"ProSiteProfiles","C2 domain profile."
0.901,"c2_36859","CSPulpa.H",TRUE,"chr07",3398145,"Soltu.DM.04G002990.1",NA,"SMART","C2 domain"
0.901,"c2_36859","CSPulpa.H",TRUE,"chr07",3398145,"Soltu.DM.07G003030.1",NA,"SUPERFAMILY","Armadillo-type fold"
0.901,"c2_36859","CSPulpa.H",TRUE,"chr07",3398145,"Soltu.DM.08G002830.1",NA,"Pfam","Urease accessory protein UreH-like, transmembrane domain"
0.901,"c2_36859","CSPulpa.H",TRUE,"chr07",3398145,"Soltu.DM.10G004100.1","GO:0046983","Gene3D","Helix-loop-helix DNA-binding domain superfamily"
0.901,"c2_36859","CSPulpa.H",TRUE,"chr07",3398145,"Soltu.DM.10G004100.1","GO:0046983","SUPERFAMILY","Helix-loop-helix DNA-binding domain superfamily"
0.901,"c2_36859","CSPulpa.H",TRUE,"chr07",3398145,"Soltu.DM.12G004250.1","GO:0005515","Pfam","Pentatricopeptide repeat"
0.901,"c2_36859","CSPulpa.H",TRUE,"chr07",3398145,"Soltu.DM.12G004250.1","GO:0005515","ProSiteProfiles","Pentatricopeptide (PPR) repeat profile."
0.901,"c2_36859","CSPulpa.H",TRUE,"chr07",3398145,"Soltu.DM.12G004250.1","GO:0005515","TIGRFAM","PPR: pentatricopeptide repeat domain"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
