MarkerName,SampleName,X,Y,R,ratio
mrk002,N159,2962.32965,428.03438,3390.36403,0.126250271714923
mrk002,N162,2855.31463,456.35025,3311.66488,0.137800854414955
mrk002,N163,2884.27841,512.75462,3397.03303,0.150941900026212
mrk002,N164,2373.16533,1154.11951,3527.28484,0.327197706550969
mrk002,N165,2561.38113,954.78091,3516.16204,0.271540645493118
mrk002,N167,2943.98151,475.07819,3419.0597,0.138949954573768
mrk002,N168,2978.79876,518.11069,3496.90945,0.148162455278903
mrk002,N169,2284.38017,1010.97601,3295.35618,0.306788084437052
mrk002,N170,2449.48644,1059.78001,3509.26645,0.301994740239801
mrk002,N171,2908.9712,487.36723,3396.33843,0.143497840408089
mrk002,N172,2517.16081,1206.10458,3723.26539,0.323937311382469
mrk002,N173,2950.73435,452.02451,3402.75886,0.132840594528641
mrk002,N176,2869.7467,515.94112,3385.68782,0.152388863778941
mrk002,N178,2969.62708,435.6659,3405.29298,0.127937861017762
mrk002,N184,2544.61295,983.97132,3528.58427,0.278857253988722
mrk002,N185,2789.09146,593.37919,3382.47065,0.175427742440278
mrk002,N186,2231.89432,990.22363,3222.11795,0.307320726728828
mrk002,N190,2537.41542,1074.23981,3611.65523,0.297436976009474
mrk002,N191,2771.24288,525.85346,3297.09634,0.159489867984871
mrk002,N192,2454.33588,1133.06221,3587.39809,0.315845128300216
mrk002,N193,2039.05471,1706.51501,3745.56972,0.455608929367359
mrk002,N195,2795.0123,664.93454,3459.94684,0.192180565410074
mrk002,N196,2095.88285,1717.13825,3813.0211,0.450335365309151
mrk002,N197,2461.40838,1167.94018,3629.34856,0.321804357088259
mrk002,N198,2955.9215,457.95551,3413.87701,0.134145286622379
mrk002,N199,2972.98969,424.69962,3397.68931,0.124996602470401
mrk002,N200,2925.35636,475.8023,3401.15866,0.139894179473533
mrk002,N207,2835.84789,483.30848,3319.15637,0.14561184413255
mrk002,N208,2332.14817,1112.10677,3444.25494,0.322887471854798
mrk002,N209,1967.60184,1554.58317,3522.18501,0.441368969996269
mrk002,N210,2134.35667,1821.7184,3956.07507,0.460486307202457
mrk002,N211,2481.72288,1141.35684,3623.07972,0.315023937701266
mrk002,N212,2584.65895,1156.11167,3740.77062,0.309057086745404
mrk002,N213,3097.68014,415.84596,3513.5261,0.118355733859498
mrk002,N214,2919.58783,440.13467,3359.7225,0.131003280776909
mrk002,N215,2870.62705,540.90387,3411.53092,0.15855165398882
mrk002,N216,2876.64491,479.55228,3356.19719,0.142885609173637
mrk002,N217,2905.31799,467.1971,3372.51509,0.138530766366415
mrk002,N222,2842.95777,390.45323,3233.411,0.120755830298097
mrk002,N223,3006.94125,480.24828,3487.18953,0.137717860147395
mrk002,N227,2332.76182,1184.58576,3517.34758,0.336783821631867
mrk002,N230,3048.51852,501.83203,3550.35055,0.141347177675173
mrk002,N231,2447.59109,1155.63565,3603.22674,0.320722433914886
mrk002,N232,2420.08317,1223.84408,3643.92725,0.33585853833937
mrk002,N234,2507.75888,1134.23799,3641.99687,0.311432994174979
mrk002,N235,2530.51927,1040.84295,3571.36222,0.291441440515658
mrk002,N237,2776.16038,612.23764,3388.39802,0.180686459024669
mrk002,N243,2863.23598,471.87574,3335.11172,0.141487236295641
mrk002,N244,2860.51178,732.57581,3593.08759,0.203884762519803
mrk002,N247,2452.22766,1073.55477,3525.78243,0.30448695894148
mrk002,N248,2368.69234,1147.30399,3515.99633,0.326309780306284
mrk002,N251,2833.05237,485.42522,3318.47759,0.146279493181691
mrk002,N252,2455.2381,1109.56168,3564.79978,0.311254978813985
mrk002,N254,2828.77823,474.82985,3303.60808,0.143730684300784
mrk002,N255,2883.12514,482.58188,3365.70702,0.143382022598033
mrk002,N256,2626.90448,1086.77125,3713.67573,0.292640318921975
mrk002,N257,2428.62174,945.28491,3373.90665,0.280175182084543
mrk002,N260,2404.2845,1108.29352,3512.57802,0.315521395877778
mrk002,N263,2506.75616,458.7639,2965.52006,0.154699307614867
mrk002,N265,2781.62714,408.56162,3190.18876,0.128068164844265
mrk002,N266,2423.62283,1138.52352,3562.14635,0.319617277936938
mrk002,N267,2830.95192,439.13757,3270.08949,0.134289159774646
mrk002,N268,2804.99978,522.63614,3327.63592,0.157059291510473
mrk002,N269,2987.61956,492.95773,3480.57729,0.141631025237196
mrk002,N270,2491.96598,563.85417,3055.82015,0.184518113737813
mrk002,N271,2699.26286,491.63357,3190.89643,0.154073809910527
mrk002,N272,2560.11495,444.99684,3005.11179,0.148079962110162
mrk002,N273,2843.68704,477.21724,3320.90428,0.14370099218879
mrk002,P1a,2424.73655,1166.79502,3591.53157,0.324873942288638
mrk002,P2a,2514.62126,1123.86239,3638.48365,0.308882077840311
mrk002,P2b,2606.2818,1237.3508,3843.6326,0.321922235751669
mrk002,P3a,3049.52627,480.29844,3529.82471,0.136068637810629
mrk002,P3b,3024.57993,424.8945,3449.47443,0.123176590701674
mrk002,P4a,NA,NA,NA,NA
mrk003,AP001,2591.93908,598.642,3190.58108,0.187627891280544
mrk003,AP002,2081.23872,948.81323,3030.05195,0.313134311113049
mrk003,AP003,2669.73108,608.90463,3278.63571,0.185718903793676
mrk003,AP004,2748.56938,778.42281,3526.99219,0.22070443257772
mrk003,AP005,2389.87774,612.13323,3002.01097,0.203907725893487
mrk003,AP006,2390.04994,743.49902,3133.54896,0.237270593021147
mrk003,AP010,2490.94981,651.1769,3142.12671,0.207240814931999
mrk003,AP011,2464.28023,577.19709,3041.47732,0.189775240540015
mrk003,AP012,2630.42321,598.21596,3228.63917,0.185284241595818
mrk003,AP013,2147.52687,984.73784,3132.26471,0.314385255133817
mrk003,AP014,2566.13656,640.35078,3206.48734,0.199704758541164
mrk003,AP015,2708.40327,670.2345,3378.63777,0.198374180846265
mrk003,AP016,2625.65451,538.83507,3164.48958,0.170275507748709
mrk003,AP017,2529.39709,586.18311,3115.5802,0.188145729646119
mrk003,AP018,2500.39616,620.25357,3120.64973,0.198757830472695
mrk003,AP020,2554.19527,602.31207,3156.50734,0.190815989041863
mrk003,AP024,2356.70375,667.23162,3023.93537,0.22065009279613
mrk003,AP026,2596.66027,556.47846,3153.13873,0.17648397601586
mrk003,AP027,2129.02736,1262.61441,3391.64177,0.372272337594191
mrk003,AP028,2883.23949,618.95111,3502.1906,0.176732559901223
mrk003,AP032,2345.93863,589.53085,2935.46948,0.200830175212723
mrk003,AP035,2439.08256,646.45184,3085.5344,0.209510495167385
mrk003,AP036,2546.14074,591.92731,3138.06805,0.188627939410046
mrk003,AP037,2406.32924,619.64787,3025.97711,0.204776126016366
mrk003,AP038,2599.38061,536.5851,3135.96571,0.171106813537193
mrk003,AP039,2481.92631,553.03722,3034.96353,0.182222031511529
mrk003,AP040,2766.07627,551.65232,3317.72859,0.16627409537439
mrk003,AP041,2570.72749,545.61506,3116.34255,0.175081863192479
mrk003,AP042,2185.99768,531.10686,2717.10454,0.195467952072245
mrk003,AP043,2461.51252,545.15576,3006.66828,0.181315565679896
mrk003,AP044,2714.68574,559.38581,3274.07155,0.170853263729072
mrk003,AP046,2602.22077,617.87475,3220.09552,0.191880876254255
mrk003,AP047,2373.08689,658.06979,3031.15668,0.217101872147368
mrk003,AP049,2588.24769,554.00099,3142.24868,0.176307175662494
mrk003,AP050,1943.74789,1029.24448,2972.99237,0.346198157245859
mrk003,AP051,2678.86712,1089.66016,3768.52728,0.289147478322089
mrk003,AP052,2540.31046,594.83384,3135.1443,0.189730928812431
mrk003,AP053,2800.85128,522.45929,3323.31057,0.15721049206665
mrk003,AP054,2641.14212,577.6139,3218.75602,0.17945252650743
mrk003,AP055,2576.80472,532.54965,3109.35437,0.171273385606415
mrk003,AP056,2661.61658,623.7262,3285.34278,0.189851178938473
mrk003,AP057,2627.0052,639.9602,3266.9654,0.195888269891074
mrk003,AP058,2449.91718,547.81236,2997.72954,0.182742423120666
mrk003,AP059,1728.13831,1310.52,3038.65831,0.431282449786202
mrk003,AP061,2787.20784,655.7076,3442.91544,0.190451264757173
mrk003,AP062,2628.32183,565.54329,3193.86512,0.177071751232876
mrk003,AP066,2592.65365,538.29109,3130.94474,0.171926090908906
mrk003,AP067,2645.55593,589.61152,3235.16745,0.182250696173393
mrk003,AP068,2417.79978,734.70334,3152.50312,0.233053961259839
mrk003,AP069,2679.572,628.91967,3308.49167,0.190092565655455
mrk003,AP070,2477.60206,776.62904,3254.2311,0.23865208589519
mrk003,AP071,2502.16203,605.60739,3107.76942,0.19486882974735
mrk003,AP072,2395.08568,523.28882,2918.3745,0.179308317010034
mrk003,AP073,2443.36381,544.03904,2987.40285,0.182111040029302
mrk003,AP074,2604.30989,602.32601,3206.6359,0.187837356277337
mrk003,AP075,2720.06921,544.33546,3264.40467,0.166748768926372
mrk003,AP077,2639.02346,561.48822,3200.51168,0.175437016371082
mrk003,AP078,2576.63269,567.3961,3144.02879,0.180467844888914
mrk003,AP079,2599.24659,657.33721,3256.5838,0.201848701083632
mrk003,AP080,2736.92052,561.82348,3298.744,0.170314362072352
mrk003,AP081,2768.02794,522.52146,3290.5494,0.158794595212581
mrk003,AP084,2291.63088,1046.33483,3337.96571,0.313464822860628
mrk003,AP085,2610.63562,641.70167,3252.33729,0.197304772777734
mrk003,AP089,2662.04064,531.97474,3194.01538,0.166553593740053
mrk003,AP092,2001.26004,1127.04433,3128.30437,0.360273233259588
mrk003,AP093,2829.82559,504.86154,3334.68713,0.151396973784464
mrk003,AP094,2658.20021,591.50565,3249.70586,0.182018211949804
mrk003,AP095,2067.96237,870.59083,2938.5532,0.29626512461983
mrk003,AP096,2561.29647,561.043,3122.33947,0.179686739827812
mrk003,AP097,2195.21174,1105.90262,3301.11436,0.335008878638182
mrk003,AP099,2525.09863,641.85525,3166.95388,0.202672749373919
mrk003,AP100,2752.69685,556.704,3309.40085,0.168218969303764
mrk003,AP103,2580.89945,583.35355,3164.253,0.184357429699838
mrk003,AP104,2498.65136,572.72634,3071.3777,0.186472129429083
mrk003,AP105,2366.3323,772.78873,3139.12103,0.246179972869667
mrk003,AP110,2432.1353,573.11908,3005.25438,0.190705679963105
mrk003,AP111,2606.91761,486.97853,3093.89614,0.157399766496363
mrk003,AP112,2721.47746,520.84307,3242.32053,0.160638982229188
mrk003,AP114,2569.00153,568.27369,3137.27522,0.181136065582413
mrk003,AP115,2827.20793,538.568,3365.77593,0.160013028555944
mrk003,AP116,2564.49845,625.98063,3190.47908,0.196202706334624
mrk003,AP118,2741.4962,630.84082,3372.33702,0.187063397358785
mrk003,AP119,2623.88474,596.71122,3220.59596,0.185279751763708
mrk003,AP120,2539.42733,520.46482,3059.89215,0.170092537411817
mrk003,AP122,2630.47711,542.85176,3173.32887,0.171066971700289
mrk003,AP131,2532.71489,619.36449,3152.07938,0.196493937915992
mrk003,AP132,2562.13639,498.86951,3061.0059,0.162975677374552
mrk003,AP133,2643.42848,506.2752,3149.70368,0.160737406256578
mrk003,AP134,2506.38334,646.20788,3152.59122,0.204976742909282
mrk003,AP135,2545.48105,601.12675,3146.6078,0.191039617330129
mrk003,AP136,2533.84356,609.56027,3143.40383,0.193917263885245
mrk003,AP137,2627.97958,511.69921,3139.67879,0.162978203894546
mrk003,AP138,2668.73946,596.24792,3264.98738,0.18261875180663
mrk003,AP139,2168.13828,934.72656,3102.86484,0.301246302433206
mrk003,AP140,2199.82678,1003.89033,3203.71711,0.313351739723362
mrk003,AP141,2280.93078,1078.09623,3359.02701,0.320954915453329
mrk003,AP151,1705.78892,398.688805,2104.477725,0.189447861701649
mrk003,AP152,2446.84694,529.51884,2976.36578,0.177907851097522
mrk003,K001,2152.80856,866.19199,3019.00055,0.286913491950175
mrk003,K002,1972.21026,867.73361,2839.94387,0.305546042358929
mrk003,K003,2487.36279,531.73602,3019.09881,0.176124086511763
mrk003,K004,2534.3394,514.06056,3048.39996,0.168632911279792
mrk003,K007,2219.11603,527.02376,2746.13979,0.191914396317021
mrk003,K008,2055.59806,879.58531,2935.18337,0.299669628477079
mrk003,K009,2241.6278,867.90571,3109.53351,0.279111225915041
mrk003,K010,1805.36067,727.71119,2533.07186,0.287284068601196
mrk003,K011,2706.50795,505.51173,3212.01968,0.157381267975295
mrk003,K012,2272.05221,965.25883,3237.31104,0.298166848373025
mrk003,K013,2151.36604,929.81985,3081.18589,0.301773370122761
mrk003,K014,2616.45434,515.06944,3131.52378,0.164478853167131
mrk003,K015,2427.76139,499.81289,2927.57428,0.170725946533456
mrk003,K016,2421.5714,566.41128,2987.98268,0.189563106838357
mrk003,K017,2073.30465,836.24551,2909.55016,0.287414020729582
mrk003,K019,1906.4755,834.53527,2741.01077,0.304462601582554
mrk003,K021,2541.31652,506.44122,3047.75774,0.166168463245376
mrk003,K022,2017.00737,853.5785,2870.58587,0.297353410995505
mrk003,K023,1691.3829,848.11104,2539.49394,0.333968522878223
mrk003,K024,2306.41332,704.11218,3010.5255,0.233883479811083
mrk003,K026,2340.95052,493.41284,2834.36336,0.174082422516215
mrk003,K027,2682.6505,521.2712,3203.9217,0.162697858689867
mrk003,K029,1895.18446,851.04823,2746.23269,0.30989662059554
mrk003,K030,2467.43269,532.7264,3000.15909,0.177566050339017
mrk003,K031,2599.59369,457.76847,3057.36216,0.149726609424642
mrk003,K032,2090.83479,493.77632,2584.61111,0.191044725486768
mrk003,K033,2251.91427,496.38332,2748.29759,0.180614836546868
mrk003,K034,2519.26491,478.21829,2997.4832,0.159539940040365
mrk003,K035,1829.93402,393.27828,2223.2123,0.176896412456876
mrk003,K039,2092.68489,897.39237,2990.07726,0.300123472394824
mrk003,K040,2369.06502,512.21869,2881.28371,0.177774471921059
mrk003,K041,2144.7888,891.54231,3036.33111,0.2936248642527
mrk003,K042,2206.0288,556.46669,2762.49549,0.201436234742957
mrk003,K043,1945.2878,864.26167,2809.54947,0.307615750933903
mrk003,K044,2191.78833,840.18009,3031.96842,0.277107137547297
mrk003,K045,2651.20886,505.19371,3156.40257,0.160053636631021
mrk003,K046,2102.55193,813.36599,2915.91792,0.278939946979029
mrk003,K049,1989.58781,903.23723,2892.82504,0.312233618525371
mrk003,K050,2126.13859,896.03376,3022.17235,0.29648665139829
mrk003,K051,2022.22203,858.01311,2880.23514,0.297896896709621
mrk003,K052,2050.96426,922.76969,2973.73395,0.310306740789639
mrk003,K053,1837.10677,871.19128,2708.29805,0.321674817142079
mrk003,K054,2668.45721,517.53084,3185.98805,0.162439667656632
mrk003,K055,2128.62489,948.94871,3077.5736,0.308343140843163
mrk003,K056,2485.54329,492.56815,2978.11144,0.165396144477387
mrk003,K058,2084.86153,901.13381,2985.99534,0.301786743578776
mrk003,K059,2589.75203,482.10011,3071.85214,0.156941183373494
mrk003,K060,2646.60017,545.40879,3192.00896,0.170866935787047
mrk003,K062,2200.67036,925.67779,3126.34815,0.296089157568712
mrk003,K063,2110.39703,888.25866,2998.65569,0.296218956701895
mrk003,K064,1891.81246,849.17523,2740.98769,0.309806291030807
mrk003,K065,2577.48275,460.48508,3037.96783,0.151576680784009
mrk003,K066,1970.18925,453.04458,2423.23383,0.186958672494268
mrk003,K067,2473.88381,529.83747,3003.72128,0.17639368656735
mrk003,K068,2462.30018,520.00435,2982.30453,0.174363263298266
mrk003,K069,2318.14607,544.82288,2862.96895,0.190299961164441
mrk003,K070,2269.97752,459.14647,2729.12399,0.168239505307342
mrk003,K071,2236.64266,972.29227,3208.93493,0.302995321254457
mrk003,K072,2741.82242,560.95178,3302.7742,0.16984260686062
mrk003,K073,2404.98549,494.07867,2899.06416,0.170426952537677
mrk003,K074,2160.31416,843.64005,3003.95421,0.280843179031015
mrk003,K077,2261.01604,533.55108,2794.56712,0.19092441050405
mrk003,K078,2500.15155,518.4389,3018.59045,0.171748671635796
mrk003,K080,2108.62466,400.70233,2509.32699,0.159685179172285
mrk003,K082,2030.14715,863.08044,2893.22759,0.298310593671616
mrk003,K085,1750.10965,964.97174,2715.08139,0.355411717510244
mrk003,K086,2677.58534,496.97167,3174.55701,0.156548352552661
mrk003,K088,2121.71882,595.5318,2717.25062,0.219167049081398
mrk003,K089,2502.25962,513.45503,3015.71465,0.170259818845924
mrk003,K090,2133.56108,944.89819,3078.45927,0.30693866870618
mrk003,K091,2710.21572,538.24697,3248.46269,0.165692828074316
mrk003,K093,1994.82784,782.98489,2777.81273,0.281871013673409
mrk003,K095,2111.01094,902.61828,3013.62922,0.299512054770958
mrk003,K096,2061.35394,895.81227,2957.16621,0.302929293243886
mrk003,K097,2173.30401,807.60765,2980.91166,0.270926395047883
mrk003,K098,2200.98314,515.8204,2716.80354,0.189862974044859
mrk003,K099,2575.11554,553.45852,3128.57406,0.176904400978125
mrk003,K100,2327.13861,518.14015,2845.27876,0.18210523245884
mrk003,K101,2510.85077,568.44051,3079.29128,0.184601084571642
mrk003,K102,2135.50827,905.08467,3040.59294,0.297667161589871
mrk003,K103,2586.18001,479.51677,3065.69678,0.156413632662001
mrk003,K104,2513.22868,533.41425,3046.64293,0.175082627749882
mrk003,K105,2197.80351,869.17225,3066.97576,0.283397169725267
mrk003,K106,2616.50277,525.54244,3142.04521,0.167261259744891
mrk003,K107,1906.21213,819.7347,2725.94683,0.300715586591247
mrk003,K108,1890.62605,749.73934,2640.36539,0.283952873658899
mrk003,K109,2248.77849,791.29131,3040.0698,0.260287217747435
mrk003,K111,2234.85586,928.71783,3163.57369,0.293566049349715
mrk003,K113,2394.97327,538.37863,2933.3519,0.18353700761235
mrk003,K115,2187.76856,852.77539,3040.54395,0.280468035990731
mrk003,K116,1943.98818,500.5115,2444.49968,0.204750077938239
mrk003,K118,2663.81853,463.276,3127.09453,0.148149023176476
mrk003,K119,2333.5268,837.86453,3171.39133,0.264194620851158
mrk003,K120,2645.66086,529.73801,3175.39887,0.166825659291111
mrk003,K121,1589.13561,786.23166,2375.36727,0.330993724604111
mrk003,K123,1987.17722,971.21438,2958.3916,0.328291352639049
mrk003,K124,2930.3633,891.50813,3821.87143,0.233264814457665
mrk003,K126,2074.47679,939.75792,3014.23471,0.311773305802055
mrk003,K128,2162.99055,552.39636,2715.38691,0.203431915343512
mrk003,K130,2022.56427,527.17882,2549.74309,0.206757622784655
mrk003,K131,2749.60521,520.98597,3270.59118,0.159294127980862
mrk003,K132,2233.11625,578.99737,2812.11362,0.205894017184128
mrk003,K134,2388.07271,521.98911,2910.06182,0.179373890414465
mrk003,K135,1982.13678,999.49495,2981.63173,0.335217438137472
mrk003,K137,2393.87955,526.55958,2920.43913,0.180301508287214
mrk003,K138,1843.40324,882.02375,2725.42699,0.323627729980028
mrk003,K140,2072.31126,821.98711,2894.29837,0.284002201887707
mrk003,K141,2018.80281,1038.1665,3056.96931,0.339606451593719
mrk003,K142,2015.84239,474.72942,2490.57181,0.190610613231023
mrk003,K144,2361.27897,445.01685,2806.29582,0.158578025462761
mrk003,K147,2255.63287,916.92875,3172.56162,0.289018421019668
mrk003,K148,2202.00329,1027.76914,3229.77243,0.318217200213081
mrk003,K151,2278.31779,591.727,2870.04479,0.206173437453567
mrk003,K152,2223.7725,593.59104,2817.36354,0.210690254052198
mrk003,K154,1878.54824,914.2548,2792.80304,0.327361001440331
mrk003,K155,2237.39386,986.16575,3223.55961,0.305924465283892
mrk003,K156,2065.83914,484.31527,2550.15441,0.189916056886924
mrk003,K157,1984.11627,986.70827,2970.82454,0.332132799064599
mrk003,K158,2250.78619,476.61761,2727.4038,0.174751391781444
mrk003,K159,1954.64204,546.28199,2500.92403,0.218432060889111
mrk003,K160,1839.17118,767.10314,2606.27432,0.294329393538283
mrk003,K161,2136.19727,1001.38502,3137.58229,0.31915816939418
mrk003,K162,2462.48575,494.10088,2956.58663,0.167118688485715
mrk003,K163,1982.17085,780.10107,2762.27192,0.282412844424093
mrk003,K165,2130.97182,970.36153,3101.33335,0.312885272394211
mrk003,K166,2218.37389,969.73696,3188.11085,0.304172911679028
mrk003,K167,2105.43092,915.01237,3020.44329,0.302939761534142
mrk003,K169,2386.75494,495.57809,2882.33303,0.171936443444219
mrk003,K171,2659.50787,590.40404,3249.91191,0.181667705571749
mrk003,K172,2066.18876,1062.74469,3128.93345,0.339650781003348
mrk003,K174,1575.9504,779.08173,2355.03213,0.330815754093342
mrk003,K175,2566.72525,1127.53168,3694.25693,0.305212036240262
mrk003,K177,2238.86595,1019.83876,3258.70471,0.312958322633658
mrk003,K179,2409.53976,501.43577,2910.97553,0.172256951263345
mrk003,K181,2053.83235,459.62141,2513.45376,0.182864478079756
mrk003,K182,2459.33635,544.89599,3004.23234,0.181376114871328
mrk003,K183,1964.68793,519.41894,2484.10687,0.209096857414995
mrk003,K184,2285.38307,542.42921,2827.81228,0.191819384135357
mrk003,K185,1935.48568,956.77552,2892.2612,0.330805364328782
mrk003,K187,2343.78407,580.1126,2923.89667,0.198403933337357
mrk003,K188,2255.75514,542.99173,2798.74687,0.194012447435091
mrk003,K189,1699.60495,421.15858,2120.76353,0.198588184888298
mrk003,K190,2436.55092,1027.52527,3464.07619,0.296623172713762
mrk003,K191,2350.19464,940.94457,3291.13921,0.285902391227018
mrk003,K192,1886.03995,856.42535,2742.4653,0.312283021411429
mrk003,K193,2098.14513,1047.76271,3145.90784,0.333055754742008
mrk003,K194,2672.05102,474.81227,3146.86329,0.150884301681882
mrk003,K195,2037.66147,967.65584,3005.31731,0.321981255283822
mrk003,K198,1977.61367,962.30017,2939.91384,0.327322575548677
mrk003,K199,2006.25229,879.68184,2885.93413,0.304817019506956
mrk003,K200,1932.03176,486.66605,2418.69781,0.201209943626649
mrk003,K202,2582.70851,1024.48613,3607.19464,0.284011879658371
mrk003,K204,1919.324,912.74938,2832.07338,0.322290159021233
mrk003,K205,2035.198,958.24016,2993.43816,0.320113564664386
mrk003,K206,1964.936,960.47561,2925.41161,0.328321528060115
mrk003,K207,2095.90778,923.75412,3019.6619,0.305913095767443
mrk003,K208,2374.42694,1063.23094,3437.65788,0.309289340916031
mrk003,K210,2194.00329,979.18923,3173.19252,0.30858172765389
mrk003,K211,2163.46816,1136.97421,3300.44237,0.344491459791798
mrk003,K212,2678.30582,537.79351,3216.09933,0.167219185360174
mrk003,K215,2395.3976,804.08016,3199.47776,0.251316064781772
mrk003,K216,2570.2823,482.54392,3052.82622,0.158064653938933
mrk003,K217,2561.75365,587.89521,3149.64886,0.186654206907369
mrk003,K218,2586.72541,524.40385,3111.12926,0.168557397065527
mrk003,K219,2825.66839,653.77208,3479.44047,0.187895750951014
mrk003,K220,2494.28643,570.61354,3064.89997,0.186176888507066
mrk003,K221,1635.67092,817.02925,2452.70017,0.333114197973901
mrk003,K222,2155.2947,934.20829,3089.50299,0.30238141637144
mrk003,K223,1696.98248,877.58454,2574.56702,0.340866846029901
mrk003,K224,2338.99844,502.07724,2841.07568,0.176720825683883
mrk003,K225,2423.52831,1077.27699,3500.8053,0.30772262313474
mrk003,K228,2380.98742,502.31626,2883.30368,0.174215523492829
mrk003,K229,1994.32286,504.71638,2499.03924,0.20196416763748
mrk003,K231,2527.42654,542.74807,3070.17461,0.176780847653482
mrk003,N002,2535.37159,490.22677,3025.59836,0.162026386740902
mrk003,N003,2476.93066,514.06736,2990.99802,0.171871514645804
mrk003,N004,2253.97841,666.36108,2920.33949,0.228179320343334
mrk003,N005,1721.27268,1828.40565,3549.67833,0.515090518075197
mrk003,N007,1795.60118,750.22122,2545.8224,0.294687178492891
mrk003,N009,2008.09922,1138.00284,3146.10206,0.361718348069102
mrk003,N010,1835.92433,1340.65776,3176.58209,0.422044109680163
mrk003,N011,948.28026,564.23597,1512.51623,0.373044572222541
mrk003,N015,1798.83261,1370.5687,3169.40131,0.432437727489928
mrk003,N016,2045.97842,849.31221,2895.29063,0.293342644499906
mrk003,N017,2164.64405,560.40769,2725.05174,0.205650293450942
mrk003,N018,1790.92355,1330.04052,3120.96407,0.426163355350643
mrk003,N019,1751.0655,1400.65431,3151.71981,0.444409527000435
mrk003,N020,2427.64905,492.49001,2920.13906,0.16865293052174
mrk003,N022,1665.96319,1412.37291,3078.3361,0.458810495059328
mrk003,N025,1719.05535,1326.24251,3045.29786,0.435505021502232
mrk003,N026,1950.57233,775.18522,2725.75755,0.284392579229947
mrk003,N028,2254.89343,746.41428,3001.30771,0.248696352430987
mrk003,N031,1748.13018,745.17193,2493.30211,0.298869489987316
mrk003,N032,2527.62703,537.59127,3065.2183,0.175384333964077
mrk003,N033,2081.23597,909.99678,2991.23275,0.304221321460191
mrk003,N035,2109.42351,875.8407,2985.26421,0.29338800132535
mrk003,N040,1620.06786,1329.29165,2949.35951,0.450705193955823
mrk003,N041,2110.67187,868.24082,2978.91269,0.29146232547017
mrk003,N042,2482.74677,490.38396,2973.13073,0.164938579744188
mrk003,N044,1526.43116,1636.29816,3162.72932,0.517369017213272
mrk003,N045,1489.23103,1298.08985,2787.32088,0.465712383283262
mrk003,N047,1616.81338,1377.01093,2993.82431,0.459950480527697
mrk003,N048,2221.36008,855.82829,3077.18837,0.278120214655562
mrk003,N050,2138.91588,987.34899,3126.26487,0.31582384444604
mrk003,N052,2274.93771,1586.6322,3861.56991,0.410877502409376
mrk003,N053,2577.22037,536.89059,3114.11096,0.172405735343483
mrk003,N054,1799.13705,1417.09187,3216.22892,0.440606656195356
mrk003,N056,2096.80022,915.35902,3012.15924,0.303887990994792
mrk003,N057,1915.56333,875.02012,2790.58345,0.313561710544797
mrk003,N058,2427.24148,420.29087,2847.53235,0.147598277505083
mrk003,N059,1653.06692,1374.6772,3027.74412,0.454026874635628
mrk003,N060,2061.05691,820.95808,2882.01499,0.28485558987325
mrk003,N062,2520.44757,510.06165,3030.50922,0.168308892325363
mrk003,N063,2586.55614,458.93527,3045.49141,0.150693339174449
mrk003,N064,2343.97465,885.7784,3229.75305,0.274255767015995
mrk003,N065,1625.46787,1294.75961,2920.22748,0.443376284507808
mrk003,N067,2291.18252,881.47818,3172.6607,0.277835628625526
mrk003,N068,1755.69474,1333.46239,3089.15713,0.431658971649655
mrk003,N069,1511.92013,845.6825,2357.60263,0.358704426793077
mrk003,N070,1700.28593,1225.00313,2925.28906,0.418763105072427
mrk003,N072,2304.9669,929.02361,3233.99051,0.287268502219569
mrk003,N073,1460.97166,1290.61352,2751.58518,0.469043636875526
mrk003,N075,1972.45537,797.03447,2769.48984,0.287791079240789
mrk003,N076,2027.41667,1595.30018,3622.71685,0.440360162290906
mrk003,N077,2408.03504,518.98855,2927.02359,0.177309315774937
mrk003,N078,1701.90631,1351.76179,3053.6681,0.442668209423283
mrk003,N079,2225.4607,300.05319,2525.51389,0.118808766480393
mrk003,N081,2417.82535,476.67118,2894.49653,0.164681897200271
mrk003,N082,2236.71954,878.04817,3114.76771,0.281898443720543
mrk003,N083,2550.56943,480.17337,3030.7428,0.15843421949233
mrk003,N086,1654.71559,1316.46675,2971.18234,0.443078411000518
mrk003,N087,2498.06342,530.32978,3028.3932,0.175119195222074
mrk003,N088,2338.33987,468.44522,2806.78509,0.166897430682874
mrk003,N090,2055.37523,879.84467,2935.2199,0.299754260319644
mrk003,N091,2468.06562,535.1618,3003.22742,0.178195562692352
mrk003,N092,2156.42196,947.5321,3103.95406,0.305266148172309
mrk003,N093,1622.00096,1171.54349,2793.54445,0.419375281463662
mrk003,N094,1698.61656,1299.83981,2998.45637,0.433502992741562
mrk003,N095,1621.84228,705.97968,2327.82196,0.303279070363268
mrk003,N096,2185.07017,838.21686,3023.28703,0.277253483272476
mrk003,N099,2034.33448,809.21081,2843.54529,0.284578133095253
mrk003,N102,2470.15644,544.58811,3014.74455,0.180641543907924
mrk003,N103,2051.6192,862.55001,2914.16921,0.295984875222808
mrk003,N104,561.60515,1492.89961,2054.50476,0.726646946293763
mrk003,N105,1576.44115,1247.6693,2824.11045,0.441791963200306
mrk003,N106,2093.1871,902.98829,2996.17539,0.3013803173919
mrk003,N107,2084.40128,874.97269,2959.37397,0.295661413146781
