Prefix,Componentes_CHL,Traits,Models,Habilidad_Predictiva
CPTuber,C,CPTuber.C,BRR,0.644
CPTuber,C,CPTuber.C,BRR,0.387
CPTuber,C,CPTuber.C,BRR,0.535
CPTuber,C,CPTuber.C,GBLUP,0.475
CPTuber,C,CPTuber.C,GBLUP,0.425
CPTuber,C,CPTuber.C,GBLUP,0.547
CPTuber,C,CPTuber.C,GBLUP,0.592
CPTuber,C,CPTuber.C,GBLUP,0.524
CPTuber,C,CPTuber.C,GBLUP,0.472
CPTuber,C,CPTuber.C,GBLUP,0.494
CPTuber,C,CPTuber.C,GBLUP,0.641
CPTuber,C,CPTuber.C,GBLUP,0.463
CPTuber,C,CPTuber.C,GBLUP,0.605
CPTuber,C,CPTuber.C,GBLUP,0.519
CPTuber,C,CPTuber.C,GBLUP,0.509
CPTuber,C,CPTuber.C,GBLUP,0.498
CPTuber,C,CPTuber.C,GBLUP,0.507
CPTuber,C,CPTuber.C,GBLUP,0.611
CPTuber,C,CPTuber.C,GBLUP,0.476
CPTuber,C,CPTuber.C,GBLUP,0.476
CPTuber,C,CPTuber.C,GBLUP,0.573
CPTuber,C,CPTuber.C,GBLUP,0.542
CPTuber,C,CPTuber.C,GBLUP,0.659
CPTuber,C,CPTuber.C,GBLUP,0.626
CPTuber,C,CPTuber.C,GBLUP,0.474
CPTuber,C,CPTuber.C,GBLUP,0.499
CPTuber,C,CPTuber.C,GBLUP,0.437
CPTuber,C,CPTuber.C,GBLUP,0.632
CPTuber,C,CPTuber.C,RKHS,0.584
CPTuber,C,CPTuber.C,RKHS,0.517
CPTuber,C,CPTuber.C,RKHS,0.541
CPTuber,C,CPTuber.C,RKHS,0.505
CPTuber,C,CPTuber.C,RKHS,0.546
CPTuber,C,CPTuber.C,RKHS,0.51
CPTuber,C,CPTuber.C,RKHS,0.526
CPTuber,C,CPTuber.C,RKHS,0.457
CPTuber,C,CPTuber.C,RKHS,0.586
CPTuber,C,CPTuber.C,RKHS,0.485
CPTuber,C,CPTuber.C,RKHS,0.501
CPTuber,C,CPTuber.C,RKHS,0.479
CPTuber,C,CPTuber.C,RKHS,0.664
CPTuber,C,CPTuber.C,RKHS,0.453
CPTuber,C,CPTuber.C,RKHS,0.571
CPTuber,C,CPTuber.C,RKHS,0.505
CPTuber,C,CPTuber.C,RKHS,0.421
CPTuber,C,CPTuber.C,RKHS,0.561
CPTuber,C,CPTuber.C,RKHS,0.641
CPTuber,C,CPTuber.C,RKHS,0.622
CPTuber,C,CPTuber.C,RKHS,0.543
CPTuber,C,CPTuber.C,RKHS,0.237
CPTuber,C,CPTuber.C,RKHS,0.621
CPTuber,C,CPTuber.C,RKHS,0.525
CPTuber,C,CPTuber.C,RKHS,0.644
CPTuber,H,CPTuber.H,BA,0.27
CPTuber,H,CPTuber.H,BA,0.515
CPTuber,H,CPTuber.H,BA,0.369
CPTuber,H,CPTuber.H,BA,0.562
CPTuber,H,CPTuber.H,BA,0.454
CPTuber,H,CPTuber.H,BA,0.378
CPTuber,H,CPTuber.H,BA,0.414
CPTuber,H,CPTuber.H,BA,0.428
CPTuber,H,CPTuber.H,BA,0.468
CPTuber,H,CPTuber.H,BA,0.393
CPTuber,H,CPTuber.H,BA,0.278
CPTuber,H,CPTuber.H,BA,0.358
CPTuber,H,CPTuber.H,BA,0.576
CPTuber,H,CPTuber.H,BA,0.53
CPTuber,H,CPTuber.H,BA,0.247
CPTuber,H,CPTuber.H,BA,0.455
CPTuber,H,CPTuber.H,BA,0.348
CPTuber,H,CPTuber.H,BA,0.508
CPTuber,H,CPTuber.H,BA,0.354
CPTuber,H,CPTuber.H,BA,0.434
CPTuber,H,CPTuber.H,BA,0.47
CPTuber,H,CPTuber.H,BA,0.412
CPTuber,H,CPTuber.H,BA,0.546
CPTuber,H,CPTuber.H,BA,0.371
CPTuber,H,CPTuber.H,BA,0.48
CPTuber,H,CPTuber.H,BB,0.325
CPTuber,H,CPTuber.H,BB,0.561
CPTuber,H,CPTuber.H,BB,0.282
CPTuber,H,CPTuber.H,BB,0.367
CPTuber,H,CPTuber.H,BB,0.513
CPTuber,H,CPTuber.H,BB,0.37
CPTuber,H,CPTuber.H,BB,0.492
CPTuber,H,CPTuber.H,BB,0.304
CPTuber,H,CPTuber.H,BB,0.536
CPTuber,H,CPTuber.H,BB,0.382
CPTuber,H,CPTuber.H,BB,0.338
CPTuber,H,CPTuber.H,BB,0.495
CPTuber,H,CPTuber.H,BB,0.31
CPTuber,H,CPTuber.H,BB,0.525
CPTuber,H,CPTuber.H,BB,0.357
CPTuber,H,CPTuber.H,BB,0.32
CPTuber,H,CPTuber.H,BB,0.432
CPTuber,H,CPTuber.H,BB,0.454
CPTuber,H,CPTuber.H,BB,0.471
CPTuber,H,CPTuber.H,BB,0.264
CPTuber,H,CPTuber.H,BB,0.495
CPTuber,H,CPTuber.H,BB,0.313
CPTuber,H,CPTuber.H,BB,0.36
CPTuber,H,CPTuber.H,BB,0.403
CPTuber,H,CPTuber.H,BB,0.408
CPTuber,H,CPTuber.H,BC,0.494
CPTuber,H,CPTuber.H,BC,0.483
CPTuber,H,CPTuber.H,BC,0.364
CPTuber,H,CPTuber.H,BC,0.4
CPTuber,H,CPTuber.H,BC,0.553
CPTuber,H,CPTuber.H,BC,0.476
CPTuber,H,CPTuber.H,BC,0.47
CPTuber,H,CPTuber.H,BC,0.45
CPTuber,H,CPTuber.H,BC,0.352
CPTuber,H,CPTuber.H,BC,0.307
CPTuber,H,CPTuber.H,BC,0.431
CPTuber,H,CPTuber.H,BC,0.373
CPTuber,H,CPTuber.H,BC,0.401
CPTuber,H,CPTuber.H,BC,0.563
CPTuber,H,CPTuber.H,BC,0.385
CPTuber,H,CPTuber.H,BC,0.515
CPTuber,H,CPTuber.H,BC,0.5
CPTuber,H,CPTuber.H,BC,0.488
CPTuber,H,CPTuber.H,BC,0.378
CPTuber,H,CPTuber.H,BC,0.532
CPTuber,H,CPTuber.H,BC,0.396
CPTuber,H,CPTuber.H,BC,0.513
CPTuber,H,CPTuber.H,BC,0.321
CPTuber,H,CPTuber.H,BC,0.363
CPTuber,H,CPTuber.H,BC,0.559
CPTuber,H,CPTuber.H,BL,0.478
CPTuber,H,CPTuber.H,BL,0.534
CPTuber,H,CPTuber.H,BL,0.451
CPTuber,H,CPTuber.H,BL,0.348
CPTuber,H,CPTuber.H,BL,0.271
CPTuber,H,CPTuber.H,BL,0.46
CPTuber,H,CPTuber.H,BL,0.376
CPTuber,H,CPTuber.H,BL,0.489
CPTuber,H,CPTuber.H,BL,0.409
CPTuber,H,CPTuber.H,BL,0.363
CPTuber,H,CPTuber.H,BL,0.475
CPTuber,H,CPTuber.H,BL,0.486
CPTuber,H,CPTuber.H,BL,0.38
CPTuber,H,CPTuber.H,BL,0.466
CPTuber,H,CPTuber.H,BL,0.426
CPTuber,H,CPTuber.H,BL,0.385
CPTuber,H,CPTuber.H,BL,0.408
CPTuber,H,CPTuber.H,BL,0.429
CPTuber,H,CPTuber.H,BL,0.436
CPTuber,H,CPTuber.H,BL,0.364
CPTuber,H,CPTuber.H,BL,0.462
CPTuber,H,CPTuber.H,BL,0.39
CPTuber,H,CPTuber.H,BL,0.416
CPTuber,H,CPTuber.H,BL,0.518
CPTuber,H,CPTuber.H,BL,0.32
CPTuber,H,CPTuber.H,BRR,0.515
CPTuber,H,CPTuber.H,BRR,0.479
CPTuber,H,CPTuber.H,BRR,0.315
CPTuber,H,CPTuber.H,BRR,0.539
CPTuber,H,CPTuber.H,BRR,0.389
CPTuber,H,CPTuber.H,BRR,0.465
CPTuber,H,CPTuber.H,BRR,0.411
CPTuber,H,CPTuber.H,BRR,0.468
CPTuber,H,CPTuber.H,BRR,0.5
CPTuber,H,CPTuber.H,BRR,0.356
CPTuber,H,CPTuber.H,BRR,0.397
CPTuber,H,CPTuber.H,BRR,0.582
CPTuber,H,CPTuber.H,BRR,0.373
CPTuber,H,CPTuber.H,BRR,0.39
CPTuber,H,CPTuber.H,BRR,0.341
CPTuber,H,CPTuber.H,BRR,0.521
CPTuber,H,CPTuber.H,BRR,0.443
CPTuber,H,CPTuber.H,BRR,0.399
CPTuber,H,CPTuber.H,BRR,0.415
CPTuber,H,CPTuber.H,BRR,0.458
CPTuber,H,CPTuber.H,BRR,0.485
CPTuber,H,CPTuber.H,BRR,0.466
CPTuber,H,CPTuber.H,BRR,0.402
CPTuber,H,CPTuber.H,BRR,0.413
CPTuber,H,CPTuber.H,BRR,0.46
CPTuber,H,CPTuber.H,GBLUP,0.363
CPTuber,H,CPTuber.H,GBLUP,0.414
CPTuber,H,CPTuber.H,GBLUP,0.371
CPTuber,H,CPTuber.H,GBLUP,0.401
CPTuber,H,CPTuber.H,GBLUP,0.558
CPTuber,H,CPTuber.H,GBLUP,0.427
CPTuber,H,CPTuber.H,GBLUP,0.104
CPTuber,H,CPTuber.H,GBLUP,0.545
CPTuber,H,CPTuber.H,GBLUP,0.493
CPTuber,H,CPTuber.H,GBLUP,0.455
CPTuber,H,CPTuber.H,GBLUP,0.291
CPTuber,H,CPTuber.H,GBLUP,0.6
CPTuber,H,CPTuber.H,GBLUP,0.448
CPTuber,H,CPTuber.H,GBLUP,0.249
CPTuber,H,CPTuber.H,GBLUP,0.444
CPTuber,H,CPTuber.H,GBLUP,0.538
CPTuber,H,CPTuber.H,GBLUP,0.31
CPTuber,H,CPTuber.H,GBLUP,0.531
CPTuber,H,CPTuber.H,GBLUP,0.317
CPTuber,H,CPTuber.H,GBLUP,0.439
CPTuber,H,CPTuber.H,GBLUP,0.4
CPTuber,H,CPTuber.H,GBLUP,0.316
CPTuber,H,CPTuber.H,GBLUP,0.399
CPTuber,H,CPTuber.H,GBLUP,0.497
CPTuber,H,CPTuber.H,GBLUP,0.452
CPTuber,H,CPTuber.H,RKHS,0.43
CPTuber,H,CPTuber.H,RKHS,0.428
CPTuber,H,CPTuber.H,RKHS,0.347
CPTuber,H,CPTuber.H,RKHS,0.461
CPTuber,H,CPTuber.H,RKHS,0.586
CPTuber,H,CPTuber.H,RKHS,0.565
CPTuber,H,CPTuber.H,RKHS,0.437
CPTuber,H,CPTuber.H,RKHS,0.361
CPTuber,H,CPTuber.H,RKHS,0.411
CPTuber,H,CPTuber.H,RKHS,0.406
CPTuber,H,CPTuber.H,RKHS,0.3
CPTuber,H,CPTuber.H,RKHS,0.56
CPTuber,H,CPTuber.H,RKHS,0.433
CPTuber,H,CPTuber.H,RKHS,0.456
CPTuber,H,CPTuber.H,RKHS,0.492
CPTuber,H,CPTuber.H,RKHS,0.467
CPTuber,H,CPTuber.H,RKHS,0.359
CPTuber,H,CPTuber.H,RKHS,0.524
CPTuber,H,CPTuber.H,RKHS,0.374
CPTuber,H,CPTuber.H,RKHS,0.367
CPTuber,H,CPTuber.H,RKHS,0.572
CPTuber,H,CPTuber.H,RKHS,0.342
CPTuber,H,CPTuber.H,RKHS,0.466
CPTuber,H,CPTuber.H,RKHS,0.44
CPTuber,H,CPTuber.H,RKHS,0.335
CPTuber,L,CPTuber.L,BA,0.452
CPTuber,L,CPTuber.L,BA,0.606
CPTuber,L,CPTuber.L,BA,0.494
CPTuber,L,CPTuber.L,BA,0.424
CPTuber,L,CPTuber.L,BA,0.445
CPTuber,L,CPTuber.L,BA,0.579
CPTuber,L,CPTuber.L,BA,0.521
CPTuber,L,CPTuber.L,BA,0.422
CPTuber,L,CPTuber.L,BA,0.439
CPTuber,L,CPTuber.L,BA,0.457
CPTuber,L,CPTuber.L,BA,0.504
CPTuber,L,CPTuber.L,BA,0.63
CPTuber,L,CPTuber.L,BA,0.368
CPTuber,L,CPTuber.L,BA,0.387
CPTuber,L,CPTuber.L,BA,0.445
CPTuber,L,CPTuber.L,BA,0.441
CPTuber,L,CPTuber.L,BA,0.577
CPTuber,L,CPTuber.L,BA,0.474
CPTuber,L,CPTuber.L,BA,0.468
CPTuber,L,CPTuber.L,BA,0.535
CPTuber,L,CPTuber.L,BA,0.548
CPTuber,L,CPTuber.L,BA,0.453
CPTuber,L,CPTuber.L,BA,0.423
CPTuber,L,CPTuber.L,BA,0.576
CPTuber,L,CPTuber.L,BA,0.536
CPTuber,L,CPTuber.L,BB,0.459
CPTuber,L,CPTuber.L,BB,0.352
CPTuber,L,CPTuber.L,BB,0.553
CPTuber,L,CPTuber.L,BB,0.482
CPTuber,L,CPTuber.L,BB,0.457
CPTuber,L,CPTuber.L,BB,0.551
CPTuber,L,CPTuber.L,BB,0.256
CPTuber,L,CPTuber.L,BB,0.41
CPTuber,L,CPTuber.L,BB,0.503
CPTuber,L,CPTuber.L,BB,0.625
CPTuber,L,CPTuber.L,BB,0.332
CPTuber,L,CPTuber.L,BB,0.533
CPTuber,L,CPTuber.L,BB,0.542
CPTuber,L,CPTuber.L,BB,0.406
CPTuber,L,CPTuber.L,BB,0.492
CPTuber,L,CPTuber.L,BB,0.493
CPTuber,L,CPTuber.L,BB,0.443
CPTuber,L,CPTuber.L,BB,0.404
CPTuber,L,CPTuber.L,BB,0.461
CPTuber,L,CPTuber.L,BB,0.47
CPTuber,L,CPTuber.L,BB,0.362
CPTuber,L,CPTuber.L,BB,0.527
CPTuber,L,CPTuber.L,BB,0.395
CPTuber,L,CPTuber.L,BB,0.506
CPTuber,L,CPTuber.L,BB,0.526
CPTuber,L,CPTuber.L,BC,0.534
CPTuber,L,CPTuber.L,BC,0.425
CPTuber,L,CPTuber.L,BC,0.529
CPTuber,L,CPTuber.L,BC,0.575
CPTuber,L,CPTuber.L,BC,0.47
CPTuber,L,CPTuber.L,BC,0.474
CPTuber,L,CPTuber.L,BC,0.444
CPTuber,L,CPTuber.L,BC,0.492
CPTuber,L,CPTuber.L,BC,0.545
CPTuber,L,CPTuber.L,BC,0.479
CPTuber,L,CPTuber.L,BC,0.476
CPTuber,L,CPTuber.L,BC,0.521
CPTuber,L,CPTuber.L,BC,0.539
CPTuber,L,CPTuber.L,BC,0.547
CPTuber,L,CPTuber.L,BC,0.337
CPTuber,L,CPTuber.L,BC,0.406
CPTuber,L,CPTuber.L,BC,0.566
CPTuber,L,CPTuber.L,BC,0.537
CPTuber,L,CPTuber.L,BC,0.462
CPTuber,L,CPTuber.L,BC,0.494
CPTuber,L,CPTuber.L,BC,0.513
CPTuber,L,CPTuber.L,BC,0.487
CPTuber,L,CPTuber.L,BC,0.506
CPTuber,L,CPTuber.L,BC,0.572
CPTuber,L,CPTuber.L,BC,0.52
CPTuber,L,CPTuber.L,BL,0.476
CPTuber,L,CPTuber.L,BL,0.568
CPTuber,L,CPTuber.L,BL,0.429
CPTuber,L,CPTuber.L,BL,0.443
CPTuber,L,CPTuber.L,BL,0.41
CPTuber,L,CPTuber.L,BL,0.511
CPTuber,L,CPTuber.L,BL,0.548
CPTuber,L,CPTuber.L,BL,0.428
CPTuber,L,CPTuber.L,BL,0.522
CPTuber,L,CPTuber.L,BL,0.391
CPTuber,L,CPTuber.L,BL,0.411
CPTuber,L,CPTuber.L,BL,0.591
CPTuber,L,CPTuber.L,BL,0.51
CPTuber,L,CPTuber.L,BL,0.478
CPTuber,L,CPTuber.L,BL,0.386
CPTuber,L,CPTuber.L,BL,0.541
CPTuber,L,CPTuber.L,BL,0.521
CPTuber,L,CPTuber.L,BL,0.463
CPTuber,L,CPTuber.L,BL,0.473
CPTuber,L,CPTuber.L,BL,0.422
CPTuber,L,CPTuber.L,BL,0.468
CPTuber,L,CPTuber.L,BL,0.406
CPTuber,L,CPTuber.L,BL,0.58
CPTuber,L,CPTuber.L,BL,0.477
CPTuber,L,CPTuber.L,BL,0.448
CPTuber,L,CPTuber.L,BRR,0.574
CPTuber,L,CPTuber.L,BRR,0.557
CPTuber,L,CPTuber.L,BRR,0.526
CPTuber,L,CPTuber.L,BRR,0.526
CPTuber,L,CPTuber.L,BRR,0.397
CPTuber,L,CPTuber.L,BRR,0.526
CPTuber,L,CPTuber.L,BRR,0.585
CPTuber,L,CPTuber.L,BRR,0.489
CPTuber,L,CPTuber.L,BRR,0.375
CPTuber,L,CPTuber.L,BRR,0.48
CPTuber,L,CPTuber.L,BRR,0.468
CPTuber,L,CPTuber.L,BRR,0.686
CPTuber,L,CPTuber.L,BRR,0.301
CPTuber,L,CPTuber.L,BRR,0.387
CPTuber,L,CPTuber.L,BRR,0.553
CPTuber,L,CPTuber.L,BRR,0.556
CPTuber,L,CPTuber.L,BRR,0.475
CPTuber,L,CPTuber.L,BRR,0.422
CPTuber,L,CPTuber.L,BRR,0.388
CPTuber,L,CPTuber.L,BRR,0.539
CPTuber,L,CPTuber.L,BRR,0.497
CPTuber,L,CPTuber.L,BRR,0.497
CPTuber,L,CPTuber.L,BRR,0.536
CPTuber,L,CPTuber.L,BRR,0.462
CPTuber,L,CPTuber.L,BRR,0.494
CPTuber,L,CPTuber.L,GBLUP,0.513
CPTuber,L,CPTuber.L,GBLUP,0.439
CPTuber,L,CPTuber.L,GBLUP,0.485
CPTuber,L,CPTuber.L,GBLUP,0.53
CPTuber,L,CPTuber.L,GBLUP,0.514
CPTuber,L,CPTuber.L,GBLUP,0.345
CPTuber,L,CPTuber.L,GBLUP,0.377
CPTuber,L,CPTuber.L,GBLUP,0.365
CPTuber,L,CPTuber.L,GBLUP,0.472
CPTuber,L,CPTuber.L,GBLUP,0.693
CPTuber,L,CPTuber.L,GBLUP,0.477
CPTuber,L,CPTuber.L,GBLUP,0.509
CPTuber,L,CPTuber.L,GBLUP,0.543
CPTuber,L,CPTuber.L,GBLUP,0.594
CPTuber,L,CPTuber.L,GBLUP,0.339
CPTuber,L,CPTuber.L,GBLUP,0.377
CPTuber,L,CPTuber.L,GBLUP,0.456
CPTuber,L,CPTuber.L,GBLUP,0.418
CPTuber,L,CPTuber.L,GBLUP,0.654
CPTuber,L,CPTuber.L,GBLUP,0.516
CPTuber,L,CPTuber.L,GBLUP,0.441
CPTuber,L,CPTuber.L,GBLUP,0.472
CPTuber,L,CPTuber.L,GBLUP,0.624
CPTuber,L,CPTuber.L,GBLUP,0.476
CPTuber,L,CPTuber.L,GBLUP,0.501
CPTuber,L,CPTuber.L,RKHS,0.313
CPTuber,L,CPTuber.L,RKHS,0.562
CPTuber,L,CPTuber.L,RKHS,0.576
CPTuber,L,CPTuber.L,RKHS,0.545
CPTuber,L,CPTuber.L,RKHS,0.467
CPTuber,L,CPTuber.L,RKHS,0.56
CPTuber,L,CPTuber.L,RKHS,0.378
CPTuber,L,CPTuber.L,RKHS,0.554
CPTuber,L,CPTuber.L,RKHS,0.545
CPTuber,L,CPTuber.L,RKHS,0.583
CPTuber,L,CPTuber.L,RKHS,0.423
CPTuber,L,CPTuber.L,RKHS,0.634
CPTuber,L,CPTuber.L,RKHS,0.426
CPTuber,L,CPTuber.L,RKHS,0.547
CPTuber,L,CPTuber.L,RKHS,0.444
CPTuber,L,CPTuber.L,RKHS,0.349
CPTuber,L,CPTuber.L,RKHS,0.669
CPTuber,L,CPTuber.L,RKHS,0.506
CPTuber,L,CPTuber.L,RKHS,0.609
CPTuber,L,CPTuber.L,RKHS,0.404
CPTuber,L,CPTuber.L,RKHS,0.543
CPTuber,L,CPTuber.L,RKHS,0.638
CPTuber,L,CPTuber.L,RKHS,0.321
CPTuber,L,CPTuber.L,RKHS,0.535
CPTuber,L,CPTuber.L,RKHS,0.434
CSBrote,C,CSBrote.C,BA,0.397
CSBrote,C,CSBrote.C,BA,0.278
CSBrote,C,CSBrote.C,BA,-0.021
CSBrote,C,CSBrote.C,BA,0.331
CSBrote,C,CSBrote.C,BA,0.398
CSBrote,C,CSBrote.C,BA,-0.057
CSBrote,C,CSBrote.C,BA,0.167
CSBrote,C,CSBrote.C,BA,0.478
CSBrote,C,CSBrote.C,BA,0.349
CSBrote,C,CSBrote.C,BA,0.08
CSBrote,C,CSBrote.C,BA,0.177
CSBrote,C,CSBrote.C,BA,-0.037
CSBrote,C,CSBrote.C,BA,0.296
CSBrote,C,CSBrote.C,BA,0.257
CSBrote,C,CSBrote.C,BA,-0.025
CSBrote,C,CSBrote.C,BA,0.19
CSBrote,C,CSBrote.C,BA,0.273
CSBrote,C,CSBrote.C,BA,-0.024
CSBrote,C,CSBrote.C,BA,-0.086
CSBrote,C,CSBrote.C,BA,0.202
CSBrote,C,CSBrote.C,BA,0.231
CSBrote,C,CSBrote.C,BA,0.291
CSBrote,C,CSBrote.C,BA,0.395
CSBrote,C,CSBrote.C,BA,0.133
CSBrote,C,CSBrote.C,BA,0.282
CSBrote,C,CSBrote.C,BB,0.334
CSBrote,C,CSBrote.C,BB,0.363
CSBrote,C,CSBrote.C,BB,0.24
CSBrote,C,CSBrote.C,BB,0.206
CSBrote,C,CSBrote.C,BB,0.113
CSBrote,C,CSBrote.C,BB,-0.081
CSBrote,C,CSBrote.C,BB,0.368
CSBrote,C,CSBrote.C,BB,0.268
CSBrote,C,CSBrote.C,BB,0.418
CSBrote,C,CSBrote.C,BB,0.281
CSBrote,C,CSBrote.C,BB,0.025
CSBrote,C,CSBrote.C,BB,-0.033
CSBrote,C,CSBrote.C,BB,0.255
CSBrote,C,CSBrote.C,BB,0.224
CSBrote,C,CSBrote.C,BB,0.423
CSBrote,C,CSBrote.C,BB,0.124
CSBrote,C,CSBrote.C,BB,0.47
CSBrote,C,CSBrote.C,BB,0.312
CSBrote,C,CSBrote.C,BB,0.323
CSBrote,C,CSBrote.C,BB,0.116
CSBrote,C,CSBrote.C,BB,0.011
CSBrote,C,CSBrote.C,BB,0.4
CSBrote,C,CSBrote.C,BB,0.269
CSBrote,C,CSBrote.C,BB,0.124
CSBrote,C,CSBrote.C,BB,0.342
CSBrote,C,CSBrote.C,BC,0.341
CSBrote,C,CSBrote.C,BC,0.33
CSBrote,C,CSBrote.C,BC,0.299
CSBrote,C,CSBrote.C,BC,0.233
CSBrote,C,CSBrote.C,BC,-0.002
CSBrote,C,CSBrote.C,BC,0.21
CSBrote,C,CSBrote.C,BC,0.371
CSBrote,C,CSBrote.C,BC,0.152
CSBrote,C,CSBrote.C,BC,0.268
CSBrote,C,CSBrote.C,BC,0.316
CSBrote,C,CSBrote.C,BC,0.216
CSBrote,C,CSBrote.C,BC,0.326
CSBrote,C,CSBrote.C,BC,0.36
CSBrote,C,CSBrote.C,BC,0.271
CSBrote,C,CSBrote.C,BC,0.016
CSBrote,C,CSBrote.C,BC,0.215
CSBrote,C,CSBrote.C,BC,0.413
CSBrote,C,CSBrote.C,BC,0.457
CSBrote,C,CSBrote.C,BC,0.034
CSBrote,C,CSBrote.C,BC,0.236
CSBrote,C,CSBrote.C,BC,0.485
CSBrote,C,CSBrote.C,BC,0.027
CSBrote,C,CSBrote.C,BC,0.024
CSBrote,C,CSBrote.C,BC,0.216
CSBrote,C,CSBrote.C,BC,0.33
CSBrote,C,CSBrote.C,BL,0.398
CSBrote,C,CSBrote.C,BL,0.289
CSBrote,C,CSBrote.C,BL,0.221
CSBrote,C,CSBrote.C,BL,0.013
CSBrote,C,CSBrote.C,BL,0.059
CSBrote,C,CSBrote.C,BL,-0.036
CSBrote,C,CSBrote.C,BL,0.354
CSBrote,C,CSBrote.C,BL,0.29
CSBrote,C,CSBrote.C,BL,0.451
CSBrote,C,CSBrote.C,BL,0.022
CSBrote,C,CSBrote.C,BL,0.369
CSBrote,C,CSBrote.C,BL,-0.094
CSBrote,C,CSBrote.C,BL,-0.024
CSBrote,C,CSBrote.C,BL,0.405
CSBrote,C,CSBrote.C,BL,0.396
CSBrote,C,CSBrote.C,BL,0.387
CSBrote,C,CSBrote.C,BL,-0.049
CSBrote,C,CSBrote.C,BL,0.15
CSBrote,C,CSBrote.C,BL,0.275
CSBrote,C,CSBrote.C,BL,0.393
CSBrote,C,CSBrote.C,BL,0.55
CSBrote,C,CSBrote.C,BL,0.045
CSBrote,C,CSBrote.C,BL,-0.039
CSBrote,C,CSBrote.C,BL,0.32
CSBrote,C,CSBrote.C,BL,0.011
CSBrote,C,CSBrote.C,BRR,0.28
CSBrote,C,CSBrote.C,BRR,0.003
CSBrote,C,CSBrote.C,BRR,0.38
CSBrote,C,CSBrote.C,BRR,-0.025
CSBrote,C,CSBrote.C,BRR,0.31
CSBrote,C,CSBrote.C,BRR,0.279
CSBrote,C,CSBrote.C,BRR,0.304
CSBrote,C,CSBrote.C,BRR,0.381
CSBrote,C,CSBrote.C,BRR,0.249
CSBrote,C,CSBrote.C,BRR,0.055
CSBrote,C,CSBrote.C,BRR,0.254
CSBrote,C,CSBrote.C,BRR,0.25
CSBrote,C,CSBrote.C,BRR,0.204
CSBrote,C,CSBrote.C,BRR,0.287
CSBrote,C,CSBrote.C,BRR,0.297
CSBrote,C,CSBrote.C,BRR,0.219
CSBrote,C,CSBrote.C,BRR,0.179
CSBrote,C,CSBrote.C,BRR,0.259
CSBrote,C,CSBrote.C,BRR,0.446
CSBrote,C,CSBrote.C,BRR,0.239
CSBrote,C,CSBrote.C,BRR,0.006
CSBrote,C,CSBrote.C,BRR,0.418
CSBrote,C,CSBrote.C,BRR,0.433
CSBrote,C,CSBrote.C,BRR,-0.041
CSBrote,C,CSBrote.C,BRR,0.169
CSBrote,C,CSBrote.C,GBLUP,-0.012
CSBrote,C,CSBrote.C,GBLUP,0.439
CSBrote,C,CSBrote.C,GBLUP,0.427
CSBrote,C,CSBrote.C,GBLUP,0.165
CSBrote,C,CSBrote.C,GBLUP,-0.078
CSBrote,C,CSBrote.C,GBLUP,0.284
CSBrote,C,CSBrote.C,GBLUP,0.217
CSBrote,C,CSBrote.C,GBLUP,0.385
CSBrote,C,CSBrote.C,GBLUP,0.284
CSBrote,C,CSBrote.C,GBLUP,0.207
CSBrote,C,CSBrote.C,GBLUP,0.241
CSBrote,C,CSBrote.C,GBLUP,0.431
CSBrote,C,CSBrote.C,GBLUP,-0.093
CSBrote,C,CSBrote.C,GBLUP,0.277
CSBrote,C,CSBrote.C,GBLUP,-0.082
CSBrote,C,CSBrote.C,GBLUP,0.024
CSBrote,C,CSBrote.C,GBLUP,0.207
CSBrote,C,CSBrote.C,GBLUP,0.342
CSBrote,C,CSBrote.C,GBLUP,0.335
CSBrote,C,CSBrote.C,GBLUP,0.097
CSBrote,C,CSBrote.C,GBLUP,0.2
CSBrote,C,CSBrote.C,GBLUP,0.035
CSBrote,C,CSBrote.C,GBLUP,0.394
CSBrote,C,CSBrote.C,GBLUP,0.261
CSBrote,C,CSBrote.C,GBLUP,0.246
CSBrote,C,CSBrote.C,RKHS,0.291
CSBrote,C,CSBrote.C,RKHS,0.307
CSBrote,C,CSBrote.C,RKHS,0.261
CSBrote,C,CSBrote.C,RKHS,0.46
CSBrote,C,CSBrote.C,RKHS,-0.039
CSBrote,C,CSBrote.C,RKHS,-0.058
CSBrote,C,CSBrote.C,RKHS,0.432
CSBrote,C,CSBrote.C,RKHS,0.309
CSBrote,C,CSBrote.C,RKHS,0.353
CSBrote,C,CSBrote.C,RKHS,-0.147
CSBrote,C,CSBrote.C,RKHS,0.396
CSBrote,C,CSBrote.C,RKHS,0.334
CSBrote,C,CSBrote.C,RKHS,0.211
CSBrote,C,CSBrote.C,RKHS,0.146
CSBrote,C,CSBrote.C,RKHS,0.381
CSBrote,C,CSBrote.C,RKHS,0.426
CSBrote,C,CSBrote.C,RKHS,0.136
CSBrote,C,CSBrote.C,RKHS,-0.032
CSBrote,C,CSBrote.C,RKHS,0.404
CSBrote,C,CSBrote.C,RKHS,0.192
CSBrote,C,CSBrote.C,RKHS,0.296
CSBrote,C,CSBrote.C,RKHS,0.307
CSBrote,C,CSBrote.C,RKHS,0.117
CSBrote,C,CSBrote.C,RKHS,0.356
CSBrote,C,CSBrote.C,RKHS,0.129
CSBrote,H,CSBrote.H,BA,0.304
CSBrote,H,CSBrote.H,BA,0.061
CSBrote,H,CSBrote.H,BA,0.088
