Prefix,Componentes_CHL,Models,Traits,Heredabilidad
CSBrote,H,BRR,CSBrote.H,0.149997969109195
CSBrote,H,BRR,CSBrote.H,0.147242082083104
CSBrote,H,BRR,CSBrote.H,0.165843434396664
CSBrote,H,BRR,CSBrote.H,0.145896101938633
CSBrote,H,BRR,CSBrote.H,0.154827197611714
CSBrote,H,BRR,CSBrote.H,0.149860047402028
CSBrote,H,BRR,CSBrote.H,0.156042734235383
CSBrote,H,BRR,CSBrote.H,0.175692818713682
CSBrote,H,BRR,CSBrote.H,0.158926435304658
CSBrote,H,BRR,CSBrote.H,0.186996476862491
CSBrote,H,BRR,CSBrote.H,0.179246926211191
CSBrote,H,BRR,CSBrote.H,0.175217127178782
CSBrote,H,BRR,CSBrote.H,0.1700610268285
CSBrote,H,BRR,CSBrote.H,0.188887482081919
CSBrote,H,BRR,CSBrote.H,0.176730174961736
CSBrote,H,BRR,CSBrote.H,0.204806687125687
CSBrote,H,BRR,CSBrote.H,0.210094656653869
CSBrote,H,BRR,CSBrote.H,0.207404008728595
CSBrote,H,BRR,CSBrote.H,0.19004763494525
CSBrote,H,BRR,CSBrote.H,0.1845483061013
CSBrote,H,BRR,CSBrote.H,0.197260854425939
CSBrote,H,BRR,CSBrote.H,0.214154725968722
CSBrote,H,BRR,CSBrote.H,0.225643338055496
CSBrote,H,BRR,CSBrote.H,0.246911256228337
CSBrote,H,BRR,CSBrote.H,0.233010727725536
CSBrote,H,BRR,CSBrote.H,0.282970546041414
CSBrote,H,BRR,CSBrote.H,0.267443589669056
CSBrote,H,BRR,CSBrote.H,0.287906909349992
CSBrote,H,BRR,CSBrote.H,0.302459888929394
CSBrote,H,BRR,CSBrote.H,0.301570977037246
CSBrote,H,BRR,CSBrote.H,0.327301399231552
CSBrote,H,BRR,CSBrote.H,0.262533357863806
CSBrote,H,BRR,CSBrote.H,0.273421968698289
CSBrote,H,BRR,CSBrote.H,0.237785319081426
CSBrote,H,BRR,CSBrote.H,0.289427582372262
CSBrote,H,BRR,CSBrote.H,0.257413001890592
CSBrote,H,BRR,CSBrote.H,0.216376962599612
CSBrote,H,BRR,CSBrote.H,0.229339958722973
CSBrote,H,BRR,CSBrote.H,0.185545721722413
CSBrote,H,BRR,CSBrote.H,0.185081751562546
CSBrote,H,BRR,CSBrote.H,0.206392145993276
CSBrote,H,BRR,CSBrote.H,0.22574378005183
CSBrote,H,BRR,CSBrote.H,0.251361753196986
CSBrote,H,BRR,CSBrote.H,0.216819092813993
CSBrote,H,BRR,CSBrote.H,0.195641594797248
CSBrote,H,BRR,CSBrote.H,0.182764914091242
CSBrote,H,BRR,CSBrote.H,0.147205178846445
CSBrote,H,BRR,CSBrote.H,0.148313007645952
CSBrote,H,BRR,CSBrote.H,0.144662155435125
CSBrote,H,BRR,CSBrote.H,0.179727746427627
CSBrote,H,BRR,CSBrote.H,0.170135704754233
CSBrote,H,BRR,CSBrote.H,0.159816990021739
CSBrote,H,BRR,CSBrote.H,0.197850498423952
CSBrote,H,BRR,CSBrote.H,0.177617770777176
CSBrote,H,BRR,CSBrote.H,0.171809591108695
CSBrote,H,BRR,CSBrote.H,0.177838530623416
CSBrote,H,BRR,CSBrote.H,0.182412709600041
CSBrote,H,BRR,CSBrote.H,0.145161524681939
CSBrote,H,BRR,CSBrote.H,0.156346319050713
CSBrote,H,BRR,CSBrote.H,0.154326934143958
CSBrote,H,BRR,CSBrote.H,0.193642134306938
CSBrote,H,BRR,CSBrote.H,0.210324160261748
CSBrote,H,BRR,CSBrote.H,0.182966242502837
CSBrote,H,BRR,CSBrote.H,0.223357711475299
CSBrote,H,BRR,CSBrote.H,0.235372600925717
CSBrote,H,BRR,CSBrote.H,0.18549694788891
CSBrote,H,BRR,CSBrote.H,0.18825178554448
CSBrote,H,BRR,CSBrote.H,0.198402669330683
CSBrote,H,BRR,CSBrote.H,0.234756624605573
CSBrote,H,BRR,CSBrote.H,0.234019895334183
CSBrote,H,BRR,CSBrote.H,0.190897559234844
CSBrote,H,BRR,CSBrote.H,0.211777498055639
CSBrote,H,BRR,CSBrote.H,0.240945413536268
CSBrote,H,BRR,CSBrote.H,0.207623352622414
CSBrote,H,BRR,CSBrote.H,0.229357305129006
CSBrote,H,BRR,CSBrote.H,0.197208616995333
CSBrote,H,BRR,CSBrote.H,0.213094128909893
CSBrote,H,BRR,CSBrote.H,0.188958262753243
CSBrote,H,BRR,CSBrote.H,0.185877307617134
CSBrote,H,BRR,CSBrote.H,0.163005576480957
CSBrote,H,BRR,CSBrote.H,0.177636130736112
CSBrote,H,BRR,CSBrote.H,0.196722043300989
CSBrote,H,BRR,CSBrote.H,0.202665111620542
CSBrote,H,BRR,CSBrote.H,0.179039664473098
CSBrote,H,BRR,CSBrote.H,0.197356450430293
CSBrote,H,BRR,CSBrote.H,0.224109645825894
CSBrote,H,BRR,CSBrote.H,0.215638626577447
CSBrote,H,BRR,CSBrote.H,0.214078422834412
CSBrote,H,BRR,CSBrote.H,0.181983201609099
CSBrote,H,BRR,CSBrote.H,0.17232035280919
CSBrote,H,BRR,CSBrote.H,0.184364851439293
CSBrote,H,BRR,CSBrote.H,0.158024247332753
CSBrote,H,BRR,CSBrote.H,0.145320113437587
CSBrote,H,BRR,CSBrote.H,0.161175519649454
CSBrote,H,BRR,CSBrote.H,0.182310410214493
CSBrote,H,BRR,CSBrote.H,0.195770188798471
CSBrote,H,BRR,CSBrote.H,0.217663784141931
CSBrote,H,BRR,CSBrote.H,0.207155079123691
CSBrote,H,BRR,CSBrote.H,0.225257357194092
CSBrote,H,BRR,CSBrote.H,0.225107689047077
CSBrote,H,BRR,CSBrote.H,0.250960918358127
CSBrote,H,BRR,CSBrote.H,0.217426427463005
CSBrote,H,BRR,CSBrote.H,0.204200256341697
CSBrote,H,BRR,CSBrote.H,0.227014868807425
CSBrote,H,BRR,CSBrote.H,0.22230485951006
CSBrote,H,BRR,CSBrote.H,0.230608718240082
CSBrote,H,BRR,CSBrote.H,0.246139701769673
CSBrote,H,BRR,CSBrote.H,0.245951534256873
CSBrote,H,BRR,CSBrote.H,0.25341492647958
CSBrote,H,BRR,CSBrote.H,0.264068753789825
CSBrote,H,BRR,CSBrote.H,0.226732050449355
CSBrote,H,BRR,CSBrote.H,0.194369603837367
CSBrote,H,BRR,CSBrote.H,0.209084157714121
CSBrote,H,BRR,CSBrote.H,0.216042488722249
CSBrote,H,BRR,CSBrote.H,0.212247475708745
CSBrote,H,BRR,CSBrote.H,0.22644888213588
CSBrote,H,BRR,CSBrote.H,0.20350493712635
CSBrote,H,BRR,CSBrote.H,0.221868814489977
CSBrote,H,BRR,CSBrote.H,0.284214932377134
CSBrote,H,BRR,CSBrote.H,0.292477288929164
CSBrote,H,BRR,CSBrote.H,0.285751818358487
CSBrote,H,BRR,CSBrote.H,0.252164058368291
CSBrote,H,BRR,CSBrote.H,0.253756401377499
CSBrote,H,BRR,CSBrote.H,0.216193486287454
CSBrote,H,BRR,CSBrote.H,0.250544232375471
CSBrote,H,BRR,CSBrote.H,0.247151755646379
CSBrote,H,BRR,CSBrote.H,0.206666841418233
CSBrote,H,BRR,CSBrote.H,0.20307244509663
CSBrote,H,BRR,CSBrote.H,0.232630172043401
CSBrote,H,BRR,CSBrote.H,0.216266606958807
CSBrote,H,BRR,CSBrote.H,0.225463483855798
CSBrote,H,BRR,CSBrote.H,0.221664783063187
CSBrote,H,BRR,CSBrote.H,0.24857428602024
CSBrote,H,BRR,CSBrote.H,0.249545869841578
CSBrote,H,BRR,CSBrote.H,0.299501437333014
CSBrote,H,BRR,CSBrote.H,0.281480818439567
CSBrote,H,BRR,CSBrote.H,0.316353489323945
CSBrote,H,BRR,CSBrote.H,0.328284801889285
CSBrote,H,BRR,CSBrote.H,0.282603174714819
CSBrote,H,BRR,CSBrote.H,0.2272288088622
CSBrote,H,BRR,CSBrote.H,0.218820703667869
CSBrote,H,BRR,CSBrote.H,0.226106916679803
CSBrote,H,BRR,CSBrote.H,0.234458419588842
CSBrote,H,BRR,CSBrote.H,0.239007501627078
CSBrote,H,BRR,CSBrote.H,0.244266378081666
CSBrote,H,BRR,CSBrote.H,0.25617914680528
CSBrote,H,BRR,CSBrote.H,0.250113599198397
CSBrote,H,BRR,CSBrote.H,0.237288879800581
CSBrote,H,BRR,CSBrote.H,0.259498000882566
CSBrote,H,BRR,CSBrote.H,0.215382070169572
CSBrote,H,BRR,CSBrote.H,0.240864092481736
CSBrote,H,BRR,CSBrote.H,0.226189392807453
CSBrote,H,BRR,CSBrote.H,0.228538760968913
CSBrote,H,BRR,CSBrote.H,0.215550245393939
CSBrote,H,BRR,CSBrote.H,0.192770448257739
CSBrote,H,BRR,CSBrote.H,0.182654191557443
CSBrote,H,BRR,CSBrote.H,0.223442629290558
CSBrote,H,BRR,CSBrote.H,0.201347006087474
CSBrote,H,BRR,CSBrote.H,0.17721973619672
CSBrote,H,BRR,CSBrote.H,0.184973818330939
CSBrote,H,BRR,CSBrote.H,0.202935961684742
CSBrote,H,BRR,CSBrote.H,0.227584727683244
CSBrote,H,BRR,CSBrote.H,0.201567237070828
CSBrote,H,BRR,CSBrote.H,0.222358612282962
CSBrote,H,BRR,CSBrote.H,0.227685083736448
CSBrote,H,BRR,CSBrote.H,0.224100168173573
CSBrote,H,BRR,CSBrote.H,0.206945225073622
CSBrote,H,BRR,CSBrote.H,0.194503523797272
CSBrote,H,BRR,CSBrote.H,0.188443699641537
CSBrote,H,BRR,CSBrote.H,0.202192194126414
CSBrote,H,BRR,CSBrote.H,0.213586163121135
CSBrote,H,BRR,CSBrote.H,0.225584358395786
CSBrote,H,BRR,CSBrote.H,0.198039674072592
CSBrote,H,BRR,CSBrote.H,0.217045145565758
CSBrote,H,BRR,CSBrote.H,0.201151129037597
CSBrote,H,BRR,CSBrote.H,0.211360815318207
CSBrote,H,BRR,CSBrote.H,0.189354374882921
CSBrote,H,BRR,CSBrote.H,0.178440019259213
CSBrote,H,BRR,CSBrote.H,0.166065597526144
CSBrote,H,BRR,CSBrote.H,0.192339911037856
CSBrote,H,BRR,CSBrote.H,0.166808399698376
CSBrote,H,BRR,CSBrote.H,0.185997233005034
CSBrote,H,BRR,CSBrote.H,0.224891350034999
CSBrote,H,BRR,CSBrote.H,0.228436062389056
CSBrote,H,BRR,CSBrote.H,0.208103940997373
CSBrote,H,BRR,CSBrote.H,0.173570903828711
CSBrote,H,BRR,CSBrote.H,0.192669717986527
CSBrote,H,BRR,CSBrote.H,0.19046061186017
CSBrote,H,BRR,CSBrote.H,0.194293728674593
CSBrote,H,BRR,CSBrote.H,0.205243030259456
CSBrote,H,BRR,CSBrote.H,0.210140110098885
CSBrote,H,BRR,CSBrote.H,0.178224666092074
CSBrote,H,BRR,CSBrote.H,0.189191736776404
CSBrote,H,BRR,CSBrote.H,0.241811002246124
CSBrote,H,BRR,CSBrote.H,0.238008387949258
CSBrote,H,BRR,CSBrote.H,0.22380822486492
CSBrote,H,BRR,CSBrote.H,0.192637666349039
CSBrote,H,BRR,CSBrote.H,0.22616142026776
CSBrote,H,BRR,CSBrote.H,0.251964128520628
CSBrote,H,BRR,CSBrote.H,0.244593435743759
CSBrote,H,BRR,CSBrote.H,0.286289828730549
CSBrote,H,BRR,CSBrote.H,0.251814371893424
CSBrote,H,BRR,CSBrote.H,0.290396343025183
CSBrote,H,BRR,CSBrote.H,0.277660630575463
CSBrote,H,BRR,CSBrote.H,0.29266343691205
CSBrote,H,BRR,CSBrote.H,0.278938556471763
CSBrote,H,BRR,CSBrote.H,0.237830203137067
CSBrote,H,BRR,CSBrote.H,0.2448470252086
CSBrote,H,BRR,CSBrote.H,0.22951459835631
CSBrote,H,BRR,CSBrote.H,0.230931309383894
CSBrote,H,BRR,CSBrote.H,0.214215590739858
CSBrote,H,BRR,CSBrote.H,0.222134458413043
CSBrote,H,BRR,CSBrote.H,0.228653550129854
CSBrote,H,BRR,CSBrote.H,0.239007730722819
CSBrote,H,BRR,CSBrote.H,0.212972171910628
CSBrote,H,BRR,CSBrote.H,0.233275273984691
CSBrote,H,BRR,CSBrote.H,0.229670748650088
CSBrote,H,BRR,CSBrote.H,0.244043790836592
CSBrote,H,BRR,CSBrote.H,0.220297394134921
CSBrote,H,BRR,CSBrote.H,0.206234485003866
CSBrote,H,BRR,CSBrote.H,0.24242312764625
CSBrote,H,BRR,CSBrote.H,0.246281509061319
CSBrote,H,BRR,CSBrote.H,0.220651770092908
CSBrote,H,BRR,CSBrote.H,0.203497379421131
CSBrote,H,BRR,CSBrote.H,0.184297555878729
CSBrote,H,BRR,CSBrote.H,0.185715491228195
CSBrote,H,BRR,CSBrote.H,0.186155757207895
CSBrote,H,BRR,CSBrote.H,0.193116742551058
CSBrote,H,BRR,CSBrote.H,0.148334509426082
CSBrote,H,BRR,CSBrote.H,0.177243271400081
CSBrote,H,BRR,CSBrote.H,0.184171059200438
CSBrote,H,BRR,CSBrote.H,0.172400706947452
CSBrote,H,BRR,CSBrote.H,0.187957572488237
CSBrote,H,BRR,CSBrote.H,0.18012411052292
CSBrote,H,BRR,CSBrote.H,0.192221982423889
CSBrote,H,BRR,CSBrote.H,0.200109075131393
CSBrote,H,BRR,CSBrote.H,0.184739777222849
CSBrote,H,BRR,CSBrote.H,0.193553625360538
CSBrote,H,BRR,CSBrote.H,0.178078831202318
CSBrote,H,BRR,CSBrote.H,0.180368494116421
CSBrote,H,BRR,CSBrote.H,0.201611294246162
CSBrote,H,BRR,CSBrote.H,0.161622535929413
CSBrote,H,BRR,CSBrote.H,0.15134142005543
CSBrote,H,BRR,CSBrote.H,0.1275140103196
CSBrote,H,BRR,CSBrote.H,0.141158806312993
CSBrote,H,BRR,CSBrote.H,0.143285802880792
CSBrote,H,BRR,CSBrote.H,0.155652651180341
CSBrote,H,BRR,CSBrote.H,0.157266831834762
CSBrote,H,BRR,CSBrote.H,0.164346298538695
CSBrote,H,BRR,CSBrote.H,0.175381804481279
CSBrote,H,BRR,CSBrote.H,0.187560128077794
CSBrote,H,BRR,CSBrote.H,0.179182069076892
CSBrote,H,BRR,CSBrote.H,0.175023476300271
CSBrote,H,BRR,CSBrote.H,0.187852456264824
CSBrote,H,BRR,CSBrote.H,0.188324272476411
CSBrote,H,BRR,CSBrote.H,0.183461468620736
CSBrote,H,BRR,CSBrote.H,0.202242105132831
CSBrote,H,BRR,CSBrote.H,0.228403594033189
CSBrote,H,BRR,CSBrote.H,0.189575872080709
CSBrote,H,BRR,CSBrote.H,0.198116028057633
CSBrote,H,BRR,CSBrote.H,0.198280551978428
CSBrote,H,BRR,CSBrote.H,0.173076447559501
CSBrote,H,BRR,CSBrote.H,0.149186492104737
CSBrote,H,BRR,CSBrote.H,0.12274698065448
CSBrote,H,BRR,CSBrote.H,0.125694733169637
CSBrote,H,BRR,CSBrote.H,0.115650120693293
CSBrote,H,BRR,CSBrote.H,0.105695954031465
CSBrote,H,BRR,CSBrote.H,0.111160510065643
CSBrote,H,BRR,CSBrote.H,0.109766093149647
CSBrote,H,BRR,CSBrote.H,0.0958527762368802
CSBrote,H,BRR,CSBrote.H,0.11752747943341
CSBrote,H,BRR,CSBrote.H,0.133446626404315
CSBrote,H,BRR,CSBrote.H,0.144546058022408
CSBrote,H,BRR,CSBrote.H,0.129212601081999
CSBrote,H,BRR,CSBrote.H,0.15650368258402
CSBrote,H,BRR,CSBrote.H,0.115968081377089
CSBrote,H,BRR,CSBrote.H,0.118523027633654
CSBrote,H,BRR,CSBrote.H,0.122515716322221
CSBrote,H,BRR,CSBrote.H,0.131024575135164
CSBrote,H,BRR,CSBrote.H,0.117766190718626
CSBrote,H,BRR,CSBrote.H,0.139113313598159
CSBrote,H,BRR,CSBrote.H,0.170358315901501
CSBrote,H,BRR,CSBrote.H,0.146326267138122
CSBrote,H,BRR,CSBrote.H,0.17247237768711
CSBrote,H,BRR,CSBrote.H,0.186466615102991
CSBrote,H,BRR,CSBrote.H,0.170283351242777
CSBrote,H,BRR,CSBrote.H,0.170653414181596
CSBrote,H,BRR,CSBrote.H,0.199991769279449
CSBrote,H,BRR,CSBrote.H,0.227293844061681
CSBrote,H,BRR,CSBrote.H,0.212576005475093
CSBrote,H,BRR,CSBrote.H,0.201572970079912
CSBrote,H,BRR,CSBrote.H,0.236682556077201
CSBrote,H,BRR,CSBrote.H,0.213561524114588
CSBrote,H,BRR,CSBrote.H,0.219746318145474
CSBrote,H,BRR,CSBrote.H,0.219211063964155
CSBrote,H,BRR,CSBrote.H,0.231448042814688
CSBrote,H,BRR,CSBrote.H,0.200481463360181
CSBrote,H,BRR,CSBrote.H,0.242682620789317
CSBrote,H,BRR,CSBrote.H,0.221503340744016
CSBrote,H,BRR,CSBrote.H,0.222518724731372
CSBrote,H,BRR,CSBrote.H,0.207673803661614
CSBrote,H,BRR,CSBrote.H,0.191036396132621
CSBrote,H,BRR,CSBrote.H,0.208817607782539
CSBrote,H,BRR,CSBrote.H,0.209720041691503
CSBrote,H,BRR,CSBrote.H,0.256064810332507
CSBrote,H,BRR,CSBrote.H,0.264778632207532
CSBrote,H,BRR,CSBrote.H,0.304745859499283
CSBrote,H,BRR,CSBrote.H,0.271828687135081
CSBrote,H,BRR,CSBrote.H,0.276458188981913
CSBrote,H,BRR,CSBrote.H,0.291269293630738
CSBrote,H,BRR,CSBrote.H,0.249158787675347
CSBrote,H,BRR,CSBrote.H,0.235229537464491
CSBrote,H,BRR,CSBrote.H,0.222098659213278
CSBrote,H,BRR,CSBrote.H,0.237886436520493
CSBrote,H,BRR,CSBrote.H,0.208927157737588
CSBrote,H,BRR,CSBrote.H,0.238848119453388
CSBrote,H,BRR,CSBrote.H,0.222807602193697
CSBrote,H,BRR,CSBrote.H,0.22968139089926
CSBrote,H,BRR,CSBrote.H,0.218589296026475
CSBrote,H,BRR,CSBrote.H,0.193662313667099
CSBrote,H,BRR,CSBrote.H,0.213338759452126
CSBrote,H,BRR,CSBrote.H,0.172826784801033
CSBrote,H,BRR,CSBrote.H,0.206518824769487
CSBrote,H,BRR,CSBrote.H,0.193924754877072
CSBrote,H,BRR,CSBrote.H,0.221185780697601
CSBrote,H,BRR,CSBrote.H,0.211179663446079
CSBrote,H,BRR,CSBrote.H,0.229232819948116
CSBrote,H,BRR,CSBrote.H,0.232783460596456
CSBrote,H,BRR,CSBrote.H,0.234835223052428
CSBrote,H,BRR,CSBrote.H,0.225553694969761
CSBrote,H,BRR,CSBrote.H,0.204244705540974
CSBrote,H,BRR,CSBrote.H,0.236373925363792
CSBrote,H,BRR,CSBrote.H,0.231496824876704
CSBrote,H,BRR,CSBrote.H,0.22151197687773
CSBrote,H,BRR,CSBrote.H,0.211776264846759
CSBrote,H,BRR,CSBrote.H,0.2262950109755
CSBrote,H,BRR,CSBrote.H,0.239392839560297
CSBrote,H,BRR,CSBrote.H,0.225939398007083
CSBrote,H,BRR,CSBrote.H,0.206808591168167
CSBrote,H,BRR,CSBrote.H,0.222883680002335
CSBrote,H,BRR,CSBrote.H,0.219715125722666
CSBrote,H,BRR,CSBrote.H,0.239019871660031
CSBrote,H,BRR,CSBrote.H,0.24115402149307
CSBrote,H,BRR,CSBrote.H,0.229297705644983
CSBrote,H,BRR,CSBrote.H,0.248325022050542
CSBrote,H,BRR,CSBrote.H,0.213391437960423
CSBrote,H,BRR,CSBrote.H,0.214131652644948
CSBrote,H,BRR,CSBrote.H,0.257705368757069
CSBrote,H,BRR,CSBrote.H,0.243812370548981
CSBrote,H,BRR,CSBrote.H,0.225091494439163
CSBrote,H,BRR,CSBrote.H,0.241937348906467
CSBrote,H,BRR,CSBrote.H,0.198889373199992
CSBrote,H,BRR,CSBrote.H,0.204373114173067
CSBrote,H,BRR,CSBrote.H,0.195030975678709
CSBrote,H,BRR,CSBrote.H,0.235189666802705
CSBrote,H,BRR,CSBrote.H,0.227041514182278
CSBrote,H,BRR,CSBrote.H,0.227678730431986
CSBrote,H,BRR,CSBrote.H,0.240843222294222
CSBrote,H,BRR,CSBrote.H,0.23262913480485
CSBrote,H,BRR,CSBrote.H,0.222062290628235
CSBrote,H,BRR,CSBrote.H,0.238957045732686
CSBrote,H,BRR,CSBrote.H,0.202593981206516
CSBrote,H,BRR,CSBrote.H,0.198890754381157
CSBrote,H,BRR,CSBrote.H,0.200246719677798
CSBrote,H,BRR,CSBrote.H,0.262803325704924
CSBrote,H,BRR,CSBrote.H,0.252551109270042
CSBrote,H,BRR,CSBrote.H,0.249670040667183
CSBrote,H,BRR,CSBrote.H,0.242533844025954
CSBrote,H,BRR,CSBrote.H,0.254388377661424
CSBrote,H,BRR,CSBrote.H,0.198627916723139
CSBrote,H,BRR,CSBrote.H,0.243087708567508
CSBrote,H,BRR,CSBrote.H,0.242370937135896
CSBrote,H,BRR,CSBrote.H,0.252542480249869
CSBrote,H,BRR,CSBrote.H,0.23374358430946
CSBrote,H,BRR,CSBrote.H,0.206079187340255
CSBrote,H,BRR,CSBrote.H,0.207554629417692
CSBrote,H,BRR,CSBrote.H,0.183541144501314
CSBrote,H,BRR,CSBrote.H,0.217815090926996
CSBrote,H,BRR,CSBrote.H,0.250993577680942
CSBrote,H,BRR,CSBrote.H,0.256428218837339
CSBrote,H,BRR,CSBrote.H,0.252911412919214
CSBrote,H,BRR,CSBrote.H,0.263398960459302
CSBrote,H,BRR,CSBrote.H,0.233639253184262
CSBrote,H,BRR,CSBrote.H,0.251801187168386
CSBrote,H,BRR,CSBrote.H,0.254596853181074
CSBrote,H,BRR,CSBrote.H,0.262682820829784
CSBrote,H,BRR,CSBrote.H,0.260941878997613
CSBrote,H,BRR,CSBrote.H,0.272637789092019
CSBrote,H,BRR,CSBrote.H,0.270213302900016
CSBrote,H,BRR,CSBrote.H,0.261368408727922
CSBrote,H,BRR,CSBrote.H,0.284658499654091
CSBrote,H,BRR,CSBrote.H,0.252036156955331
CSBrote,H,BRR,CSBrote.H,0.292195059792955
CSBrote,H,BRR,CSBrote.H,0.22973485256799
CSBrote,H,BRR,CSBrote.H,0.255866430219837
CSBrote,H,BRR,CSBrote.H,0.233444916253397
CSBrote,H,BRR,CSBrote.H,0.223484512058969
CSBrote,H,BRR,CSBrote.H,0.213289932554136
CSBrote,H,BRR,CSBrote.H,0.225031702853089
CSBrote,H,BRR,CSBrote.H,0.231301493784418
CSBrote,H,BRR,CSBrote.H,0.211781448527342
CSBrote,H,BRR,CSBrote.H,0.206040813196224
CSBrote,H,BRR,CSBrote.H,0.201428558744885
CSBrote,H,BRR,CSBrote.H,0.197206000281413
CSBrote,H,BRR,CSBrote.H,0.178005348527253
CSBrote,H,BRR,CSBrote.H,0.190248952915261
CSBrote,H,BRR,CSBrote.H,0.193286505305446
CSBrote,H,BRR,CSBrote.H,0.212078816919501
CSBrote,H,BRR,CSBrote.H,0.177595760105654
CSBrote,H,BRR,CSBrote.H,0.173853267962664
CSBrote,H,BRR,CSBrote.H,0.197144256526917
CSBrote,H,BRR,CSBrote.H,0.183325009271526
CSBrote,H,BRR,CSBrote.H,0.204595801465502
CSBrote,H,BRR,CSBrote.H,0.200820859334884
CSBrote,H,BRR,CSBrote.H,0.208650760215921
CSBrote,H,BRR,CSBrote.H,0.186018886198446
CSBrote,H,BRR,CSBrote.H,0.179352881072086
CSBrote,H,BRR,CSBrote.H,0.206117032475449
CSBrote,H,BRR,CSBrote.H,0.196987649464647
CSBrote,H,BRR,CSBrote.H,0.205768808021645
CSBrote,H,BRR,CSBrote.H,0.236680195604471
CSBrote,H,BRR,CSBrote.H,0.253121403330138
CSBrote,H,BRR,CSBrote.H,0.249251557653433
CSBrote,H,BRR,CSBrote.H,0.23692069211242
CSBrote,H,BRR,CSBrote.H,0.222007904422737
CSBrote,H,BRR,CSBrote.H,0.196335954102226
CSBrote,H,BRR,CSBrote.H,0.255715686286919
CSBrote,H,BRR,CSBrote.H,0.258386600022872
CSBrote,H,BRR,CSBrote.H,0.248889218169135
CSBrote,H,BRR,CSBrote.H,0.220992614697532
CSBrote,H,BRR,CSBrote.H,0.21222481901425
CSBrote,H,BRR,CSBrote.H,0.230998393183297
CSBrote,H,BRR,CSBrote.H,0.239456866554703
CSBrote,H,BRR,CSBrote.H,0.222336353798922
CSBrote,H,BRR,CSBrote.H,0.241283402626703
CSBrote,H,BRR,CSBrote.H,0.232992948156829
CSBrote,H,BRR,CSBrote.H,0.24716387222914
CSBrote,H,BRR,CSBrote.H,0.21197398045345
CSBrote,H,BRR,CSBrote.H,0.202756824484203
CSBrote,H,BRR,CSBrote.H,0.214374731627519
CSBrote,H,BRR,CSBrote.H,0.194342207144839
CSBrote,H,BRR,CSBrote.H,0.174221070175129
CSBrote,H,BRR,CSBrote.H,0.172637831281844
CSBrote,H,BRR,CSBrote.H,0.146910187064845
CSBrote,H,BRR,CSBrote.H,0.146937106061762
CSBrote,H,BRR,CSBrote.H,0.158759416609562
CSBrote,H,BRR,CSBrote.H,0.173799630669522
CSBrote,H,BRR,CSBrote.H,0.171029278485955
CSBrote,H,BRR,CSBrote.H,0.169775088127246
CSBrote,H,BRR,CSBrote.H,0.186440292567113
CSBrote,H,BRR,CSBrote.H,0.221352911813326
CSBrote,H,BRR,CSBrote.H,0.20803602970351
CSBrote,H,BRR,CSBrote.H,0.164921638180404
CSBrote,H,BRR,CSBrote.H,0.206402579705639
CSBrote,H,BRR,CSBrote.H,0.202793729444277
CSBrote,H,BRR,CSBrote.H,0.196700291228075
CSBrote,H,BRR,CSBrote.H,0.179294883506743
CSBrote,H,BRR,CSBrote.H,0.196904935127925
CSBrote,H,BRR,CSBrote.H,0.173276722838269
CSBrote,H,BRR,CSBrote.H,0.177137975886939
CSBrote,H,BRR,CSBrote.H,0.172806977616807
CSBrote,H,BRR,CSBrote.H,0.180247620030207
CSBrote,H,BRR,CSBrote.H,0.15589444526503
CSBrote,H,BRR,CSBrote.H,0.15900492618326
CSBrote,H,BRR,CSBrote.H,0.172126964900928
CSBrote,H,BRR,CSBrote.H,0.160461664913288
CSBrote,H,BRR,CSBrote.H,0.170616691202461
CSBrote,H,BRR,CSBrote.H,0.195251821973884
CSBrote,H,BRR,CSBrote.H,0.18974107735247
CSBrote,H,BRR,CSBrote.H,0.18445151358835
CSBrote,H,BRR,CSBrote.H,0.195760585753031
CSBrote,H,BRR,CSBrote.H,0.218267039680075
CSBrote,H,BRR,CSBrote.H,0.220356618537249
CSBrote,H,BRR,CSBrote.H,0.226028203839703
CSBrote,H,BRR,CSBrote.H,0.25047558944283
CSBrote,H,BRR,CSBrote.H,0.21440650559957
CSBrote,H,BRR,CSBrote.H,0.179486278087266
CSBrote,H,BRR,CSBrote.H,0.21493814649419
CSBrote,H,BRR,CSBrote.H,0.212854375825829
CSBrote,H,BRR,CSBrote.H,0.226142230347665
CSBrote,H,BRR,CSBrote.H,0.218072538438944
CSBrote,H,BRR,CSBrote.H,0.204699852898327
CSBrote,H,BRR,CSBrote.H,0.208487352494143
CSBrote,H,BRR,CSBrote.H,0.244096469088723
CSBrote,H,BRR,CSBrote.H,0.280270504449524
CSBrote,H,BRR,CSBrote.H,0.271182663459955
CSBrote,H,BRR,CSBrote.H,0.261386138518235
CSBrote,H,BRR,CSBrote.H,0.232520616975938
CSBrote,H,BRR,CSBrote.H,0.233832214108889
CSBrote,H,BRR,CSBrote.H,0.238932303970567
CSBrote,H,BRR,CSBrote.H,0.231902237535764
CSBrote,H,BRR,CSBrote.H,0.235243064664486
CSBrote,H,BRR,CSBrote.H,0.250429056904366
CSBrote,H,BRR,CSBrote.H,0.233206607846154
CSBrote,H,BRR,CSBrote.H,0.222698218667541
CSBrote,H,BRR,CSBrote.H,0.243797778078546
CSBrote,H,BRR,CSBrote.H,0.266693256876941
CSBrote,H,BRR,CSBrote.H,0.268112231615354
