Prefix,CHL_Components,Models,Traits,Heritability
PCTuberflesh,H,BRR,PCTuberflesh.H,0.261616423837306
PCTuberflesh,H,BRR,PCTuberflesh.H,0.230462330036536
PCTuberflesh,H,BRR,PCTuberflesh.H,0.205924406826138
PCTuberflesh,H,BRR,PCTuberflesh.H,0.235427301244096
PCTuberflesh,H,BRR,PCTuberflesh.H,0.225928548958693
PCTuberflesh,H,BRR,PCTuberflesh.H,0.22439535071032
PCTuberflesh,H,BRR,PCTuberflesh.H,0.232758488700846
PCTuberflesh,H,BRR,PCTuberflesh.H,0.203830694943748
PCTuberflesh,H,BRR,PCTuberflesh.H,0.206645281720356
PCTuberflesh,H,BRR,PCTuberflesh.H,0.205643805280494
PCTuberflesh,H,BRR,PCTuberflesh.H,0.211427207630458
PCTuberflesh,H,BRR,PCTuberflesh.H,0.23052948635834
PCTuberflesh,H,BRR,PCTuberflesh.H,0.225926894807218
PCTuberflesh,H,BRR,PCTuberflesh.H,0.25651890406797
PCTuberflesh,H,BRR,PCTuberflesh.H,0.290480845879646
PCTuberflesh,H,BRR,PCTuberflesh.H,0.29689257251949
PCTuberflesh,H,BRR,PCTuberflesh.H,0.28865807345527
PCTuberflesh,H,BRR,PCTuberflesh.H,0.276347903826568
PCTuberflesh,H,BRR,PCTuberflesh.H,0.29551086480531
PCTuberflesh,H,BRR,PCTuberflesh.H,0.304138671164402
PCTuberflesh,H,BRR,PCTuberflesh.H,0.29346689572556
PCTuberflesh,H,BRR,PCTuberflesh.H,0.25332576152767
PCTuberflesh,H,BRR,PCTuberflesh.H,0.224529905990708
PCTuberflesh,H,BRR,PCTuberflesh.H,0.22992329859767
PCTuberflesh,H,BRR,PCTuberflesh.H,0.268708716754105
PCTuberflesh,H,BRR,PCTuberflesh.H,0.283055317749541
PCTuberflesh,H,BRR,PCTuberflesh.H,0.302827386117687
PCTuberflesh,H,BRR,PCTuberflesh.H,0.308184598437296
PCTuberflesh,H,BRR,PCTuberflesh.H,0.31855006692476
PCTuberflesh,H,BRR,PCTuberflesh.H,0.313146632117487
PCTuberflesh,H,BRR,PCTuberflesh.H,0.321883613803099
PCTuberflesh,H,BRR,PCTuberflesh.H,0.306857490864799
PCTuberflesh,H,BRR,PCTuberflesh.H,0.31203251894454
PCTuberflesh,H,BRR,PCTuberflesh.H,0.324614815525061
PCTuberflesh,H,BRR,PCTuberflesh.H,0.273041874873582
PCTuberflesh,H,BRR,PCTuberflesh.H,0.294835950266859
PCTuberflesh,H,BRR,PCTuberflesh.H,0.277691144135855
PCTuberflesh,H,BRR,PCTuberflesh.H,0.276447297945409
PCTuberflesh,H,BRR,PCTuberflesh.H,0.26672313370121
PCTuberflesh,H,BRR,PCTuberflesh.H,0.265262351408296
PCTuberflesh,H,BRR,PCTuberflesh.H,0.269566497731819
PCTuberflesh,H,BRR,PCTuberflesh.H,0.238524471497864
PCTuberflesh,H,BRR,PCTuberflesh.H,0.221502500297427
PCTuberflesh,H,BRR,PCTuberflesh.H,0.269968807876945
PCTuberflesh,H,BRR,PCTuberflesh.H,0.27027268997299
PCTuberflesh,H,BRR,PCTuberflesh.H,0.309878132945335
PCTuberflesh,H,BRR,PCTuberflesh.H,0.286341714083836
PCTuberflesh,H,BRR,PCTuberflesh.H,0.250331795313951
PCTuberflesh,H,BRR,PCTuberflesh.H,0.274338130325771
PCTuberflesh,H,BRR,PCTuberflesh.H,0.286892285881065
PCTuberflesh,H,BRR,PCTuberflesh.H,0.316092047835026
PCTuberflesh,H,BRR,PCTuberflesh.H,0.286283127358401
PCTuberflesh,H,BRR,PCTuberflesh.H,0.251242129964381
PCTuberflesh,H,BRR,PCTuberflesh.H,0.254703963514203
PCTuberflesh,H,BRR,PCTuberflesh.H,0.265846479521163
PCTuberflesh,H,BRR,PCTuberflesh.H,0.279063453603167
PCTuberflesh,H,BRR,PCTuberflesh.H,0.288397198653737
PCTuberflesh,H,BRR,PCTuberflesh.H,0.252285593388769
PCTuberflesh,H,BRR,PCTuberflesh.H,0.242460955373436
PCTuberflesh,H,BRR,PCTuberflesh.H,0.238575990624513
PCTuberflesh,H,BRR,PCTuberflesh.H,0.215561847328879
PCTuberflesh,H,BRR,PCTuberflesh.H,0.237188612915903
PCTuberflesh,H,BRR,PCTuberflesh.H,0.230341392372515
PCTuberflesh,H,BRR,PCTuberflesh.H,0.242176545223149
PCTuberflesh,H,BRR,PCTuberflesh.H,0.258476610540951
PCTuberflesh,H,BRR,PCTuberflesh.H,0.247618253767595
PCTuberflesh,H,BRR,PCTuberflesh.H,0.250065080066329
PCTuberflesh,H,BRR,PCTuberflesh.H,0.278688465533161
PCTuberflesh,H,BRR,PCTuberflesh.H,0.264269534341379
PCTuberflesh,H,BRR,PCTuberflesh.H,0.299501803042527
PCTuberflesh,H,BRR,PCTuberflesh.H,0.343432517367471
PCTuberflesh,H,BRR,PCTuberflesh.H,0.319435525719655
PCTuberflesh,H,BRR,PCTuberflesh.H,0.293263597887352
PCTuberflesh,H,BRR,PCTuberflesh.H,0.30034848272876
PCTuberflesh,H,BRR,PCTuberflesh.H,0.262440013361173
PCTuberflesh,H,BRR,PCTuberflesh.H,0.292677657127609
PCTuberflesh,H,BRR,PCTuberflesh.H,0.270367895273465
PCTuberflesh,H,BRR,PCTuberflesh.H,0.254263794189683
PCTuberflesh,H,BRR,PCTuberflesh.H,0.258494008220604
PCTuberflesh,H,BRR,PCTuberflesh.H,0.190441550558783
PCTuberflesh,H,BRR,PCTuberflesh.H,0.180223787097507
PCTuberflesh,H,BRR,PCTuberflesh.H,0.208292760450405
PCTuberflesh,H,BRR,PCTuberflesh.H,0.217991855737989
PCTuberflesh,H,BRR,PCTuberflesh.H,0.232303823832747
PCTuberflesh,H,BRR,PCTuberflesh.H,0.259185666881917
PCTuberflesh,H,BRR,PCTuberflesh.H,0.271120966165476
PCTuberflesh,H,BRR,PCTuberflesh.H,0.266401112558086
PCTuberflesh,H,BRR,PCTuberflesh.H,0.229163565544278
PCTuberflesh,H,BRR,PCTuberflesh.H,0.247453701549129
PCTuberflesh,H,BRR,PCTuberflesh.H,0.246747961795693
PCTuberflesh,H,BRR,PCTuberflesh.H,0.257405083493123
PCTuberflesh,H,BRR,PCTuberflesh.H,0.284272828247351
PCTuberflesh,H,BRR,PCTuberflesh.H,0.257591344889809
PCTuberflesh,H,BRR,PCTuberflesh.H,0.308919529963118
PCTuberflesh,H,BRR,PCTuberflesh.H,0.245407141317355
PCTuberflesh,H,BRR,PCTuberflesh.H,0.226810603373319
PCTuberflesh,H,BRR,PCTuberflesh.H,0.251871381667665
PCTuberflesh,H,BRR,PCTuberflesh.H,0.196533406451305
PCTuberflesh,H,BRR,PCTuberflesh.H,0.241980802527482
PCTuberflesh,H,BRR,PCTuberflesh.H,0.243797199048377
PCTuberflesh,H,BRR,PCTuberflesh.H,0.293702047570642
PCTuberflesh,H,BRR,PCTuberflesh.H,0.276054734619021
PCTuberflesh,H,BRR,PCTuberflesh.H,0.320710940879101
PCTuberflesh,H,BRR,PCTuberflesh.H,0.318196166699835
PCTuberflesh,H,BRR,PCTuberflesh.H,0.314782593884672
PCTuberflesh,H,BRR,PCTuberflesh.H,0.327770185146439
PCTuberflesh,H,BRR,PCTuberflesh.H,0.337327845344801
PCTuberflesh,H,BRR,PCTuberflesh.H,0.279971436501852
PCTuberflesh,H,BRR,PCTuberflesh.H,0.308115104328486
PCTuberflesh,H,BRR,PCTuberflesh.H,0.274039758749767
PCTuberflesh,H,BRR,PCTuberflesh.H,0.253456764845175
PCTuberflesh,H,BRR,PCTuberflesh.H,0.252672394851459
PCTuberflesh,H,BRR,PCTuberflesh.H,0.25358148041472
PCTuberflesh,H,BRR,PCTuberflesh.H,0.242049761748847
PCTuberflesh,H,BRR,PCTuberflesh.H,0.232677340710741
PCTuberflesh,H,BRR,PCTuberflesh.H,0.236373187554262
PCTuberflesh,H,BRR,PCTuberflesh.H,0.259190797542755
PCTuberflesh,H,BRR,PCTuberflesh.H,0.238787019614225
PCTuberflesh,H,BRR,PCTuberflesh.H,0.245879796518504
PCTuberflesh,H,BRR,PCTuberflesh.H,0.224157363984036
PCTuberflesh,H,BRR,PCTuberflesh.H,0.233192207504455
PCTuberflesh,H,BRR,PCTuberflesh.H,0.251261488349725
PCTuberflesh,H,BRR,PCTuberflesh.H,0.244088805930483
PCTuberflesh,H,BRR,PCTuberflesh.H,0.256084097470013
PCTuberflesh,H,BRR,PCTuberflesh.H,0.301291549561986
PCTuberflesh,H,BRR,PCTuberflesh.H,0.250323518883417
PCTuberflesh,H,BRR,PCTuberflesh.H,0.277398322604254
PCTuberflesh,H,BRR,PCTuberflesh.H,0.256028835674455
PCTuberflesh,H,BRR,PCTuberflesh.H,0.214929863889129
PCTuberflesh,H,BRR,PCTuberflesh.H,0.187368578514705
PCTuberflesh,H,BRR,PCTuberflesh.H,0.199447996831575
PCTuberflesh,H,BRR,PCTuberflesh.H,0.227292330727867
PCTuberflesh,H,BRR,PCTuberflesh.H,0.231307393368113
PCTuberflesh,H,BRR,PCTuberflesh.H,0.260631764597446
PCTuberflesh,H,BRR,PCTuberflesh.H,0.306815777419073
PCTuberflesh,H,BRR,PCTuberflesh.H,0.297396668013813
PCTuberflesh,H,BRR,PCTuberflesh.H,0.320128815014409
PCTuberflesh,H,BRR,PCTuberflesh.H,0.295073044179991
PCTuberflesh,H,BRR,PCTuberflesh.H,0.284780678327462
PCTuberflesh,H,BRR,PCTuberflesh.H,0.242126152431506
PCTuberflesh,H,BRR,PCTuberflesh.H,0.227570853735226
PCTuberflesh,H,BRR,PCTuberflesh.H,0.190147196222091
PCTuberflesh,H,BRR,PCTuberflesh.H,0.255569700245779
PCTuberflesh,H,BRR,PCTuberflesh.H,0.224297595313996
PCTuberflesh,H,BRR,PCTuberflesh.H,0.272953534620427
PCTuberflesh,H,BRR,PCTuberflesh.H,0.256999179333141
PCTuberflesh,H,BRR,PCTuberflesh.H,0.300228619534623
PCTuberflesh,H,BRR,PCTuberflesh.H,0.257493371760108
PCTuberflesh,H,BRR,PCTuberflesh.H,0.266601557882919
PCTuberflesh,H,BRR,PCTuberflesh.H,0.273845119760092
PCTuberflesh,H,BRR,PCTuberflesh.H,0.258674028617749
PCTuberflesh,H,BRR,PCTuberflesh.H,0.320914472168324
PCTuberflesh,H,BRR,PCTuberflesh.H,0.303485785931942
PCTuberflesh,H,BRR,PCTuberflesh.H,0.327932206764988
PCTuberflesh,H,BRR,PCTuberflesh.H,0.363426521186075
PCTuberflesh,H,BRR,PCTuberflesh.H,0.285604468247654
PCTuberflesh,H,BRR,PCTuberflesh.H,0.278073283318378
PCTuberflesh,H,BRR,PCTuberflesh.H,0.238685019437686
PCTuberflesh,H,BRR,PCTuberflesh.H,0.222573003002804
PCTuberflesh,H,BRR,PCTuberflesh.H,0.195434537962506
PCTuberflesh,H,BRR,PCTuberflesh.H,0.214997894919614
PCTuberflesh,H,BRR,PCTuberflesh.H,0.237394269977239
PCTuberflesh,H,BRR,PCTuberflesh.H,0.241489403049471
PCTuberflesh,H,BRR,PCTuberflesh.H,0.236220236642013
PCTuberflesh,H,BRR,PCTuberflesh.H,0.251298017591323
PCTuberflesh,H,BRR,PCTuberflesh.H,0.258283724773148
PCTuberflesh,H,BRR,PCTuberflesh.H,0.25315935765407
PCTuberflesh,H,BRR,PCTuberflesh.H,0.254784997450941
PCTuberflesh,H,BRR,PCTuberflesh.H,0.282076458321435
PCTuberflesh,H,BRR,PCTuberflesh.H,0.292855943414386
PCTuberflesh,H,BRR,PCTuberflesh.H,0.244866523462503
PCTuberflesh,H,BRR,PCTuberflesh.H,0.266582663438412
PCTuberflesh,H,BRR,PCTuberflesh.H,0.267860647927459
PCTuberflesh,H,BRR,PCTuberflesh.H,0.273647941612491
PCTuberflesh,H,BRR,PCTuberflesh.H,0.27232438031224
PCTuberflesh,H,BRR,PCTuberflesh.H,0.270897530329542
PCTuberflesh,H,BRR,PCTuberflesh.H,0.318799998468842
PCTuberflesh,H,BRR,PCTuberflesh.H,0.297173852659577
PCTuberflesh,H,BRR,PCTuberflesh.H,0.278558427476401
PCTuberflesh,H,BRR,PCTuberflesh.H,0.309807695370778
PCTuberflesh,H,BRR,PCTuberflesh.H,0.28718455910391
PCTuberflesh,H,BRR,PCTuberflesh.H,0.286281338351214
PCTuberflesh,H,BRR,PCTuberflesh.H,0.298721369353047
PCTuberflesh,H,BRR,PCTuberflesh.H,0.290247760578626
PCTuberflesh,H,BRR,PCTuberflesh.H,0.295805922524902
PCTuberflesh,H,BRR,PCTuberflesh.H,0.282263645052477
PCTuberflesh,H,BRR,PCTuberflesh.H,0.29080903394177
PCTuberflesh,H,BRR,PCTuberflesh.H,0.259066411083102
PCTuberflesh,H,BRR,PCTuberflesh.H,0.342007225047114
PCTuberflesh,H,BRR,PCTuberflesh.H,0.310022125648647
PCTuberflesh,H,BRR,PCTuberflesh.H,0.316385057582753
PCTuberflesh,H,BRR,PCTuberflesh.H,0.287677467892307
PCTuberflesh,H,BRR,PCTuberflesh.H,0.260395679868057
PCTuberflesh,H,BRR,PCTuberflesh.H,0.228103475419232
PCTuberflesh,H,BRR,PCTuberflesh.H,0.241607910277101
PCTuberflesh,H,BRR,PCTuberflesh.H,0.27130328799314
PCTuberflesh,H,BRR,PCTuberflesh.H,0.222055102578381
PCTuberflesh,H,BRR,PCTuberflesh.H,0.240420682772464
PCTuberflesh,H,BRR,PCTuberflesh.H,0.232817592801322
PCTuberflesh,H,BRR,PCTuberflesh.H,0.227302755873193
PCTuberflesh,H,BRR,PCTuberflesh.H,0.239364798450816
PCTuberflesh,H,BRR,PCTuberflesh.H,0.221584390528792
PCTuberflesh,H,BRR,PCTuberflesh.H,0.226873936755954
PCTuberflesh,H,BRR,PCTuberflesh.H,0.226626763311493
PCTuberflesh,H,BRR,PCTuberflesh.H,0.226142648790995
PCTuberflesh,H,BRR,PCTuberflesh.H,0.240108917008458
PCTuberflesh,H,BRR,PCTuberflesh.H,0.194612452921414
PCTuberflesh,H,BRR,PCTuberflesh.H,0.225028186557848
PCTuberflesh,H,BRR,PCTuberflesh.H,0.206626396510952
PCTuberflesh,H,BRR,PCTuberflesh.H,0.196293043331759
PCTuberflesh,H,BRR,PCTuberflesh.H,0.216460460564646
PCTuberflesh,H,BRR,PCTuberflesh.H,0.210805093849895
PCTuberflesh,H,BRR,PCTuberflesh.H,0.280451639856563
PCTuberflesh,H,BRR,PCTuberflesh.H,0.281432561023822
PCTuberflesh,H,BRR,PCTuberflesh.H,0.286593475382815
PCTuberflesh,H,BRR,PCTuberflesh.H,0.290244440417107
PCTuberflesh,H,BRR,PCTuberflesh.H,0.306886784478338
PCTuberflesh,H,BRR,PCTuberflesh.H,0.291620504096492
PCTuberflesh,H,BRR,PCTuberflesh.H,0.285787120838495
PCTuberflesh,H,BRR,PCTuberflesh.H,0.280540079834956
PCTuberflesh,H,BRR,PCTuberflesh.H,0.304993551059298
PCTuberflesh,H,BRR,PCTuberflesh.H,0.311462733248125
PCTuberflesh,H,BRR,PCTuberflesh.H,0.326551841773745
PCTuberflesh,H,BRR,PCTuberflesh.H,0.332542179833872
PCTuberflesh,H,BRR,PCTuberflesh.H,0.294422936052118
PCTuberflesh,H,BRR,PCTuberflesh.H,0.289437673722472
PCTuberflesh,H,BRR,PCTuberflesh.H,0.317922247804966
PCTuberflesh,H,BRR,PCTuberflesh.H,0.32513541228234
PCTuberflesh,H,BRR,PCTuberflesh.H,0.2698408925504
PCTuberflesh,H,BRR,PCTuberflesh.H,0.301875082801165
PCTuberflesh,H,BRR,PCTuberflesh.H,0.292758383722412
PCTuberflesh,H,BRR,PCTuberflesh.H,0.325998498195149
PCTuberflesh,H,BRR,PCTuberflesh.H,0.315070262485796
PCTuberflesh,H,BRR,PCTuberflesh.H,0.352162743939212
PCTuberflesh,H,BRR,PCTuberflesh.H,0.403242606627819
PCTuberflesh,H,BRR,PCTuberflesh.H,0.34834563943466
PCTuberflesh,H,BRR,PCTuberflesh.H,0.323596522626185
PCTuberflesh,H,BRR,PCTuberflesh.H,0.306515310574164
PCTuberflesh,H,BRR,PCTuberflesh.H,0.319792139460618
PCTuberflesh,H,BRR,PCTuberflesh.H,0.283523313750244
PCTuberflesh,H,BRR,PCTuberflesh.H,0.306220235273526
PCTuberflesh,H,BRR,PCTuberflesh.H,0.313571789780562
PCTuberflesh,H,BRR,PCTuberflesh.H,0.365172378172191
PCTuberflesh,H,BRR,PCTuberflesh.H,0.336117519815429
PCTuberflesh,H,BRR,PCTuberflesh.H,0.323649973363925
PCTuberflesh,H,BRR,PCTuberflesh.H,0.29794714667161
PCTuberflesh,H,BRR,PCTuberflesh.H,0.284143904640824
PCTuberflesh,H,BRR,PCTuberflesh.H,0.316738022381271
PCTuberflesh,H,BRR,PCTuberflesh.H,0.307444753918488
PCTuberflesh,H,BRR,PCTuberflesh.H,0.28616721155377
PCTuberflesh,H,BRR,PCTuberflesh.H,0.297335517035886
PCTuberflesh,H,BRR,PCTuberflesh.H,0.247205878785226
PCTuberflesh,H,BRR,PCTuberflesh.H,0.252794900703082
PCTuberflesh,H,BRR,PCTuberflesh.H,0.254948227647456
PCTuberflesh,H,BRR,PCTuberflesh.H,0.235892790743939
PCTuberflesh,H,BRR,PCTuberflesh.H,0.216187841375881
PCTuberflesh,H,BRR,PCTuberflesh.H,0.194790003989788
PCTuberflesh,H,BRR,PCTuberflesh.H,0.200146976454023
PCTuberflesh,H,BRR,PCTuberflesh.H,0.23434014553265
PCTuberflesh,H,BRR,PCTuberflesh.H,0.2425644707131
PCTuberflesh,H,BRR,PCTuberflesh.H,0.257115817322655
PCTuberflesh,H,BRR,PCTuberflesh.H,0.287645952994347
PCTuberflesh,H,BRR,PCTuberflesh.H,0.248839924589742
PCTuberflesh,H,BRR,PCTuberflesh.H,0.242447598178982
PCTuberflesh,H,BRR,PCTuberflesh.H,0.246507259905719
PCTuberflesh,H,BRR,PCTuberflesh.H,0.266451279525856
PCTuberflesh,H,BRR,PCTuberflesh.H,0.271821141101026
PCTuberflesh,H,BRR,PCTuberflesh.H,0.267842400574725
PCTuberflesh,H,BRR,PCTuberflesh.H,0.273503420367736
PCTuberflesh,H,BRR,PCTuberflesh.H,0.249229693812276
PCTuberflesh,H,BRR,PCTuberflesh.H,0.270462482585487
PCTuberflesh,H,BRR,PCTuberflesh.H,0.236069743008826
PCTuberflesh,H,BRR,PCTuberflesh.H,0.260491953355186
PCTuberflesh,H,BRR,PCTuberflesh.H,0.238959238105685
PCTuberflesh,H,BRR,PCTuberflesh.H,0.278006401574233
PCTuberflesh,H,BRR,PCTuberflesh.H,0.225684291479423
PCTuberflesh,H,BRR,PCTuberflesh.H,0.243428020022545
PCTuberflesh,H,BRR,PCTuberflesh.H,0.257101083449062
PCTuberflesh,H,BRR,PCTuberflesh.H,0.294242971137422
PCTuberflesh,H,BRR,PCTuberflesh.H,0.32051298217246
PCTuberflesh,H,BRR,PCTuberflesh.H,0.278134437347739
PCTuberflesh,H,BRR,PCTuberflesh.H,0.278815626196354
PCTuberflesh,H,BRR,PCTuberflesh.H,0.298915520650561
PCTuberflesh,H,BRR,PCTuberflesh.H,0.301874085004547
PCTuberflesh,H,BRR,PCTuberflesh.H,0.291988190627876
PCTuberflesh,H,BRR,PCTuberflesh.H,0.291504421500505
PCTuberflesh,H,BRR,PCTuberflesh.H,0.282998723775606
PCTuberflesh,H,BRR,PCTuberflesh.H,0.28064171184678
PCTuberflesh,H,BRR,PCTuberflesh.H,0.258238172114378
PCTuberflesh,H,BRR,PCTuberflesh.H,0.228953331002998
PCTuberflesh,H,BRR,PCTuberflesh.H,0.252347081522245
PCTuberflesh,H,BRR,PCTuberflesh.H,0.249938291957743
PCTuberflesh,H,BRR,PCTuberflesh.H,0.211334912591353
PCTuberflesh,H,BRR,PCTuberflesh.H,0.243526920054571
PCTuberflesh,H,BRR,PCTuberflesh.H,0.285532264282922
PCTuberflesh,H,BRR,PCTuberflesh.H,0.279425938711199
PCTuberflesh,H,BRR,PCTuberflesh.H,0.27585346778871
PCTuberflesh,H,BRR,PCTuberflesh.H,0.307216394478711
PCTuberflesh,H,BRR,PCTuberflesh.H,0.270877177444892
PCTuberflesh,H,BRR,PCTuberflesh.H,0.28271439398356
PCTuberflesh,H,BRR,PCTuberflesh.H,0.271463111904658
PCTuberflesh,H,BRR,PCTuberflesh.H,0.26255502612872
PCTuberflesh,H,BRR,PCTuberflesh.H,0.26903679618624
PCTuberflesh,H,BRR,PCTuberflesh.H,0.314630103318692
PCTuberflesh,H,BRR,PCTuberflesh.H,0.297387307279291
PCTuberflesh,H,BRR,PCTuberflesh.H,0.27022479017776
PCTuberflesh,H,BRR,PCTuberflesh.H,0.277371601589207
PCTuberflesh,H,BRR,PCTuberflesh.H,0.274414116377201
PCTuberflesh,H,BRR,PCTuberflesh.H,0.239620637731942
PCTuberflesh,H,BRR,PCTuberflesh.H,0.254635324030239
PCTuberflesh,H,BRR,PCTuberflesh.H,0.251098437047438
PCTuberflesh,H,BRR,PCTuberflesh.H,0.242538181702003
PCTuberflesh,H,BRR,PCTuberflesh.H,0.220747748806407
PCTuberflesh,H,BRR,PCTuberflesh.H,0.22159702499139
PCTuberflesh,H,BRR,PCTuberflesh.H,0.229391319975727
PCTuberflesh,H,BRR,PCTuberflesh.H,0.227410659929338
PCTuberflesh,H,BRR,PCTuberflesh.H,0.256490402916769
PCTuberflesh,H,BRR,PCTuberflesh.H,0.283591148464926
PCTuberflesh,H,BRR,PCTuberflesh.H,0.291205796624604
PCTuberflesh,H,BRR,PCTuberflesh.H,0.261137031957566
PCTuberflesh,H,BRR,PCTuberflesh.H,0.281540340443608
PCTuberflesh,H,BRR,PCTuberflesh.H,0.271249129483356
PCTuberflesh,H,BRR,PCTuberflesh.H,0.258386555243966
PCTuberflesh,H,BRR,PCTuberflesh.H,0.276281815133614
PCTuberflesh,H,BRR,PCTuberflesh.H,0.26841913285242
PCTuberflesh,H,BRR,PCTuberflesh.H,0.297741058892938
PCTuberflesh,H,BRR,PCTuberflesh.H,0.312616953193089
PCTuberflesh,H,BRR,PCTuberflesh.H,0.278324746420938
PCTuberflesh,H,BRR,PCTuberflesh.H,0.277089209558975
PCTuberflesh,H,BRR,PCTuberflesh.H,0.275107590356857
PCTuberflesh,H,BRR,PCTuberflesh.H,0.286644109843042
PCTuberflesh,H,BRR,PCTuberflesh.H,0.271441314857782
PCTuberflesh,H,BRR,PCTuberflesh.H,0.282498995711661
PCTuberflesh,H,BRR,PCTuberflesh.H,0.254863725777693
PCTuberflesh,H,BRR,PCTuberflesh.H,0.254237560637018
PCTuberflesh,H,BRR,PCTuberflesh.H,0.255150050314274
PCTuberflesh,H,BRR,PCTuberflesh.H,0.238360823630135
PCTuberflesh,H,BRR,PCTuberflesh.H,0.208954155074036
PCTuberflesh,H,BRR,PCTuberflesh.H,0.233769188681121
PCTuberflesh,H,BRR,PCTuberflesh.H,0.219298986167054
PCTuberflesh,H,BRR,PCTuberflesh.H,0.25211546140743
PCTuberflesh,H,BRR,PCTuberflesh.H,0.238486381654872
PCTuberflesh,H,BRR,PCTuberflesh.H,0.221729889369799
PCTuberflesh,H,BRR,PCTuberflesh.H,0.222731721556078
PCTuberflesh,H,BRR,PCTuberflesh.H,0.218389624979718
PCTuberflesh,H,BRR,PCTuberflesh.H,0.238747576401071
PCTuberflesh,H,BRR,PCTuberflesh.H,0.256712709932845
PCTuberflesh,H,BRR,PCTuberflesh.H,0.257790482635004
PCTuberflesh,H,BRR,PCTuberflesh.H,0.264239838141399
PCTuberflesh,H,BRR,PCTuberflesh.H,0.221805644602039
PCTuberflesh,H,BRR,PCTuberflesh.H,0.251754487492559
PCTuberflesh,H,BRR,PCTuberflesh.H,0.247573818265482
PCTuberflesh,H,BRR,PCTuberflesh.H,0.246087230318859
PCTuberflesh,H,BRR,PCTuberflesh.H,0.223572085312144
PCTuberflesh,H,BRR,PCTuberflesh.H,0.25497412984773
PCTuberflesh,H,BRR,PCTuberflesh.H,0.25385727893679
PCTuberflesh,H,BRR,PCTuberflesh.H,0.246271514671747
PCTuberflesh,H,BRR,PCTuberflesh.H,0.251237607590308
PCTuberflesh,H,BRR,PCTuberflesh.H,0.203247470431257
PCTuberflesh,H,BRR,PCTuberflesh.H,0.191682397557784
PCTuberflesh,H,BRR,PCTuberflesh.H,0.233535365699574
PCTuberflesh,H,BRR,PCTuberflesh.H,0.239390758267106
PCTuberflesh,H,BRR,PCTuberflesh.H,0.277467193349078
PCTuberflesh,H,BRR,PCTuberflesh.H,0.270896312234229
PCTuberflesh,H,BRR,PCTuberflesh.H,0.241586474204095
PCTuberflesh,H,BRR,PCTuberflesh.H,0.293504842452105
PCTuberflesh,H,BRR,PCTuberflesh.H,0.25678256315481
PCTuberflesh,H,BRR,PCTuberflesh.H,0.267462432739082
PCTuberflesh,H,BRR,PCTuberflesh.H,0.2651720257548
PCTuberflesh,H,BRR,PCTuberflesh.H,0.26599613545309
PCTuberflesh,H,BRR,PCTuberflesh.H,0.245763842807193
PCTuberflesh,H,BRR,PCTuberflesh.H,0.221216607710044
PCTuberflesh,H,BRR,PCTuberflesh.H,0.238724194856263
PCTuberflesh,H,BRR,PCTuberflesh.H,0.239153463306665
PCTuberflesh,H,BRR,PCTuberflesh.H,0.220863878807301
PCTuberflesh,H,BRR,PCTuberflesh.H,0.188123532412145
PCTuberflesh,H,BRR,PCTuberflesh.H,0.198219790780973
PCTuberflesh,H,BRR,PCTuberflesh.H,0.199247894346643
PCTuberflesh,H,BRR,PCTuberflesh.H,0.20880021962015
PCTuberflesh,H,BRR,PCTuberflesh.H,0.175223760873465
PCTuberflesh,H,BRR,PCTuberflesh.H,0.224921842864887
PCTuberflesh,H,BRR,PCTuberflesh.H,0.205125624596254
PCTuberflesh,H,BRR,PCTuberflesh.H,0.213608447091742
PCTuberflesh,H,BRR,PCTuberflesh.H,0.23160627566842
PCTuberflesh,H,BRR,PCTuberflesh.H,0.2292021918067
PCTuberflesh,H,BRR,PCTuberflesh.H,0.231182380598972
PCTuberflesh,H,BRR,PCTuberflesh.H,0.230705078403234
PCTuberflesh,H,BRR,PCTuberflesh.H,0.22432404980488
PCTuberflesh,H,BRR,PCTuberflesh.H,0.227378113173241
PCTuberflesh,H,BRR,PCTuberflesh.H,0.221283527158475
PCTuberflesh,H,BRR,PCTuberflesh.H,0.188209977385508
PCTuberflesh,H,BRR,PCTuberflesh.H,0.155162470466445
PCTuberflesh,H,BRR,PCTuberflesh.H,0.195889726683984
PCTuberflesh,H,BRR,PCTuberflesh.H,0.200415234337704
PCTuberflesh,H,BRR,PCTuberflesh.H,0.207507290125476
PCTuberflesh,H,BRR,PCTuberflesh.H,0.208463867683519
PCTuberflesh,H,BRR,PCTuberflesh.H,0.19866371488577
PCTuberflesh,H,BRR,PCTuberflesh.H,0.225291394964114
PCTuberflesh,H,BRR,PCTuberflesh.H,0.179822391082381
PCTuberflesh,H,BRR,PCTuberflesh.H,0.163498407433295
PCTuberflesh,H,BRR,PCTuberflesh.H,0.181121920570536
PCTuberflesh,H,BRR,PCTuberflesh.H,0.15432680614973
PCTuberflesh,H,BRR,PCTuberflesh.H,0.166813886418979
PCTuberflesh,H,BRR,PCTuberflesh.H,0.179390883105146
PCTuberflesh,H,BRR,PCTuberflesh.H,0.206295971238497
PCTuberflesh,H,BRR,PCTuberflesh.H,0.168417389981255
PCTuberflesh,H,BRR,PCTuberflesh.H,0.188453305023813
PCTuberflesh,H,BRR,PCTuberflesh.H,0.222694857246154
PCTuberflesh,H,BRR,PCTuberflesh.H,0.21458537746734
PCTuberflesh,H,BRR,PCTuberflesh.H,0.216678997428852
PCTuberflesh,H,BRR,PCTuberflesh.H,0.232894839532762
