"TRAIT","HCL","HCLTrait","Value"
"CSTuber","L","CSTuber.L",50
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",43
"CSTuber","L","CSTuber.L",75
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",50
"CSTuber","L","CSTuber.L",28
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",38
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",50
"CSTuber","L","CSTuber.L",42
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",79
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",92
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",46
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",75
"CSTuber","L","CSTuber.L",75
"CSTuber","L","CSTuber.L",82
"CSTuber","L","CSTuber.L",75
"CSTuber","L","CSTuber.L",43
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",75
"CSTuber","L","CSTuber.L",28
"CSTuber","L","CSTuber.L",28
"CSTuber","L","CSTuber.L",43
"CSTuber","L","CSTuber.L",75
"CSTuber","L","CSTuber.L",76
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",82
"CSTuber","L","CSTuber.L",30
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",43
"CSTuber","L","CSTuber.L",42
"CSTuber","L","CSTuber.L",82
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",75
"CSTuber","L","CSTuber.L",75
"CSTuber","L","CSTuber.L",43
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",43
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",75
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",66
"CSTuber","L","CSTuber.L",40
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",42
"CSTuber","L","CSTuber.L",76
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",48
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",76
"CSTuber","L","CSTuber.L",42
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",75
"CSTuber","L","CSTuber.L",75
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",75
"CSTuber","L","CSTuber.L",42
"CSTuber","L","CSTuber.L",81
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",44
"CSTuber","L","CSTuber.L",75
"CSTuber","L","CSTuber.L",42
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",79
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",28
"CSTuber","L","CSTuber.L",50
"CSTuber","L","CSTuber.L",75
"CSTuber","L","CSTuber.L",42
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",75
"CSTuber","L","CSTuber.L",75
"CSTuber","L","CSTuber.L",75
"CSTuber","L","CSTuber.L",28
"CSTuber","L","CSTuber.L",74
"CSTuber","L","CSTuber.L",60
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",76
"CSTuber","L","CSTuber.L",76
"CSTuber","L","CSTuber.L",75
"CSTuber","L","CSTuber.L",76
"CSTuber","L","CSTuber.L",75
"CSTuber","L","CSTuber.L",76
"CSTuber","L","CSTuber.L",75
"CSTuber","L","CSTuber.L",42
"CSTuber","L","CSTuber.L",50
"CSTuber","L","CSTuber.L",76
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",82
"CSTuber","L","CSTuber.L",76
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",42
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",74
"CSTuber","L","CSTuber.L",39
"CSTuber","L","CSTuber.L",41
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",48
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",60
"CSTuber","L","CSTuber.L",82
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",81
"CSTuber","L","CSTuber.L",81
"CSTuber","L","CSTuber.L",82
"CSTuber","L","CSTuber.L",76
"CSTuber","L","CSTuber.L",27
"CSTuber","L","CSTuber.L",27
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",76
"CSTuber","L","CSTuber.L",30
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",30
"CSTuber","L","CSTuber.L",75
"CSTuber","L","CSTuber.L",75
"CSTuber","L","CSTuber.L",79
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",76
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",39
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",76
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",45
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",29
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",29
"CSTuber","L","CSTuber.L",50
"CSTuber","L","CSTuber.L",81
"CSTuber","L","CSTuber.L",28
"CSTuber","L","CSTuber.L",29
"CSTuber","L","CSTuber.L",82
"CSTuber","L","CSTuber.L",43
"CSTuber","L","CSTuber.L",29
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",45
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",84
"CSTuber","L","CSTuber.L",75
"CSTuber","L","CSTuber.L",76
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",38
"CSTuber","L","CSTuber.L",76
"CSTuber","L","CSTuber.L",75
"CSTuber","L","CSTuber.L",27
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",84
"CSTuber","L","CSTuber.L",81
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",84
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",45
"CSTuber","L","CSTuber.L",50
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",54
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",75
"CSTuber","L","CSTuber.L",75
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",30
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",42
"CSTuber","L","CSTuber.L",43
"CSTuber","L","CSTuber.L",43
"CSTuber","L","CSTuber.L",42
"CSTuber","L","CSTuber.L",82
"CSTuber","L","CSTuber.L",82
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",35
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",73
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",38
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",37
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",75
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",30
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",74
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",82
"CSTuber","L","CSTuber.L",79
"CSTuber","L","CSTuber.L",76
"CSTuber","L","CSTuber.L",27
"CSTuber","L","CSTuber.L",42
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",76
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",81
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",50
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",42
"CSTuber","L","CSTuber.L",82
"CSTuber","L","CSTuber.L",64
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",54
"CSTuber","L","CSTuber.L",42
"CSTuber","L","CSTuber.L",27
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",82
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",45
"CSTuber","L","CSTuber.L",42
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",43
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",75
"CSTuber","L","CSTuber.L",42
"CSTuber","L","CSTuber.L",76
"CSTuber","L","CSTuber.L",79
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",84
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",84
"CSTuber","L","CSTuber.L",54
"CSTuber","L","CSTuber.L",79
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",81
"CSTuber","L","CSTuber.L",51
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",51
"CSTuber","L","CSTuber.L",45
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",31
"CSTuber","L","CSTuber.L",86
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",82
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",28
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",75
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",30
"CSTuber","L","CSTuber.L",32
"CSTuber","L","CSTuber.L",39
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",76
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",76
"CSTuber","L","CSTuber.L",79
"CSTuber","L","CSTuber.L",50
"CSTuber","L","CSTuber.L",43
"CSTuber","L","CSTuber.L",43
"CSTuber","L","CSTuber.L",84
"CSTuber","L","CSTuber.L",81
"CSTuber","L","CSTuber.L",82
"CSTuber","L","CSTuber.L",42
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",82
"CSTuber","L","CSTuber.L",30
"CSTuber","L","CSTuber.L",74
"CSTuber","L","CSTuber.L",75
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",75
"CSTuber","L","CSTuber.L",43
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",82
"CSTuber","L","CSTuber.L",81
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",43
"CSTuber","L","CSTuber.L",43
"CSTuber","L","CSTuber.L",28
"CSTuber","L","CSTuber.L",38
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",42
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",79
"CSTuber","L","CSTuber.L",79
"CSTuber","L","CSTuber.L",75
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",84
"CSTuber","L","CSTuber.L",41
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",60
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",75
"CSTuber","L","CSTuber.L",50
"CSTuber","L","CSTuber.L",79
"CSTuber","L","CSTuber.L",75
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",79
"CSTuber","L","CSTuber.L",79
"CSTuber","L","CSTuber.L",75
"CSTuber","L","CSTuber.L",76
"CSTuber","L","CSTuber.L",29
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",42
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",53
"CSTuber","L","CSTuber.L",79
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",76
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",81
"CSTuber","L","CSTuber.L",79
"CSTuber","L","CSTuber.L",50
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",79
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",79
"CSTuber","L","CSTuber.L",27
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",41
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",76
"CSTuber","L","CSTuber.L",27
"CSTuber","L","CSTuber.L",27
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",75
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",79
"CSTuber","L","CSTuber.L",42
"CSTuber","L","CSTuber.L",40
"CSTuber","L","CSTuber.L",60
"CSTuber","L","CSTuber.L",82
"CSTuber","L","CSTuber.L",74
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",81
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",29
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",30
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",78
"CSTuber","L","CSTuber.L",79
"CSTuber","L","CSTuber.L",45
"CSTuber","L","CSTuber.L",30
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",40
"CSTuber","L","CSTuber.L",45
"CSTuber","L","CSTuber.L",79
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",79
"CSTuber","L","CSTuber.L",75
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",50
"CSTuber","L","CSTuber.L",79
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",79
"CSTuber","L","CSTuber.L",50
"CSTuber","L","CSTuber.L",46
"CSTuber","L","CSTuber.L",75
"CSTuber","L","CSTuber.L",30
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",54
"CSTuber","L","CSTuber.L",35
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",30
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",29
"CSTuber","L","CSTuber.L",27
"CSTuber","L","CSTuber.L",40
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",43
"CSTuber","L","CSTuber.L",50
"CSTuber","L","CSTuber.L",50
"CSTuber","L","CSTuber.L",81
"CSTuber","L","CSTuber.L",NA
"CSTuber","L","CSTuber.L",43
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",82
"CSTuber","L","CSTuber.L",75
"CSTuber","L","CSTuber.L",76
"CSTuber","L","CSTuber.L",75
"CSTuber","L","CSTuber.L",81
"CSTuber","L","CSTuber.L",80
"CSTuber","L","CSTuber.L",74
"CSTuber","L","CSTuber.L",81
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",32
"CSTuber","C","CSTuber.C",36
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",19
"CSTuber","C","CSTuber.C",35
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",42
"CSTuber","C","CSTuber.C",42
"CSTuber","C","CSTuber.C",42
"CSTuber","C","CSTuber.C",41
"CSTuber","C","CSTuber.C",34
"CSTuber","C","CSTuber.C",29
"CSTuber","C","CSTuber.C",42
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",42
"CSTuber","C","CSTuber.C",26
"CSTuber","C","CSTuber.C",35
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",29
"CSTuber","C","CSTuber.C",37
"CSTuber","C","CSTuber.C",22
"CSTuber","C","CSTuber.C",28
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",32
"CSTuber","C","CSTuber.C",32
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",35
"CSTuber","C","CSTuber.C",42
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",47
"CSTuber","C","CSTuber.C",35
"CSTuber","C","CSTuber.C",35
"CSTuber","C","CSTuber.C",38
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",36
"CSTuber","C","CSTuber.C",35
"CSTuber","C","CSTuber.C",36
"CSTuber","C","CSTuber.C",41
"CSTuber","C","CSTuber.C",25
"CSTuber","C","CSTuber.C",32
"CSTuber","C","CSTuber.C",29
"CSTuber","C","CSTuber.C",37
"CSTuber","C","CSTuber.C",39
"CSTuber","C","CSTuber.C",35
"CSTuber","C","CSTuber.C",35
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",31
"CSTuber","C","CSTuber.C",37
"CSTuber","C","CSTuber.C",37
"CSTuber","C","CSTuber.C",41
"CSTuber","C","CSTuber.C",33
"CSTuber","C","CSTuber.C",39
"CSTuber","C","CSTuber.C",39
"CSTuber","C","CSTuber.C",42
"CSTuber","C","CSTuber.C",41
"CSTuber","C","CSTuber.C",41
"CSTuber","C","CSTuber.C",42
"CSTuber","C","CSTuber.C",29
"CSTuber","C","CSTuber.C",47
"CSTuber","C","CSTuber.C",37
"CSTuber","C","CSTuber.C",35
"CSTuber","C","CSTuber.C",41
"CSTuber","C","CSTuber.C",41
"CSTuber","C","CSTuber.C",47
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",32
"CSTuber","C","CSTuber.C",41
"CSTuber","C","CSTuber.C",30
"CSTuber","C","CSTuber.C",32
"CSTuber","C","CSTuber.C",41
"CSTuber","C","CSTuber.C",37
"CSTuber","C","CSTuber.C",32
"CSTuber","C","CSTuber.C",47
"CSTuber","C","CSTuber.C",35
"CSTuber","C","CSTuber.C",33
"CSTuber","C","CSTuber.C",35
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",35
"CSTuber","C","CSTuber.C",42
"CSTuber","C","CSTuber.C",32
"CSTuber","C","CSTuber.C",24
"CSTuber","C","CSTuber.C",23
"CSTuber","C","CSTuber.C",35
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",36
"CSTuber","C","CSTuber.C",32
"CSTuber","C","CSTuber.C",29
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",39
"CSTuber","C","CSTuber.C",35
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",41
"CSTuber","C","CSTuber.C",41
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",41
"CSTuber","C","CSTuber.C",42
"CSTuber","C","CSTuber.C",42
"CSTuber","C","CSTuber.C",41
"CSTuber","C","CSTuber.C",37
"CSTuber","C","CSTuber.C",36
"CSTuber","C","CSTuber.C",36
"CSTuber","C","CSTuber.C",19
"CSTuber","C","CSTuber.C",35
"CSTuber","C","CSTuber.C",29
"CSTuber","C","CSTuber.C",40
"CSTuber","C","CSTuber.C",26
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",33
"CSTuber","C","CSTuber.C",35
"CSTuber","C","CSTuber.C",42
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",26
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",41
"CSTuber","C","CSTuber.C",42
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",32
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",42
"CSTuber","C","CSTuber.C",29
"CSTuber","C","CSTuber.C",36
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",36
"CSTuber","C","CSTuber.C",42
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",42
"CSTuber","C","CSTuber.C",41
"CSTuber","C","CSTuber.C",42
"CSTuber","C","CSTuber.C",41
"CSTuber","C","CSTuber.C",41
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",35
"CSTuber","C","CSTuber.C",35
"CSTuber","C","CSTuber.C",35
"CSTuber","C","CSTuber.C",35
"CSTuber","C","CSTuber.C",33
"CSTuber","C","CSTuber.C",42
"CSTuber","C","CSTuber.C",35
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",33
"CSTuber","C","CSTuber.C",35
"CSTuber","C","CSTuber.C",47
"CSTuber","C","CSTuber.C",42
"CSTuber","C","CSTuber.C",42
"CSTuber","C","CSTuber.C",26
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",42
"CSTuber","C","CSTuber.C",42
"CSTuber","C","CSTuber.C",33
"CSTuber","C","CSTuber.C",36
"CSTuber","C","CSTuber.C",35
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",35
"CSTuber","C","CSTuber.C",35
"CSTuber","C","CSTuber.C",39
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",39
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",35
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",40
"CSTuber","C","CSTuber.C",35
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",36
"CSTuber","C","CSTuber.C",47
"CSTuber","C","CSTuber.C",42
"CSTuber","C","CSTuber.C",42
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",39
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",47
"CSTuber","C","CSTuber.C",36
"CSTuber","C","CSTuber.C",42
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",35
"CSTuber","C","CSTuber.C",35
"CSTuber","C","CSTuber.C",42
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",35
"CSTuber","C","CSTuber.C",32
"CSTuber","C","CSTuber.C",32
"CSTuber","C","CSTuber.C",42
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",32
"CSTuber","C","CSTuber.C",35
"CSTuber","C","CSTuber.C",36
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",36
"CSTuber","C","CSTuber.C",42
"CSTuber","C","CSTuber.C",41
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",26
"CSTuber","C","CSTuber.C",35
"CSTuber","C","CSTuber.C",36
"CSTuber","C","CSTuber.C",42
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",41
"CSTuber","C","CSTuber.C",41
"CSTuber","C","CSTuber.C",35
"CSTuber","C","CSTuber.C",35
"CSTuber","C","CSTuber.C",35
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",37
"CSTuber","C","CSTuber.C",32
"CSTuber","C","CSTuber.C",41
"CSTuber","C","CSTuber.C",41
"CSTuber","C","CSTuber.C",47
"CSTuber","C","CSTuber.C",47
"CSTuber","C","CSTuber.C",35
"CSTuber","C","CSTuber.C",47
"CSTuber","C","CSTuber.C",35
"CSTuber","C","CSTuber.C",47
"CSTuber","C","CSTuber.C",35
"CSTuber","C","CSTuber.C",37
"CSTuber","C","CSTuber.C",26
"CSTuber","C","CSTuber.C",47
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",41
"CSTuber","C","CSTuber.C",41
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",26
"CSTuber","C","CSTuber.C",47
"CSTuber","C","CSTuber.C",41
"CSTuber","C","CSTuber.C",41
"CSTuber","C","CSTuber.C",36
"CSTuber","C","CSTuber.C",NA
"CSTuber","C","CSTuber.C",NA
