"GSCORE","TRAIT","LGSCORE","TOOL","MODEL","GC","SNP","CHR","POS","P","SCORE","THRESHOLD","SIGNIFICANCE","ScoresRepl","ScoresSign","ScoreGC"
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_57678","0",50463795,0.831763771102671,0.08,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_10369","1",44964138,0.831763771102671,0.08,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_12179","9",60328637,0.831763771102671,0.08,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_14683","11",39617992,0.831763771102671,0.08,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_32400","2",21485979,0.851138038202376,0.07,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_6758","4",62263846,0.851138038202376,0.07,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_9039","6",57394760,0.851138038202376,0.07,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_17060","8",57530334,0.851138038202376,0.07,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_29981","9",62190862,0.851138038202376,0.07,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_3512","5",54654441,0.870963589956081,0.06,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_513","7",37737782,0.870963589956081,0.06,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_33280","7",57508926,0.870963589956081,0.06,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_19135","8",54844010,0.870963589956081,0.06,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_1493","9",31891968,0.870963589956081,0.06,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_13006","10",3721305,0.870963589956081,0.06,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_7192","10",58252277,0.870963589956081,0.06,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_34872","4",65068522,0.891250938133746,0.05,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_55700","6",43998646,0.891250938133746,0.05,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_16406","11",39387477,0.891250938133746,0.05,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_24536","12",59370389,0.891250938133746,0.05,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_15047","2",43187165,0.91201083935591,0.04,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_43588","7",4257126,0.91201083935591,0.04,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_2405","7",10251717,0.91201083935591,0.04,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_14639","9",56854898,0.91201083935591,0.04,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_41541","2",30008536,0.933254300796991,0.03,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_325","3",56043155,0.933254300796991,0.03,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_41106","4",24612015,0.933254300796991,0.03,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_10568","4",68868824,0.933254300796991,0.03,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_449","9",18550286,0.933254300796991,0.03,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_680","9",36710610,0.933254300796991,0.03,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_12802","9",54297084,0.933254300796991,0.03,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_39847","4",49170272,0.954992586021436,0.02,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_37329","6",55682080,0.954992586021436,0.02,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_55837","7",3695590,0.954992586021436,0.02,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_10031","7",47020118,0.954992586021436,0.02,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_25219","7",48611027,0.954992586021436,0.02,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_35053","7",50789995,0.954992586021436,0.02,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_45256","10",59057591,0.954992586021436,0.02,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_5295","1",75994884,0.977237220955811,0.01,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_323","3",56043711,0.977237220955811,0.01,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_14442","4",48648958,0.977237220955811,0.01,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_35944","4",67811114,0.977237220955811,0.01,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_3476","4",68871390,0.977237220955811,0.01,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_28641","8",50613642,0.977237220955811,0.01,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_17539","1",71416070,1,0,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_7549","2",39073865,1,0,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_36882","7",3150451,1,0,4.9,FALSE,108,0,0.996
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_52898","9",11180794,0.000436515832240166,3.36,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_58236","9",11085611,0.000630957344480193,3.2,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_36664","1",809153,0.00144543977074593,2.84,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_29981","9",62190862,0.00331131121482591,2.48,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_36660","1",808325,0.00354813389233575,2.45,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_23139","2",29015208,0.00371535229097172,2.43,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_50394","2",33594764,0.00512861383991365,2.29,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_35944","4",67811114,0.0072443596007499,2.14,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_28228","7",52565452,0.0112201845430196,1.95,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_10802","4",68308218,0.0123026877081238,1.91,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_24454","12",59193947,0.0186208713666287,1.73,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_40745","12",47362541,0.0190546071796325,1.72,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_43748","4",61552296,0.0234422881531992,1.63,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_12720","7",54318643,0.0263026799189538,1.58,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_3512","5",54654441,0.0281838293126445,1.55,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_38938","2",26500723,0.0288403150312661,1.54,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_16459","9",56104281,0.0309029543251359,1.51,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_35053","7",50789995,0.0331131121482591,1.48,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_4165","9",3915451,0.0331131121482591,1.48,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_12786","9",52719060,0.0371535229097173,1.43,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_12945","4",55649379,0.0407380277804113,1.39,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_14683","11",39617992,0.0416869383470335,1.38,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_12339","2",26161388,0.0446683592150963,1.35,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_12015","5",48976718,0.0478630092322638,1.32,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_27414","12",49216209,0.0489778819368446,1.31,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_38274","10",44206770,0.0524807460249773,1.28,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_5440","12",319737,0.0549540873857625,1.26,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_26008","7",51201220,0.0562341325190349,1.25,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_57254","3",52006651,0.0575439937337157,1.24,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_36053","4",56746443,0.0616595001861482,1.21,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_37472","4",59695907,0.0630957344480193,1.2,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_10031","7",47020118,0.0630957344480193,1.2,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_5463","12",626115,0.0660693448007596,1.18,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_39083","9",1248924,0.0676082975391982,1.17,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_1249","5",55144795,0.0691830970918937,1.16,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_7958","12",3837083,0.072443596007499,1.14,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_54811","1",52996601,0.0831763771102671,1.08,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_6758","4",62263846,0.0851138038202376,1.07,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_6748","4",62391020,0.0851138038202376,1.07,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_35997","4",67871626,0.0933254300796991,1.03,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_27961","12",55744163,0.0954992586021436,1.02,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_57257","3",52006963,0.0977237220955811,1.01,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_28580","8",50583825,0.1,1,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_36714","6",5921332,0.102329299228075,0.99,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_10798","4",68309247,0.10471285480509,0.98,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_513","7",37737782,0.107151930523761,0.97,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_10461","7",50712754,0.107151930523761,0.97,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_41106","4",24612015,0.112201845430196,0.95,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_9027","10",56953687,0.117489755493953,0.93,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_37329","6",55682080,0.123026877081238,0.91,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_34872","4",65068522,0.125892541179417,0.9,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_27003","9",59671840,0.128824955169313,0.89,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_7964","2",38139240,0.131825673855641,0.88,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_16470","6",43205349,0.138038426460288,0.86,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_46113","7",692528,0.141253754462275,0.85,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_34085","8",34629849,0.141253754462275,0.85,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_7139","3",37346461,0.147910838816821,0.83,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_3747","11",41925342,0.147910838816821,0.83,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_19081","8",54991187,0.151356124843621,0.82,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_22205","11",42339943,0.151356124843621,0.82,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_7430","2",28963745,0.154881661891248,0.81,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_1323","11",41159413,0.154881661891248,0.81,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_6674","0",28132116,0.162181009735893,0.79,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_9039","6",57394760,0.162181009735893,0.79,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_55199","2",33572556,0.165958690743756,0.78,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_34202","11",46398893,0.165958690743756,0.78,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_10178","4",67145132,0.173780082874938,0.76,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_32400","2",21485979,0.181970085860998,0.74,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_10457","7",50710645,0.181970085860998,0.74,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_449","9",18550286,0.181970085860998,0.74,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_23170","2",29256125,0.186208713666287,0.73,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_30973","1",88257483,0.190546071796325,0.72,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_32415","2",21642493,0.190546071796325,0.72,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_13236","2",30080660,0.190546071796325,0.72,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_55012","1",5654532,0.194984459975805,0.71,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_10751","4",56641710,0.194984459975805,0.71,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_3146","6",5211425,0.194984459975805,0.71,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_7040","6",53910471,0.194984459975805,0.71,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_4803","1",87065450,0.199526231496888,0.7,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_54335","4",56277376,0.199526231496888,0.7,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_31156","6",49274562,0.199526231496888,0.7,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_4925","11",43031943,0.204173794466953,0.69,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_44804","9",53326789,0.208929613085404,0.68,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_3894","1",72533658,0.213796208950223,0.67,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_11679","10",44620849,0.213796208950223,0.67,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_43588","7",4257126,0.218776162394955,0.66,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_4480","7",41477431,0.218776162394955,0.66,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_39080","9",1248777,0.218776162394955,0.66,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_34203","11",46398899,0.223872113856834,0.65,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_10539","4",68952759,0.229086765276777,0.64,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_30296","12",39466807,0.229086765276777,0.64,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_21332","0",21225651,0.234422881531992,0.63,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_53273","11",10339933,0.234422881531992,0.63,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_54624","0",20391837,0.239883291901949,0.62,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_23832","5",783100,0.239883291901949,0.62,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_52069","5",1907418,0.239883291901949,0.62,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_55700","6",43998646,0.239883291901949,0.62,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_43049","9",59168884,0.239883291901949,0.62,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_13526","10",48923342,0.239883291901949,0.62,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_54060","6",48580498,0.245470891568503,0.61,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_40131","1",53444045,0.251188643150958,0.6,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_35411","9",5445375,0.251188643150958,0.6,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_43032","9",59162845,0.251188643150958,0.6,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_16274","9",48595830,0.263026799189538,0.58,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_6556","9",63031605,0.263026799189538,0.58,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_9695","2",21640872,0.269153480392692,0.57,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_43736","4",61312752,0.275422870333817,0.56,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_4978","11",25158648,0.275422870333817,0.56,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_5774","6",50572507,0.281838293126445,0.55,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_56726","8",54701702,0.281838293126445,0.55,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_32467","12",5980197,0.281838293126445,0.55,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_11479","4",7767497,0.288403150312661,0.54,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_46195","1",65753846,0.301995172040202,0.52,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_41541","2",30008536,0.309029543251359,0.51,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_52070","5",1913182,0.309029543251359,0.51,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_7680","6",54682311,0.309029543251359,0.51,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_15530","10",56158687,0.309029543251359,0.51,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_53250","6",2343721,0.323593656929628,0.49,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_33280","7",57508926,0.323593656929628,0.49,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_28521","8",50650372,0.323593656929628,0.49,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_325","3",56043155,0.331131121482591,0.48,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_7678","6",54726821,0.331131121482591,0.48,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_53998","9",57846815,0.331131121482591,0.48,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_45256","10",59057591,0.331131121482591,0.48,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_52053","5",20212269,0.338844156139203,0.47,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_23254","12",7260563,0.346736850452532,0.46,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_4437","0",24387070,0.354813389233575,0.45,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_17900","2",34459045,0.363078054770101,0.44,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_4030","9",3433410,0.363078054770101,0.44,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_19537","9",45335256,0.363078054770101,0.44,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_6185","11",4232240,0.363078054770101,0.44,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_31359","4",41356423,0.371535229097173,0.43,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_36833","7",3330903,0.371535229097173,0.43,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_24","1",85668664,0.380189396320561,0.42,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_8431","5",52989126,0.380189396320561,0.42,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_11137","6",55716119,0.380189396320561,0.42,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c1_11935","7",6096223,0.380189396320561,0.42,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_44816","9",53270453,0.380189396320561,0.42,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_14274","1",75053929,0.389045144994281,0.41,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_49495","2",35025916,0.389045144994281,0.41,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_7549","2",39073865,0.389045144994281,0.41,4.9,FALSE,108,0,0.994
0.796,"CTallo.H",0.796,"GWASpoly","additive",0.994,"c2_25219","7",48611027,0.389045144994281,0.41,4.9,FALSE,108,0,0.994
